family,task,k,auprc,auroc,kth_model_added,kth_model_own_auprc,n_test,n_positive,prevalence
SR,SR-ATAD5,9,0.3092570297651251,0.767879813796022,MACCS_XGB,0.13421806988082893,295,17,0.0576271186440678
SR,SR-ATAD5,10,0.2860874442477533,0.7704189589504866,GAT_Pretrained,0.13160223429470858,295,17,0.0576271186440678
SR,SR-ATAD5,11,0.2330400770141519,0.7659754549301735,MACCS_LR,0.08557317930392885,295,17,0.0576271186440678
SR,SR-ATAD5,12,0.23051002110498336,0.7598391874735505,RDKit_XGB,0.07180935820484988,295,17,0.0576271186440678
SR,SR-HSE,1,0.47006694201447813,0.8892778187177598,GIN_Pretrained,0.47006694201447813,259,23,0.0888030888030888
SR,SR-HSE,2,0.44514406022540726,0.8868828297715549,GCN_Pretrained,0.3888898319331644,259,23,0.0888030888030888
SR,SR-HSE,3,0.4358769388819795,0.881171702284451,GraphSAGE_Pretrained,0.29898635495874143,259,23,0.0888030888030888
SR,SR-HSE,4,0.3637651810629041,0.84966838614591,ChemBERTa_Pretrained,0.27533611386551404,259,23,0.0888030888030888
SR,SR-HSE,5,0.3422246116083934,0.7748710390567427,MACCS_XGB,0.23571703433640354,259,23,0.0888030888030888
SR,SR-HSE,6,0.33795927646250806,0.7737656595431097,Chemprop,0.23209282655617325,259,23,0.0888030888030888
SR,SR-HSE,7,0.32537977161562137,0.7715549005158437,Morgan_LR,0.2259884036886586,259,23,0.0888030888030888
SR,SR-HSE,8,0.3024120237865862,0.760132645541636,RDKit_XGB,0.18354648092596837,259,23,0.0888030888030888
SR,SR-HSE,9,0.30230669574260705,0.7606853352984525,MACCS_LR,0.15357282471208053,259,23,0.0888030888030888
SR,SR-HSE,10,0.30364474500598665,0.7544215180545321,Morgan_XGB,0.14927093227377952,259,23,0.0888030888030888
SR,SR-HSE,11,0.2995741003436097,0.7466838614591009,RDKit_LR,0.1439042383202485,259,23,0.0888030888030888
SR,SR-HSE,12,0.30052738906585197,0.7494473102431835,GAT_Pretrained,0.12953096211303788,259,23,0.0888030888030888
SR,SR-MMP,1,0.5878874674016312,0.8525519848771266,GCN_Pretrained,0.5878874674016312,230,46,0.2
SR,SR-MMP,2,0.5975364655050841,0.8687381852551985,GIN_Pretrained,0.5821891570089128,230,46,0.2
SR,SR-MMP,3,0.6143463850179403,0.8722826086956522,MACCS_XGB,0.5762962964767869,230,46,0.2
SR,SR-MMP,4,0.6253212977232148,0.8819706994328922,ChemBERTa_Pretrained,0.555918302845444,230,46,0.2
SR,SR-MMP,5,0.6494037279762342,0.8811436672967864,RDKit_LR,0.5515909858942347,230,46,0.2
SR,SR-MMP,6,0.6383193465943243,0.8813799621928167,GraphSAGE_Pretrained,0.5444690332136239,230,46,0.2
SR,SR-MMP,7,0.6477439347171636,0.8859877126654064,Morgan_LR,0.5373989203037185,230,46,0.2
SR,SR-MMP,8,0.6520497743350153,0.8887051039697542,Morgan_XGB,0.510455584662874,230,46,0.2
SR,SR-MMP,9,0.6540956374873128,0.8872873345935728,Chemprop,0.4908609921324249,230,46,0.2
SR,SR-MMP,10,0.6406706567815046,0.8838610586011342,MACCS_LR,0.47321304126594893,230,46,0.2
SR,SR-MMP,11,0.6508120501502219,0.881734404536862,RDKit_XGB,0.44467315135602037,230,46,0.2
SR,SR-MMP,12,0.6529215344153533,0.8803166351606806,GAT_Pretrained,0.3341627024731976,230,46,0.2
SR,SR-p53,1,0.4368276943303722,0.7695831424644983,GIN_Pretrained,0.4368276943303722,273,37,0.13553113553113552
SR,SR-p53,2,0.4556924775658777,0.7805771873568484,GraphSAGE_Pretrained,0.4364799976302877,273,37,0.13553113553113552
SR,SR-p53,3,0.49710941860594465,0.7943197434722858,Chemprop,0.4006352687908899,273,37,0.13553113553113552
SR,SR-p53,4,0.496149334121656,0.7923728813559321,GCN_Pretrained,0.3543348325376652,273,37,0.13553113553113552
SR,SR-p53,5,0.5138950588855002,0.7962666055886395,Morgan_LR,0.3268915154503917,273,37,0.13553113553113552
SR,SR-p53,6,0.5412141039505137,0.7982134677049932,ChemBERTa_Pretrained,0.3031501883122917,273,37,0.13553113553113552
SR,SR-p53,7,0.5114480923659843,0.7695831424644984,MACCS_XGB,0.2959800435202698,273,37,0.13553113553113552
SR,SR-p53,8,0.5050980217268325,0.755726065048099,MACCS_LR,0.29225896722035555,273,37,0.13553113553113552
SR,SR-p53,9,0.5086954931942193,0.756184150251947,RDKit_LR,0.28644924985447445,273,37,0.13553113553113552
SR,SR-p53,10,0.5096164040969756,0.7580164910673385,RDKit_XGB,0.26050097787831417,273,37,0.13553113553113552
SR,SR-p53,11,0.49592204119185335,0.750343563902886,Morgan_XGB,0.24903014190371167,273,37,0.13553113553113552
SR,SR-p53,12,0.4958245511530422,0.7520613834173155,GAT_Pretrained,0.19895016720277844,273,37,0.13553113553113552
