variant,task,cell,repeat_id,auprc_c0,auroc_c0,log_loss_c0,brier_c0,auprc_d0,auroc_d0,log_loss_d0,brier_d0,auprc_c1,auroc_c1,log_loss_c1,brier_c1,auprc_d1,auroc_d1,log_loss_d1,brier_d1,delta_auprc_c1_minus_c0,delta_auroc_c1_minus_c0,delta_log_loss_c1_minus_c0,delta_brier_c1_minus_c0,delta_auprc_d1_minus_d0,delta_auroc_d1_minus_d0,delta_log_loss_d1_minus_d0,delta_brier_d1_minus_d0,delta_auprc_d1_minus_c1,delta_auroc_d1_minus_c1,delta_log_loss_d1_minus_c1,delta_brier_d1_minus_c1
standardized,NR-AR,HA1E,10,0.45523146759231253,0.6925082712964308,0.38669476407461356,0.10807968013706479,0.45523146759231253,0.6925082712964308,0.21455442318692858,0.05543697047411848,0.45523146759231253,0.6925082712964308,0.3866947639488355,0.10807968010220699,0.45523146759231253,0.6925082712964308,0.21455442294672125,0.05543697046691685,0.0,0.0,-1.2577806574043394e-10,-3.4857799979803874e-11,0.0,0.0,-2.4020734290530753e-10,-7.201646223808922e-12,0.0,0.0,-0.1721403410021143,-0.05264270963529014
standardized,NR-AR,HA1E,11,0.4613997574592542,0.7260341395081873,0.38200026618090843,0.10609692208502393,0.4613997574592542,0.7260341395081873,0.20415316520398297,0.051800621413760864,0.4613997574592542,0.7260341395081873,0.3820002657031257,0.1060969219118417,0.4645244212281616,0.7249030683172359,0.20379878661377115,0.051658912022828296,0.0,0.0,-4.777827800062085e-10,-1.7318221856577054e-10,0.0031246637689075095,-0.0011310711909514382,-0.0003543785902118179,-0.00014170939093256367,0.0031246637689075095,-0.0011310711909514382,-0.17820147908935452,-0.05443800988901341
standardized,NR-AR,HA1E,12,0.41336137984608107,0.7123548266729454,0.3789119139665632,0.10466135305983079,0.41336137984608107,0.7123548266729454,0.20513252811947344,0.052590066939306346,0.41336137984608107,0.7123548266729454,0.378911913752662,0.10466135299052595,0.41336137984608107,0.7123548266729454,0.20513252782473163,0.052590066906503176,0.0,0.0,-2.1390123006170825e-10,-6.930485074718717e-11,0.0,0.0,-2.947417976351119e-10,-3.280317406595401e-11,0.0,0.0,-0.17377938592793035,-0.05207128608402277
standardized,NR-AR,HA1E,13,0.47203080674054637,0.7275125831072727,0.38071028725661143,0.10556762256453915,0.47203080674054637,0.7275125831072727,0.2169247592044507,0.05658467191045161,0.47203080674054637,0.7275125831072727,0.3807102871281931,0.10556762253829732,0.47203080674054637,0.7275125831072727,0.21692475891523283,0.05658467186330035,0.0,0.0,-1.2841834262644626e-10,-2.624185035937643e-11,0.0,0.0,-2.892179218338953e-10,-4.715125789811481e-11,0.0,0.0,-0.1637855282129603,-0.04898295067499696
standardized,NR-AR,HA1E,14,0.4659217594417626,0.7228810273443006,0.38128487380855025,0.10575305139025035,0.4659217594417626,0.7228810273443006,0.20998815272117183,0.054360059768138305,0.4659217594417626,0.7228810273443006,0.3812848735473696,0.10575305129693377,0.4659217594417626,0.7228810273443006,0.2099881525257387,0.05436005975812082,0.0,0.0,-2.6118063267688285e-10,-9.331656836142344e-11,0.0,0.0,-1.954331085851635e-10,-1.0017481288926433e-11,0.0,0.0,-0.17129672102163088,-0.05139299153881296
standardized,NR-AR,HA1E,15,0.4636311924242674,0.72119554086481,0.38302152238303316,0.10646684533188586,0.4636311924242674,0.72119554086481,0.20992215960310917,0.05431473671029431,0.4624371483142449,0.7209216754500994,0.3830804950066566,0.1065173322376963,0.44895434772839427,0.7147792654344501,0.21112694237078306,0.05455892039133894,-0.0011940441100225852,-0.0002738654147105057,5.8972623623454455e-05,5.0486905810445684e-05,-0.014676844695873176,-0.006416275430359941,0.0012047827676738843,0.00024418368104463516,-0.01348280058585059,-0.006142410015649436,-0.17195355263587356,-0.05195841184635734
standardized,NR-AR,HA1E,16,0.47376711993378356,0.6844863775143786,0.3844085215326204,0.10707751516516087,0.47376711993378356,0.6844863775143786,0.21058715389284952,0.053878939341589605,0.47376711993378356,0.6844863775143786,0.38440852125551095,0.10707751505122273,0.47376711993378356,0.6844863775143786,0.21058715364561328,0.05387893933526766,0.0,0.0,-2.771093909892386e-10,-1.1393812004989456e-10,0.0,0.0,-2.4723624258982114e-10,-6.321938805786687e-12,0.0,0.0,-0.1738213676098977,-0.05319857571595508
standardized,NR-AR,HA1E,17,0.4565403966955886,0.709252755043451,0.3833032057075547,0.10656306560018824,0.4565403966955886,0.709252755043451,0.21163958298194202,0.054765669279542885,0.4565403966955886,0.709252755043451,0.3833032055240693,0.10656306553360843,0.4565403966955886,0.709252755043451,0.21163958281984946,0.0547656693009493,0.0,0.0,-1.8348539354562377e-10,-6.657980833324473e-11,0.0,0.0,-1.6209256159527285e-10,2.1406422467951103e-11,0.0,0.0,-0.17166362270421984,-0.051797396232659144
standardized,NR-AR,HA1E,18,0.5583459173308974,0.7627760434152949,0.3770717567220943,0.1038901380798376,0.5583459173308974,0.7627760434152949,0.2039379660319371,0.05238157308099539,0.5583459173308974,0.7627760434152949,0.37707175653516184,0.10389013800867945,0.5583459173308974,0.7627760434152949,0.2039379658136172,0.05238157306517559,0.0,0.0,-1.8693245840140093e-10,-7.115814604219395e-11,0.0,0.0,-2.1831991214860124e-10,-1.5819802412497806e-11,0.0,0.0,-0.17313379072154464,-0.051508564943503865
standardized,NR-AR,HA1E,19,0.4244060622832372,0.7165419431162743,0.38195137810885094,0.10600771200607487,0.4244060622832372,0.7165419431162743,0.20983182815322549,0.05400217468606516,0.4244060622832372,0.7165419431162743,0.381951377798785,0.10600771189406144,0.44258082147275185,0.6993005638059294,0.21039722075099038,0.05395414218574877,0.0,0.0,-3.1006592848825677e-10,-1.1201340410771366e-10,0.0181747591895147,-0.017241379310344862,0.0005653925977648966,-4.8032500316405605e-05,0.0181747591895147,-0.017241379310344862,-0.17155415704779467,-0.05205356970831269
standardized,NR-AR,HEPG2,0,0.5380702267755009,0.8041386474755157,0.3723044104860657,0.10171097477688029,0.5380702267755009,0.8041386474755157,0.18508036948251022,0.049056341636695124,0.5380702267755009,0.8041386474755157,0.37230441071772524,0.10171097487523029,0.5380702267755009,0.8041386474755157,0.1850803696022946,0.04905634164316183,0.0,0.0,2.3165953599857404e-10,9.835000591706944e-11,0.0,0.0,1.1978437131077157e-10,6.466712582087197e-12,0.0,0.0,-0.18722404111543067,-0.05265463323206846
standardized,NR-AR,HEPG2,1,0.428542817036382,0.7535524246746943,0.3744239904985532,0.10269698971359054,0.428542817036382,0.7535524246746943,0.19143394882807227,0.05113250863053402,0.428542817036382,0.7535524246746943,0.3744239905135843,0.10269698971805527,0.428542817036382,0.7535524246746943,0.1914339488772158,0.05113250863312665,0.0,0.0,1.5031187405867285e-11,4.4647452401846975e-12,0.0,0.0,4.914350038021098e-11,2.592621950459062e-12,0.0,0.0,-0.18299004163636856,-0.051564481084928636
standardized,NR-AR,HEPG2,2,0.45872626855109877,0.7183030240383346,0.37876237184661454,0.10448275388306616,0.45872626855109877,0.7183030240383346,0.1863711436058826,0.04892497043865165,0.45872626855109877,0.7183030240383346,0.378762371901617,0.10448275390819577,0.45872626855109877,0.7183030240383346,0.18637114364200444,0.048924970440938555,0.0,0.0,5.500248034806532e-11,2.5129601177731332e-11,0.0,0.0,3.612184995560597e-11,2.2869026117255943e-12,0.0,0.0,-0.19239122825961252,-0.05555778346725722
standardized,NR-AR,HEPG2,3,0.6706921333236664,0.8606050331224626,0.3740758586931192,0.10255017858752771,0.6706921333236664,0.8606050331224626,0.18346236080514186,0.0477454488160031,0.6706921333236664,0.8606050331224626,0.3740758588254601,0.10255017864074756,0.6706921333236664,0.8606050331224626,0.18346236092817306,0.04774544881795527,0.0,0.0,1.323408715947494e-10,5.321983409523057e-11,0.0,0.0,1.2303119079071223e-10,1.9521669003541577e-12,0.0,0.0,-0.19061349789728702,-0.05480472982279229
standardized,NR-AR,HEPG2,4,0.5327604579095947,0.8009947572696611,0.3747527256056339,0.10286590103160029,0.5327604579095947,0.8009947572696611,0.1881476657096593,0.04978012201264694,0.5327604579095947,0.8009947572696611,0.37475272564270495,0.10286590105322062,0.5327604579095947,0.8009947572696611,0.18814766567672653,0.049780121988075784,0.0,0.0,3.707109064166048e-11,2.1620313872539044e-11,0.0,0.0,-3.293276207294582e-11,-2.4571152057450975e-11,0.0,0.0,-0.18660505996597843,-0.05308577906514482
standardized,NR-AR,HEPG2,5,0.5800409045034999,0.8180342936440874,0.3774772435623278,0.10396950625580093,0.5800409045034999,0.8180342936440874,0.18758745519992148,0.04904976980166784,0.5800409045034999,0.8180342936440874,0.37747724375451525,0.10396950634004114,0.5800409045034999,0.8180342936440874,0.18758745524309461,0.049049769793815846,0.0,0.0,1.9218738822601723e-10,8.424022313047174e-11,0.0,0.0,4.3173109531835506e-11,-7.85199891217836e-12,0.0,0.0,-0.18988978851142063,-0.054919736546225305
standardized,NR-AR,HEPG2,6,0.5317314611666769,0.8147521289289713,0.36964794680470975,0.10056218794649238,0.5317314611666769,0.8147521289289713,0.1772822295674407,0.045878430754086374,0.5317314611666769,0.8147521289289713,0.369647946964061,0.10056218801083576,0.5317314611666769,0.8147521289289713,0.17728222962906143,0.045878430757565467,0.0,0.0,1.5935125441401965e-10,6.434338617467005e-11,0.0,0.0,6.162077514915154e-11,3.479096871705778e-12,0.0,0.0,-0.19236571733499958,-0.05468375725327029
standardized,NR-AR,HEPG2,7,0.4422727045335445,0.8054194785218435,0.37310662775717507,0.10204022367681045,0.4422727045335445,0.8054194785218435,0.1735957653292301,0.0445329531092878,0.4422727045335445,0.8054194785218435,0.37310662808395123,0.1020402238110032,0.4422727045335445,0.8054194785218435,0.1735957654794376,0.04453295312223065,0.0,0.0,3.267761838898764e-10,1.3419274302872707e-10,0.0,0.0,1.502075269721459e-10,1.2942853733211024e-11,0.0,0.0,-0.19951086260451362,-0.05750727068877255
standardized,NR-AR,HEPG2,8,0.5841932244366512,0.8015214960003313,0.36968746922572826,0.10049111410585507,0.5841932244366512,0.8015214960003313,0.17939953680292076,0.046663900023298226,0.5841932244366512,0.8015214960003313,0.3696874692843299,0.10049111412854414,0.5841932244366512,0.8015214960003313,0.17939953686632332,0.04666390003039485,0.0,0.0,5.860163465598589e-11,2.268908672053982e-11,0.0,0.0,6.340253322356659e-11,7.096621207347553e-12,0.0,0.0,-0.1902879324180066,-0.0538272140981493
standardized,NR-AR,HEPG2,9,0.5430321267750775,0.8028419662986014,0.37543296211193883,0.10318943293343592,0.5430321267750775,0.8028419662986014,0.1852702275989847,0.048650469936037166,0.5430321267750775,0.8028419662986014,0.37543296257999925,0.10318943311988056,0.5430321267750775,0.8028419662986014,0.18527022790315614,0.048650469989367874,0.0,0.0,4.68060468161724e-10,1.8644464028216844e-10,0.0,0.0,3.0417144913919004e-10,5.333071276258927e-11,0.0,0.0,-0.19016273467684314,-0.05453896313051267
standardized,NR-AR,HEPG2,10,0.4730231958665486,0.7980846055879223,0.3762444822180781,0.10345650030027212,0.4730231958665486,0.7980846055879223,0.18881937010450106,0.05045183548356004,0.4730231958665486,0.7980846055879223,0.3762444822603216,0.1034565003228338,0.4730231958665486,0.7980846055879223,0.18881937010505567,0.05045183547527386,0.0,0.0,4.224350869108662e-11,2.256168307734896e-11,0.0,0.0,5.546174630666201e-13,-8.286166891524616e-12,0.0,0.0,-0.18742511215526594,-0.053004664847559925
standardized,NR-AR,HEPG2,11,0.5296839697221603,0.8065471482855638,0.3738345564364273,0.10234056045989479,0.5296839697221603,0.8065471482855638,0.1876520122527802,0.04976083392967691,0.5296839697221603,0.8065471482855638,0.37383455637947777,0.10234056044041831,0.5296839697221603,0.8065471482855638,0.18765201233171144,0.04976083393096113,0.0,0.0,-5.694955618196218e-11,-1.9476492640890796e-11,0.0,0.0,7.893124487345914e-11,1.2842157892656303e-12,0.0,0.0,-0.18618254404776632,-0.05257972650945717
standardized,NR-AR,HEPG2,12,0.5289932066133136,0.7826446786135798,0.37252102701629414,0.10174384603825186,0.5289932066133136,0.7826446786135798,0.18248433142993464,0.04818526421267718,0.5289932066133136,0.7826446786135798,0.37252102708017387,0.10174384606406321,0.5289932066133136,0.7826446786135798,0.18248433142504034,0.04818526419696777,0.0,0.0,6.38797348351261e-11,2.581133640155997e-11,0.0,0.0,-4.894296079527294e-12,-1.570941710049567e-11,0.0,0.0,-0.19003669565513354,-0.05355858186709543
standardized,NR-AR,HEPG2,13,0.6144049474117945,0.813358808900033,0.3730430638084728,0.10201987377505502,0.6144049474117945,0.813358808900033,0.17927759059344797,0.04648120486749477,0.6144049474117945,0.813358808900033,0.3730430638500342,0.1020198737926328,0.6144049474117945,0.813358808900033,0.1792775906606699,0.046481204877293604,0.0,0.0,4.1561409869217416e-11,1.75777642441588e-11,0.0,0.0,6.722190026842157e-11,9.798829109231023e-12,0.0,0.0,-0.19376547318936432,-0.05553866891533919
standardized,NR-AR,HEPG2,14,0.5897136917889643,0.8203153642145928,0.3723668616587392,0.10179387990091944,0.5897136917889643,0.8203153642145928,0.17903180428425508,0.04699440664533825,0.5897136917889643,0.8203153642145928,0.3723668617718944,0.1017938799494209,0.5897136917889643,0.8203153642145928,0.1790318043316163,0.046994406640309204,0.0,0.0,1.1315515191512304e-10,4.8501455629512693e-11,0.0,0.0,4.736124548099241e-11,-5.029044541915439e-12,0.0,0.0,-0.19333505744027804,-0.05479947330911169
standardized,NR-AR,HEPG2,15,0.5614587174726658,0.7496914271150261,0.37409371668799124,0.10239208405529525,0.5614587174726658,0.7496914271150261,0.17918200139325077,0.046107257656882554,0.5614587174726658,0.7496914271150261,0.37409371678810954,0.10239208409501996,0.5614587174726658,0.7496914271150261,0.1791820014812949,0.04610725766230932,0.0,0.0,1.0011829143508067e-10,3.972471240842879e-11,0.0,0.0,8.804412754415125e-11,5.426763205473861e-12,0.0,0.0,-0.19491171530681464,-0.056284826432710634
standardized,NR-AR,HEPG2,16,0.4739401796011894,0.7775521230512547,0.37606970141248036,0.10344021180696042,0.4739401796011894,0.7775521230512547,0.1904932242080316,0.05066087983006029,0.4739401796011894,0.7775521230512547,0.3760697015570492,0.10344021186206302,0.4739401796011894,0.7775521230512547,0.1904932243481452,0.050660879857624554,0.0,0.0,1.4456886798797087e-10,5.510259470931089e-11,0.0,0.0,1.401135873990711e-10,2.7564260596246726e-11,0.0,0.0,-0.185576477208904,-0.052779332004438476
standardized,NR-AR,HEPG2,17,0.5575217705077138,0.7889760005749997,0.369181455900609,0.10030172699962063,0.5575217705077138,0.7889760005749997,0.17802550288856414,0.04646588414608646,0.5575217705077138,0.7889760005749997,0.36918145591708224,0.10030172700768474,0.5575217705077138,0.7889760005749997,0.17802550295107736,0.046465884141309276,0.0,0.0,1.6473211683631916e-11,8.064091061577017e-12,0.0,0.0,6.25132112741511e-11,-4.777189754889832e-12,0.0,0.0,-0.19115595296600488,-0.05383584286637546
standardized,NR-AR,HEPG2,18,0.5785746386520224,0.8316733207715117,0.37377011764220053,0.1024303755767942,0.5785746386520224,0.8316733207715117,0.17936930319165176,0.046993309263790375,0.5785746386520224,0.8316733207715117,0.3737701178893519,0.10243037567140964,0.5785746386520224,0.8316733207715117,0.17936930333549206,0.04699330927751437,0.0,0.0,2.4715134383512804e-10,9.461545713573827e-11,0.0,0.0,1.4384029523029084e-10,1.3723995551107037e-11,0.0,0.0,-0.19440081455385982,-0.0554370663938953
standardized,NR-AR,HEPG2,19,0.5201738219291867,0.8048690242931263,0.3743379978467215,0.10270517656186559,0.5201738219291867,0.8048690242931263,0.18338167779209247,0.047732303820185305,0.5201738219291867,0.8048690242931263,0.37433799787546274,0.10270517657233466,0.5201738219291867,0.8048690242931263,0.18338167786671913,0.04773230382922265,0.0,0.0,2.8741276025812112e-11,1.0469083933095646e-11,0.0,0.0,7.462664375346151e-11,9.037348647211729e-12,0.0,0.0,-0.19095632000874363,-0.05497287274311202
standardized,NR-AR,HT29,0,0.5061005974221024,0.7328319602928571,0.3845076561520072,0.10712327827090425,0.5061005974221024,0.7328319602928571,0.22283675754276047,0.05828236981865352,0.5061005974221024,0.7328319602928571,0.3845076558776036,0.10712327815243705,0.5061005974221024,0.7328319602928571,0.22283675746183537,0.058282369851062235,0.0,0.0,-2.744035887403129e-10,-1.1846719716324116e-10,0.0,0.0,-8.092509995449859e-11,3.240871321308347e-11,0.0,0.0,-0.16167089841576823,-0.048840908301374816
standardized,NR-AR,HT29,1,0.4159353204217259,0.6652125158739383,0.3845557503703386,0.10693607673584977,0.4159353204217259,0.6652125158739383,0.20983491135273552,0.053778854718482295,0.4159353204217259,0.6652125158739383,0.3845557503739623,0.1069360767357412,0.4159353204217259,0.6652125158739383,0.2098349113480356,0.05377885474867265,0.0,0.0,3.623679134534541e-12,-1.0858258736590187e-13,0.0,0.0,-4.699945987951537e-12,3.019036270979214e-11,0.0,0.0,-0.17472083902592667,-0.05315722198706855
standardized,NR-AR,HT29,2,0.4519159123745148,0.6786959100513155,0.3902860380705974,0.10967249024666541,0.4519159123745148,0.6786959100513155,0.2112099834407354,0.054423010840668605,0.4519159123745148,0.6786959100513155,0.3902860380369847,0.10967249022557427,0.4519159123745148,0.6786959100513155,0.211209983523519,0.054423010878006516,0.0,0.0,-3.361272371549262e-11,-2.1091145496754393e-11,0.0,0.0,8.278360219549086e-11,3.733791470450498e-11,0.0,0.0,-0.17907605451346573,-0.055249479347567756
standardized,NR-AR,HT29,3,0.4745528360412715,0.7320950155999257,0.38095575599376197,0.10547967261588576,0.4745528360412715,0.7320950155999257,0.20862833825118718,0.053703824899155414,0.4745528360412715,0.7320950155999257,0.380955755798245,0.10547967255002835,0.4745528360412715,0.7320950155999257,0.20862833819556453,0.0537038249299428,0.0,0.0,-1.9551699148578905e-10,-6.585742784448456e-11,0.0,0.0,-5.562265648073605e-11,3.078738236572676e-11,0.0,0.0,-0.1723274176026805,-0.05177584762008554
standardized,NR-AR,HT29,4,0.44625490331393525,0.7087805933317951,0.38293137966392166,0.1064154477206977,0.44625490331393525,0.7087805933317951,0.20827216900774065,0.05330353138068646,0.44625490331393525,0.7087805933317951,0.3829313795014495,0.10641544764860691,0.44625490331393525,0.7087805933317951,0.20827216896152617,0.05330353139473061,0.0,0.0,-1.6247210243847122e-10,-7.209080277181812e-11,0.0,0.0,-4.621450444552977e-11,1.4044151952496976e-11,0.0,0.0,-0.1746592105399234,-0.053111916253876304
standardized,NR-AR,HT29,5,0.3811983942597372,0.6965834399466672,0.3850868411618558,0.10734340958285035,0.3811983942597372,0.6965834399466672,0.20657802775835266,0.05309201939222467,0.3811983942597372,0.6965834399466672,0.3850868411424608,0.10734340957457889,0.3811983942597372,0.6965834399466672,0.20657802779609286,0.053092019443110074,0.0,0.0,-1.939501892422868e-11,-8.27145296700138e-12,0.0,0.0,3.774018875191132e-11,5.088540144804199e-11,0.0,0.0,-0.17850881334636792,-0.054251390131468825
standardized,NR-AR,HT29,6,0.5295653384076873,0.7403515209338242,0.38049892150675935,0.10525851678799499,0.5295653384076873,0.7403515209338242,0.20345874895468352,0.05194242386841423,0.5295653384076873,0.7403515209338242,0.38049892134207364,0.10525851672220352,0.5295653384076873,0.7403515209338242,0.20345874889042811,0.05194242387130271,0.0,0.0,-1.6468570951388983e-10,-6.579145284124621e-11,0.0,0.0,-6.425540655108364e-11,2.8884825087338584e-12,0.0,0.0,-0.1770401724516455,-0.05331609285090082
standardized,NR-AR,HT29,7,0.4728053098052496,0.7076104943749755,0.39009039226380215,0.10960305314069711,0.4728053098052496,0.7076104943749755,0.21643947486591916,0.05582623053913632,0.4728053098052496,0.7076104943749755,0.39009039195400774,0.10960305300803945,0.4728053098052496,0.7076104943749755,0.2164394746776992,0.05582623054365121,0.0,0.0,-3.0979443454981494e-10,-1.3265766540815348e-10,0.0,0.0,-1.8821996738971336e-10,4.514878748640427e-12,0.0,0.0,-0.17365091727630852,-0.05377682246438824
standardized,NR-AR,HT29,8,0.45285517069115827,0.711587049745426,0.386533309392954,0.10800303724992286,0.45285517069115827,0.711587049745426,0.21223859031417205,0.05473876803525575,0.45285517069115827,0.711587049745426,0.3865333094604378,0.10800303727526153,0.45285517069115827,0.711587049745426,0.2122385904409138,0.05473876806906871,0.0,0.0,6.748377412435503e-11,2.5338647846595563e-11,0.0,0.0,1.2674174487692368e-10,3.3812964927992793e-11,0.0,0.0,-0.17429471901952395,-0.0532642692061928
standardized,NR-AR,HT29,9,0.46246465182445134,0.6846683333828654,0.38870706655733667,0.10901496337036432,0.46246465182445134,0.6846683333828654,0.2160337718382062,0.05505731492086126,0.46246465182445134,0.6846683333828654,0.3887070666807119,0.10901496341090758,0.46246465182445134,0.6846683333828654,0.21603377186680867,0.055057314927980675,0.0,0.0,1.2337526555938895e-10,4.054325486446686e-11,0.0,0.0,2.8602475943273477e-11,7.1194258821627445e-12,0.0,0.0,-0.17267329481390328,-0.05395764848292689
standardized,NR-AR,HT29,10,0.46356323221150636,0.7339072157969004,0.38238265499548707,0.10614009358766605,0.46356323221150636,0.7339072157969004,0.21064695761530444,0.054754884067531394,0.46356323221150636,0.7339072157969004,0.38238265482325673,0.10614009352327505,0.46356323221150636,0.7339072157969004,0.21064695743052173,0.05475488406524358,0.0,0.0,-1.722303744067233e-10,-6.439098976240842e-11,0.0,0.0,-1.8478268914989826e-10,-2.287811606827006e-12,0.0,0.0,-0.171735697392735,-0.051385209458031475
standardized,NR-AR,HT29,11,0.4231307330959975,0.6947225047756633,0.3792167381030248,0.10471618877302391,0.4231307330959975,0.6947225047756633,0.20188870411338916,0.05119248939154184,0.4231307330959975,0.6947225047756633,0.37921673775329523,0.10471618863480567,0.4231307330959975,0.6947225047756633,0.20188870392920624,0.05119248940285731,0.0,0.0,-3.497296119370219e-10,-1.38218259060352e-10,0.0,0.0,-1.8418290226307478e-10,1.1315480497042785e-11,0.0,0.0,-0.17732803382408896,-0.05352369923194835
