ik,ceviche_score
AADCDMQTJNYOSS,3.911240841091359
AAKJLRGGTJKAMG,-0.42529655617615
AAOVKJBEBIDNHE,-0.10218097651849471
ACWBQPMHZXGDFX,2.298968526983645
ADEBPBSSDYVVLD,-2.065730048155883
AELCINSCMGFISI,5.518886413680202
AFJYYKSVHJGXSN,-15.042623470913355
AFNXATANNDIXLG,1.20397554939856
AFSOIHMEOKEZJF,1.7546287858937708
AGMMTXLNIQSRCG,6.73351770151112
AGOYDEPGAOXOCK,-9.044264457995553
AHLBNYSZXLDEJQ,-4.535540963637948
AHOUBRCZNHFOSL,-4.936527131474513
AJLFOPYRIVGYMJ,-4.574549843911383
AKJHMTWEGVYYSE,-4.650806047783674
AKNNEGZIBPJZJG,0.1490167474151144
ANGKOCUUWGHLCE,1.5166166066937288
ANMLJLFWUCQGKZ,-0.8317812602469676
APGDTXUMTIZLCJ,-4.010296817623011
AQCHWTWZEMGIFD,6.0051323269681
AQHHHDLHHXJYJD,3.5553279594900915
AQIXAKUUQRKLND,-0.871640474695484
AQNDDEOPVVGCPG,-3.029717711950927
ARFHIAQFJWUCFH,-3.399016867184391
ARSRBNBHOADGJU,-4.342482591477149
ASUTZQLVASHGKV,-3.758538424752691
ATCGGEJZONJOCL,-2.3440292690183475
AUNGANRZJHBGPY,-1.1784910001527935
AUVVAXYIELKVAI,-17.778857989582537
AUYYCJSJGJYCDS,0.02604976856676224
AUZONCFQVSMFAP,-9.858508261865152
AVOLMBLBETYQHX,3.8628568608165113
AXKPFOAXAHJUAG,5.345108557329288
AXRCEOKUDYDWLF,-2.050006210514859
AZFBLLCNOQPJGJ,-6.309144964405378
AZSNMRSAGSSBNP,-3.3565064963286257
BAQCROVBDNBEEB,3.2423633871252258
BBFQZRXNYIEMAW,-3.244551009722222
BBMULGJBVDDDNI,-1.2201520609033671
BCEHBSKCWLPMDN,1.994291558974375
BCFGMOOMADDAQU,1.333115850804537
BCGWQEUPMDMJNV,-0.8065417791699094
BDNFQGRSKSQXRI,-0.6733117757324801
BDYYDXJSHYEDGB,-3.7474836255002733
