ik,ceviche_score
AADCDMQTJNYOSS,-1.141731240335049
AAKJLRGGTJKAMG,-2.676667038524795
AAOVKJBEBIDNHE,0.882608099410861
AAQOQKQBGPPFNS,-2.50161475492453
ABJKWBDEJIDSJZ,-0.8441675647038765
ACSIXWWBWUQEHA,0.9491459736164959
ACTRVOBWPAIOHC,0.46612019584486314
ACWBQPMHZXGDFX,-2.0507644464948176
ADEBPBSSDYVVLD,-1.4237521584600605
AELCINSCMGFISI,-1.4210538034832279
AEMFNILZOJDQLW,3.312837794134526
AEOCXXJPGCBFJA,3.3825749151469573
AEUTYOVWOVBAKS,1.4587738224629483
AFCGFAGUEYAMAO,2.429625664043743
AFJYYKSVHJGXSN,-5.882359134461346
AFNXATANNDIXLG,-3.2995492553039982
AFSOIHMEOKEZJF,-3.0609024689799145
AGHANLSBXUWXTB,3.6919053646930005
AGMMTXLNIQSRCG,-0.43908092611165694
AGOYDEPGAOXOCK,-0.5091485151171075
AHLBNYSZXLDEJQ,-1.9552929485712773
AHOUBRCZNHFOSL,-3.7500222862684423
AJLFOPYRIVGYMJ,-4.187622649493292
AKJHMTWEGVYYSE,-6.51910051437713
AKNNEGZIBPJZJG,-0.048819473811989
ALLWOAVDORUJLA,2.2476560656121793
ALWKGYPQUAPLQC,0.6698916726237765
AMDBBAQNWSUWGN,-2.1829283890498017
ANGKOCUUWGHLCE,1.2952218264551236
ANMLJLFWUCQGKZ,-0.7502328879709438
ANTSCNMPPGJYLG,0.3033314031348976
ANZXOIAKUNOVQU,1.5421741319787778
AOCCBINRVIKJHY,-19.417786508783475
AOXRBFRFYPMWLR,-0.6231946134132149
APGDTXUMTIZLCJ,-7.829858734714802
APKFDSVGJQXUKY,2.935346336590219
AQCHWTWZEMGIFD,-0.3770645196870406
AQHHHDLHHXJYJD,0.3178695725269874
AQIXAKUUQRKLND,-0.9174008102654674
AQNDDEOPVVGCPG,1.740572432456724
ARFHIAQFJWUCFH,0.3001665534528126
ASUTZQLVASHGKV,-0.5379428924500127
ASWVTGNCAZCNNR,0.1618382985657393
ATCGGEJZONJOCL,-0.4467590086649088
AUNGANRZJHBGPY,1.0169017507418296
AUVVAXYIELKVAI,-8.958246119192985
AUYYCJSJGJYCDS,-0.9673963284149938
AUZONCFQVSMFAP,-0.6949189378202019
AVKUERGKIZMTKX,2.8150291021611085
AVOLMBLBETYQHX,0.4003716600253742
AXKPFOAXAHJUAG,1.225260635498307
AXRCEOKUDYDWLF,-0.00565424532107691
AYIRNRDRBQJXIF,-3.838999120506756
AZFBLLCNOQPJGJ,-2.484462195248292
AZSNMRSAGSSBNP,-5.029352286492659
BAFKRPOFIYPKBQ,0.6974397819449372
BAMTVATUENLIOP,-4.2116385118651145
BAQCROVBDNBEEB,-0.4693885587644912
BAWFJGJZGIEFAR,-0.5511324526705184
BBFQZRXNYIEMAW,-0.39353586590050554
BBMULGJBVDDDNI,-0.97059488167275
BCEHBSKCWLPMDN,0.8960982839820426
BCFGMOOMADDAQU,-0.9471643507549914
BCGWQEUPMDMJNV,-0.8516983469036746
BDNFQGRSKSQXRI,1.319782372678407
BDYYDXJSHYEDGB,-3.762923312980588
