variant,task,cell,n_repeats,outer_folds_per_repeat,n_paired_outer_draws,n_unique_compounds,n_test_evaluations,mean_auprc_chem,sd_auprc_chem,mean_auprc_bio,sd_auprc_bio,mean_delta_auprc,sd_delta_auprc,nb_auprc_corrected_se,nb_auprc_ci_low,nb_auprc_ci_high,nb_auprc_t_stat,nb_auprc_df,nb_auprc_p_value,nb_auprc_inference_valid,nb_auprc_variance_degenerate,nb_auprc_correction_factor,nb_auprc_mean_test_train_ratio,mean_auroc_chem,sd_auroc_chem,mean_auroc_bio,sd_auroc_bio,mean_delta_auroc,sd_delta_auroc,nb_auroc_corrected_se,nb_auroc_ci_low,nb_auroc_ci_high,nb_auroc_t_stat,nb_auroc_df,nb_auroc_p_value,nb_auroc_inference_valid,nb_auroc_variance_degenerate,nb_auroc_correction_factor,nb_auroc_mean_test_train_ratio,mean_log_loss_chem,sd_log_loss_chem,mean_log_loss_bio,sd_log_loss_bio,mean_delta_log_loss,sd_delta_log_loss,nb_log_loss_corrected_se,nb_log_loss_ci_low,nb_log_loss_ci_high,nb_log_loss_t_stat,nb_log_loss_df,nb_log_loss_p_value,nb_log_loss_inference_valid,nb_log_loss_variance_degenerate,nb_log_loss_correction_factor,nb_log_loss_mean_test_train_ratio,nb_auprc_q_value,significant_positive_auprc_fdr,nb_auroc_q_value,significant_positive_auroc_fdr,nb_log_loss_q_value,significant_positive_log_loss_fdr,significant_improvement_log_loss_fdr
standardized,NR-PPAR-gamma,MCF7,20,5,100,1060,21200,0.2118280638207826,0.15037526302360754,0.2118280638207826,0.15037526302360754,0.0,0.0,0.0,,,,99,,False,True,0.27425243056363763,0.2642524305636376,0.722077575754894,0.12222656168959643,0.722077575754894,0.12222656168959643,0.0,0.0,0.0,,,,99,,False,True,0.27425243056363763,0.2642524305636376,0.13409744494834624,0.038458146203899916,0.13409744493398743,0.03845814619203356,-1.4358817329584994e-11,6.771832676250856e-11,3.54634890632862e-11,,,,99,,False,True,0.27425243056363763,0.2642524305636376,1.0,False,1.0,False,1.0,False,False
standardized,SR-ARE,HA1E,20,5,100,584,11680,0.4693430971876147,0.1061126812832883,0.4817966800635551,0.10771404270401712,0.012453582875940344,0.035449423105011195,0.018456141059636104,-0.024167405074025032,0.049074570825905724,0.6747663466430988,99,0.5013970111652466,True,False,0.2710587665173421,0.2610587665173421,0.7469650996535112,0.06013435752644527,0.7564597726147142,0.05998930840229633,0.009494672961202816,0.016922163568185506,0.008810237529775678,-0.007986749692196067,0.0269760956146017,1.077686376685529,99,0.28379269963504605,True,False,0.2710587665173421,0.2610587665173421,0.460060038621635,0.06541770715664565,0.4547633526443026,0.06434081791250103,-0.00529668597733248,0.010708484981032428,0.005575191132433146,-0.01635907473020722,0.005765702775542257,-0.9500456309954132,99,0.3444026142904858,True,False,0.2710587665173421,0.2610587665173421,1.0,False,0.8513780989051382,False,1.0,False,False
standardized,SR-ARE,HT29,20,5,100,416,8320,0.497614253776103,0.12179350873879374,0.4915058075958645,0.12491010136301887,-0.006108446180238507,0.040696880903447356,0.02112326934544515,-0.048021595286754495,0.03580470292627748,-0.28918090662682777,99,0.7730476468937117,True,False,0.2694015084725115,0.2594015084725115,0.7353437586481495,0.08717385674397224,0.7388717589397358,0.08471603416203649,0.003528000291586183,0.0195720391239101,0.010158652085273761,-0.016628969380493044,0.023684969963665408,0.3472901977517727,99,0.7291105249573278,True,False,0.2694015084725115,0.2594015084725115,0.4480773356079154,0.07287983069284296,0.44675351082870757,0.07260916488669196,-0.0013238247792079696,0.010278261681706284,0.0053348189120621,-0.011909262897750699,0.009261613339334758,-0.24814802545870548,99,0.8045338688740178,True,False,0.2694015084725115,0.2594015084725115,1.0,False,1.0,False,1.0,False,False
standardized,SR-ARE,MCF7,20,5,100,913,18260,0.44867253470931456,0.08388585900306882,0.46272974302163034,0.08078533931980124,0.01405720831231566,0.03314511897102352,0.01735158798992521,-0.02037210671288841,0.04848652333751973,0.8101395860988427,99,0.41980305136999185,True,False,0.2740559840285314,0.26405598402853137,0.758677589001232,0.047068633503780384,0.7745310714640705,0.045529456271302365,0.01585348246283836,0.01993930811043716,0.010438298907267309,-0.004858367173875992,0.03656533209955271,1.5187802728853563,99,0.1320049822591359,True,False,0.2740559840285314,0.26405598402853137,0.41407562261579633,0.04891426451667359,0.4062164919633209,0.048147830709160615,-0.007859130652475552,0.010483353377805952,0.005488072881062961,-0.018748657894195775,0.0030303965892446716,-1.43203831705554,99,0.15528262510420576,True,False,0.2740559840285314,0.26405598402853137,0.8396061027399838,False,0.3960149467774077,False,0.4658478753126173,False,False
standardized,SR-ATAD5,HA1E,20,5,100,778,15560,0.3114972504447716,0.1380890131739536,0.33659257500850154,0.14579429693550036,0.02509532456372993,0.0691797283241666,0.03576516590720111,-0.04587052390285892,0.09606117303031877,0.7016694576181773,99,0.4845315787435982,True,False,0.2672777358357825,0.2572777358357825,0.8380044089676368,0.08480442231340436,0.8469630778456994,0.08397950893419724,0.008958668878062378,0.023717842252791884,0.012261866065114313,-0.01537153362546651,0.03328887138159126,0.7306121947906677,99,0.4667415935843007,True,False,0.2672777358357825,0.2572777358357825,0.1883874019793932,0.04113855191434368,0.18422413434381152,0.04026181396815129,-0.004163267635581662,0.011173735991390994,0.00577669978209151,-0.01562549326698415,0.007298957995820827,-0.7207000177659069,99,0.47279246599487024,True,False,0.2672777358357825,0.2572777358357825,1.0,False,1.0,False,1.0,False,False
standardized,SR-ATAD5,HT29,20,5,100,544,10880,0.30758186609473886,0.16939663797141488,0.30758186609473886,0.16939663797141488,0.0,0.0,0.0,,,,99,,False,True,0.26653435703088924,0.2565343570308892,0.8288974124889466,0.08102021699101407,0.8288974124889466,0.08102021699101407,0.0,0.0,0.0,,,,99,,False,True,0.26653435703088924,0.2565343570308892,0.18912642064851665,0.050675521242727194,0.18912642053034387,0.05067552113811745,-1.1817281000969791e-10,4.5179031811706486e-10,2.332456318228743e-10,,,,99,,False,True,0.26653435703088924,0.2565343570308892,1.0,False,1.0,False,1.0,False,False
standardized,SR-ATAD5,MCF7,20,5,100,1180,23600,0.2573892294323929,0.10891635852317415,0.3186360003620733,0.16251753410414266,0.061246770929680415,0.1166094700602755,0.060632539759541,-0.05906134227422503,0.18155488413358586,1.0101303882795503,99,0.3148953208460525,True,False,0.27036089602497565,0.26036089602497564,0.8298129390897354,0.06385016633644873,0.8312407487568979,0.06833530680777121,0.001427809667162593,0.027900480648774525,0.014507200842030213,-0.027357624162534788,0.030213243496859978,0.09842075550687543,99,0.9217971953203467,True,False,0.27036089602497565,0.26036089602497564,0.17056521164178282,0.03951592981325496,0.16493123819534375,0.039869990145470026,-0.005633973446439006,0.010091227728875642,0.005247058975376235,-0.016045276810946314,0.0047773299180683005,-1.0737393028892013,99,0.2855497278704156,True,False,0.27036089602497565,0.26036089602497564,0.7557487700305259,False,1.0,False,0.6853193468889975,False,False
standardized,SR-HSE,HA1E,20,5,100,697,13940,0.2311267843943832,0.10161515186105277,0.23823639977565825,0.10163312242161769,0.007109615381275053,0.047602649055240795,0.024677276207653483,-0.04185545438701289,0.05607468514956299,0.28810373241557574,99,0.7738696297468033,True,False,0.2687399307975941,0.2587399307975941,0.7633998751989344,0.07758587808924979,0.7566720449292988,0.09153697705747255,-0.006727830269635755,0.04173517922427143,0.021635572089656212,-0.049657499165519745,0.036201838626248234,-0.3109615147570919,99,0.7564836758307534,True,False,0.2687399307975941,0.2587399307975941,0.22404274478496147,0.04987763783104785,0.22306403031636649,0.04983568787310612,-0.0009787144685950064,0.00461082651850328,0.002390258563355139,-0.005721506028493065,0.0037640770913030517,-0.4094596641549993,99,0.6830869257732191,True,False,0.2687399307975941,0.2587399307975941,1.0,False,1.0,False,1.0,False,False
standardized,SR-HSE,HT29,20,5,100,498,9960,0.2965715396163644,0.17047575775438817,0.2986524212889627,0.1700647034539858,0.0020808816725982416,0.02659649618498047,0.0137489368540775,-0.025199991898484795,0.029361755243681276,0.15134855114132828,99,0.8800087507516842,True,False,0.26723256582861277,0.25723256582861276,0.7593199577314461,0.1068653151723946,0.7572063176066591,0.10905935681555036,-0.002113640124786972,0.014374400406242526,0.007430780435366569,-0.016857920627580385,0.012630640378006442,-0.2844438943084857,99,0.7766643407595105,True,False,0.26723256582861277,0.25723256582861276,0.22866835613575912,0.06408221132651949,0.2286972605992113,0.06407495425540452,2.89044634522203e-05,0.00021340979861581865,0.00011032121768232237,-0.00018999676678412318,0.00024780569368856376,0.2620027593916949,99,0.7938636845343903,True,False,0.26723256582861277,0.25723256582861276,1.0,False,1.0,False,1.0,False,False
standardized,SR-HSE,MCF7,20,5,100,1065,21300,0.23863114358771909,0.10781733883741129,0.25375239932574356,0.1245282874019412,0.015121255738024468,0.07815261988089511,0.040821608414629014,-0.0658776716661319,0.09612018314218085,0.37042283058610564,99,0.7118588179589257,True,False,0.2728306402544665,0.2628306402544665,0.7636326129883898,0.07445744440527655,0.7741719808077648,0.08071122879921164,0.010539367819374914,0.03906435045454113,0.02040455738601464,-0.029947700833987033,0.051026436472736865,0.5165202861297367,99,0.6066429602153951,True,False,0.2728306402544665,0.2628306402544665,0.21781640070660416,0.045311084225632604,0.21447988925456105,0.04235529755518674,-0.0033365114520431433,0.009154626840013039,0.004781753863332991,-0.012824548525610597,0.006151525621524311,-0.6977589285027563,99,0.48696352662544184,True,False,0.2728306402544665,0.2628306402544665,1.0,False,1.0,False,0.834794617072186,False,False
standardized,SR-MMP,HA1E,20,5,100,613,12260,0.5706945670756347,0.11004928360290228,0.6813584544715873,0.08816237748730223,0.11066388739595245,0.07795037364145432,0.04068312464755695,0.029939741829929256,0.19138803296197565,2.720142279007517,99,0.0077084496581681814,True,False,0.2723906525669115,0.26239065256691146,0.8161158661123643,0.05038821677544627,0.8685134157876435,0.04014147901602443,0.05239754967527909,0.04391848679178638,0.022921522874293606,0.006916275433711691,0.09787882391684649,2.285954121051997,99,0.024388384344127,True,False,0.2723906525669115,0.26239065256691146,0.3757960486982905,0.042237330629988246,0.33043986604108944,0.039827727832701894,-0.04535618265720091,0.02435323661927652,0.012710211826702287,-0.07057600042100973,-0.02013636489339209,-3.56848361582096,99,0.000555509477883498,True,False,0.2723906525669115,0.26239065256691146,0.09250139589801817,False,0.292660612129524,False,0.006666113734601976,False,True
standardized,SR-MMP,HT29,20,5,100,430,8600,0.5466303727087007,0.13069861709518726,0.5533233391970299,0.13169557332484944,0.006692966488329188,0.02623100556826427,0.013619730561487846,-0.020331533766755866,0.03371746674341424,0.4914169526418322,99,0.6242193034490338,True,False,0.2695920944836814,0.25959209448368137,0.8523931864287008,0.04891364861834397,0.8564743868677804,0.04964808923746222,0.004081200439079661,0.01100113787817095,0.005712039265156581,-0.007252724698527227,0.015415125576686547,0.7144909636694847,99,0.4766049956210623,True,False,0.2695920944836814,0.25959209448368137,0.32454874778180814,0.06703990184524054,0.3223759009403139,0.06484184817619912,-0.002172846841494217,0.008715649126745691,0.004525361883890521,-0.011152146603221056,0.006806452920232622,-0.4801487477121252,99,0.6321808393053525,True,False,0.2695920944836814,0.25959209448368137,1.0,False,1.0,False,1.0,False,False
standardized,SR-MMP,MCF7,20,5,100,947,18940,0.5285651375011651,0.10319199999709716,0.6593604427123259,0.10489647155622771,0.13079530521116053,0.07544856309612114,0.039536571716100706,0.05234616940753478,0.2092444410147863,3.308210589182066,99,0.0013097926111077106,True,False,0.2745971782419285,0.26459717824192847,0.8352712250271026,0.04011451693704499,0.8872973097876979,0.036540598666806895,0.05202608476059542,0.02884308964162568,0.015114361829227221,0.022035911807806986,0.08201625771338386,3.442162186430563,99,0.0008468895019028747,True,False,0.2745971782419285,0.26459717824192847,0.3348279758657955,0.046356496344913366,0.2866675124215522,0.03934609984164154,-0.048160463444243254,0.027301993922741154,0.014306796530290652,-0.07654825164143157,-0.01977267524705494,-3.366264652067771,99,0.0010857871413259344,True,False,0.2745971782419285,0.26459717824192847,0.007858755666646264,True,0.005081337011417248,True,0.0065147228479556065,False,True
standardized,SR-p53,HA1E,20,5,100,757,15140,0.35041030527618533,0.10596892681601192,0.3808859758370589,0.11503762374727058,0.030475670560873618,0.056248301795487905,0.029149783456826478,-0.027363823906968846,0.08831516502871609,1.0454853157317927,99,0.29834472878048435,True,False,0.26856649762754015,0.25856649762754014,0.7723950610087685,0.057135768928296055,0.7959282362063229,0.05832880021580113,0.023533175197554157,0.03194711905385421,0.016556083877433753,-0.009317687082649496,0.05638403747775781,1.421421597750559,99,0.15833672526109896,True,False,0.26856649762754015,0.25856649762754014,0.2989784454641038,0.053526188639891885,0.2897868041661141,0.05126474253222826,-0.0091916412979897,0.013551333495733736,0.007022762009564618,-0.023126324723779,0.004743042127799598,-1.30883565262089,99,0.19362009974498795,True,False,0.26856649762754015,0.25856649762754014,1.0,False,0.6333469010443958,False,0.7744803989799518,False,False
standardized,SR-p53,HT29,20,5,100,533,10660,0.37367257535040665,0.12356942593503134,0.39948058773516615,0.12326301277562002,0.02580801238475941,0.05378486748693984,0.02778194038087495,-0.029317384664776257,0.08093340943429508,0.9289492393600272,99,0.3551748662293308,True,False,0.2668117455175252,0.25681174551752517,0.7729312482525676,0.06303820835272357,0.7952932745232393,0.06001594880683375,0.02236202627067162,0.03790963967574498,0.01958177826853882,-0.01649247011044745,0.061216522651790686,1.1419813851431309,99,0.2562162925278685,True,False,0.2668117455175252,0.25681174551752517,0.3070275172213844,0.0516192068194961,0.30206808495414345,0.05213070712258087,-0.004959432267240964,0.008598864073942492,0.004441642049290655,-0.013772613713977245,0.003853749179495317,-1.1165763049350188,99,0.26687820181460875,True,False,0.2668117455175252,0.25681174551752517,1.0,False,1.0,False,1.0,False,False
standardized,SR-p53,MCF7,20,5,100,1142,22840,0.2935296250498518,0.09500257562641751,0.5084174015722295,0.12380382139696745,0.21488777652237767,0.10985142074967119,0.0572347176696025,0.10132167950753886,0.3284538735372165,3.7545005072420423,99,0.00029322450419035214,True,False,0.27146118047185497,0.26146118047185496,0.7586516368497249,0.057306719481068955,0.8489412500764003,0.06210135159652436,0.09028961322667546,0.04273048724528404,0.02226341140313111,0.04611417492217101,0.1344650515311799,4.055515643661743,99,9.982626865633877e-05,True,False,0.27146118047185497,0.26146118047185496,0.2716520847135385,0.05204503329690115,0.231063878951412,0.046128475838951175,-0.040588205762126454,0.02182801720979765,0.01137281970286882,-0.06315434740301071,-0.0180220641212422,-3.56887797595947,99,0.000554769973616672,True,False,0.27146118047185497,0.26146118047185496,0.0035186940502842257,True,0.0011979152238760652,True,0.0065147228479556065,False,True
