variant,task,cell,gene,mean_beta,sd_beta,n_outer_fits
standardized,NR-Aromatase,HA1E,NNT,0.00012276118884131329,0.0006151806822091255,100
standardized,NR-Aromatase,HA1E,MAPKAPK3,-0.0004343253571429784,0.0006135069249307036,100
standardized,NR-Aromatase,HA1E,INPP1,0.0015488083514907747,0.0011882888512112317,100
standardized,NR-Aromatase,HA1E,SACM1L,-0.0006642481240971029,0.0009749794057449985,100
standardized,NR-Aromatase,HA1E,PRKACA,-0.0014105009553346955,0.002001611918465438,100
standardized,NR-Aromatase,HA1E,INTS3,0.0005171173245343705,0.0008648765430355143,100
standardized,NR-Aromatase,HA1E,STAMBP,-0.00047156141118784864,0.0016985337263299373,100
standardized,NR-Aromatase,HA1E,GAA,0.0022053754358471235,0.0025498637354504374,100
standardized,NR-Aromatase,HA1E,TARBP1,-0.001510035761694424,0.001324855022872777,100
standardized,NR-Aromatase,HA1E,SLC25A4,-0.0009436961017278999,0.001414106870739915,100
standardized,NR-Aromatase,HA1E,SLC37A4,0.0016047459360811992,0.002754031029666389,100
standardized,NR-Aromatase,HA1E,PCK2,0.0018583596556195992,0.002035928691786207,100
standardized,NR-Aromatase,HA1E,HPRT1,-0.000662483226040683,0.0007195443180406838,100
standardized,NR-Aromatase,HA1E,FAH,-0.0004102671984973995,0.001414634936466591,100
standardized,NR-Aromatase,HA1E,POP4,-0.0027764461895294175,0.0025087842848691465,100
standardized,NR-Aromatase,HA1E,CDC20,-0.0021664239691344144,0.0032935154955331075,100
standardized,NR-Aromatase,HA1E,CYTH1,-3.951680084767217e-05,0.0007824564888577518,100
standardized,NR-Aromatase,HA1E,DDIT4,0.0005886696642605098,0.0009002591753485637,100
standardized,NR-Aromatase,HA1E,MAP7,0.0007500460131277292,0.0010243752063464494,100
standardized,NR-Aromatase,HA1E,NIT1,0.001036078506588836,0.001298526918839207,100
standardized,NR-Aromatase,HA1E,NUP88,-0.0003150593187928754,0.0005271526337351498,100
standardized,NR-Aromatase,HA1E,WFS1,0.0006396245320897874,0.002402457701153633,100
standardized,NR-Aromatase,HA1E,ADGRE5,-0.0004105664622134888,0.0009365857077245539,100
standardized,NR-Aromatase,HA1E,MSH6,0.0006484777159112748,0.0009251768453310356,100
standardized,NR-Aromatase,HA1E,FAM20B,-0.0009219920613741952,0.001054133354408539,100
standardized,NR-Aromatase,HA1E,PIN1,-0.0003962125619045476,0.0010986381586009447,100
standardized,NR-Aromatase,HA1E,ETFB,0.0020901671050285718,0.0021335264404877523,100
standardized,NR-Aromatase,HA1E,FPGS,7.698067607267572e-05,0.0011085492310058682,100
standardized,NR-Aromatase,HA1E,FHL2,-0.00046343219496592974,0.0009141718149854829,100
standardized,NR-Aromatase,HA1E,CRYZ,-0.0015902033874736557,0.0014868670368825428,100
standardized,NR-Aromatase,HA1E,UBE2C,-0.0008148128194790057,0.0014151087325586338,100
standardized,NR-Aromatase,HA1E,RFX5,-0.0025117727468389624,0.0028684507741971467,100
standardized,NR-Aromatase,HA1E,ARNT2,-0.0004154963251417355,0.0010509463482727508,100
standardized,NR-Aromatase,HA1E,PYGL,-0.0014641497426322145,0.0011293992811774308,100
standardized,NR-Aromatase,HA1E,POLD4,0.0010885220830531834,0.001227369711987432,100
standardized,NR-Aromatase,HA1E,LYPLA1,-0.0008036000490274988,0.0009588460957553033,100
standardized,NR-Aromatase,HA1E,ECD,0.0004484469642390269,0.0006565027150669782,100
standardized,NR-Aromatase,HA1E,PTPRK,0.00026546272823014096,0.0004919270611578492,100
standardized,NR-Aromatase,HA1E,TIMELESS,0.0003703717265902887,0.000591584913752294,100
standardized,NR-Aromatase,HA1E,STK10,-0.00020732035961633548,0.000667687756917262,100
standardized,NR-Aromatase,HA1E,TP53BP1,0.002501392925929865,0.00243631483050178,100
standardized,NR-Aromatase,HA1E,TCTA,0.0004525867684773761,0.0008671435076187387,100
standardized,NR-Aromatase,HA1E,PDHX,-0.001382180749243301,0.0018434511141746943,100
standardized,NR-Aromatase,HA1E,KLHL21,-0.002242885868464522,0.003131826637945504,100
standardized,NR-Aromatase,HA1E,COG2,-0.0007886169036735329,0.001031856917278411,100
standardized,NR-Aromatase,HA1E,DNM1L,-0.0013955927131031722,0.0012857449029930353,100
standardized,NR-Aromatase,HA1E,PTK2B,0.001141713416443379,0.0010571744483817234,100
standardized,NR-Aromatase,HA1E,PAN2,0.0005351940766459999,0.0008553021057480886,100
standardized,NR-Aromatase,HA1E,CCDC86,-0.001215001998263987,0.0013130382657028981,100
standardized,NR-Aromatase,HA1E,TP53BP2,0.00012620583491773947,0.0009615165390840507,100
standardized,NR-Aromatase,HA1E,SLC11A2,7.466479695834902e-05,0.0008012989901885428,100
standardized,NR-Aromatase,HA1E,SPTLC2,-0.00040784853246818943,0.0005834081443000399,100
standardized,NR-Aromatase,HA1E,KIF5C,-0.0010372090861776794,0.0016910639993765726,100
standardized,NR-Aromatase,HA1E,RB1,0.0001778749619420519,0.0010195536635398317,100
standardized,NR-Aromatase,HA1E,TBP,0.0010115209051200463,0.000980639706065177,100
standardized,NR-Aromatase,HA1E,HAT1,-0.00019611267481023408,0.0005325624720984399,100
standardized,NR-Aromatase,HA1E,PAK4,-3.760649631859133e-05,0.0010365562260723372,100
standardized,NR-Aromatase,HA1E,TIMP2,0.0012274748562786854,0.002037362524957347,100
standardized,NR-Aromatase,HA1E,RRP8,0.0005275625774679473,0.0005677168470273048,100
standardized,NR-Aromatase,HA1E,S100A4,-0.0001597405383775872,0.0005724373126626995,100
standardized,NR-Aromatase,HA1E,B4GAT1,-0.00029670432829989184,0.0006371830645956102,100
standardized,NR-Aromatase,HA1E,ABCB6,0.0014902600261939242,0.001663553991460018,100
standardized,NR-Aromatase,HA1E,PMM2,-0.0003146808966664279,0.00036892002681930243,100
standardized,NR-Aromatase,HA1E,MTFR1,-0.0009893989940402647,0.0016981304307549748,100
standardized,NR-Aromatase,HA1E,RFC5,0.0019770858169235613,0.002503821654958531,100
standardized,NR-Aromatase,HA1E,CDK1,0.0001742913770429047,0.0008124045309684892,100
standardized,NR-Aromatase,HA1E,ST3GAL5,-0.0011357522878420435,0.0010817526538956374,100
standardized,NR-Aromatase,HA1E,MAPK9,-0.000605561360968428,0.001868661527641395,100
standardized,NR-Aromatase,HA1E,TLE1,-0.000545849924606709,0.0009107856707007997,100
standardized,NR-Aromatase,HA1E,PAFAH1B3,-0.00036223276592338996,0.0009481824911637813,100
standardized,NR-Aromatase,HA1E,IL4R,0.0014306014864289532,0.0017838060865146802,100
standardized,NR-Aromatase,HA1E,NPRL2,0.0002530457603305509,0.0005293648694739316,100
standardized,NR-Aromatase,HA1E,CDH3,-0.000674775695410051,0.0010021338375962314,100
standardized,NR-Aromatase,HA1E,DRAP1,-0.00018871392576622916,0.0009646548617751632,100
standardized,NR-Aromatase,HA1E,DFFA,0.0006087711086536936,0.0012700383705839793,100
standardized,NR-Aromatase,HA1E,EDEM1,0.0003732667491138076,0.0010250114733098986,100
standardized,NR-Aromatase,HA1E,HS2ST1,-0.0005999959134243788,0.0011417694555752352,100
standardized,NR-Aromatase,HA1E,KIAA0355,0.002797237590110661,0.003460427556949754,100
standardized,NR-Aromatase,HA1E,CNOT4,0.0014544018597290368,0.0015677368505286984,100
standardized,NR-Aromatase,HA1E,DMTF1,0.0012464836933608497,0.0010643094090565695,100
standardized,NR-Aromatase,HA1E,DCK,0.0006680717457476901,0.0013424236871707614,100
standardized,NR-Aromatase,HA1E,DYNLT3,-0.0003965550730791915,0.0008524412272005233,100
standardized,NR-Aromatase,HA1E,BAMBI,-0.001135220338933815,0.0012179383150375154,100
standardized,NR-Aromatase,HA1E,SLC35A1,0.001227473470770771,0.0012687963591820942,100
standardized,NR-Aromatase,HA1E,NCK2,-0.0005037219239385492,0.0005239705477720704,100
standardized,NR-Aromatase,HA1E,ITGB1BP1,-0.0008829401961730095,0.0007135653639668711,100
standardized,NR-Aromatase,HA1E,PPP2R5E,-0.000487954718810414,0.0010070034295534928,100
standardized,NR-Aromatase,HA1E,CEBPZ,0.0023627904076877126,0.0031913169257929068,100
standardized,NR-Aromatase,HA1E,TIMM17B,0.001543456038133374,0.002013091401455973,100
standardized,NR-Aromatase,HA1E,UGDH,-0.00015931372857023725,0.0017234607117153679,100
standardized,NR-Aromatase,HA1E,MTF2,0.0011642173352805082,0.0018160100783804517,100
standardized,NR-Aromatase,HA1E,EZH2,0.0009740597633540724,0.0009017913481320181,100
standardized,NR-Aromatase,HA1E,MYCBP,-0.0012371735927844438,0.0014341752152630042,100
standardized,NR-Aromatase,HA1E,DUSP14,-0.00022240902138975934,0.0007260125842679397,100
standardized,NR-Aromatase,HA1E,SOCS2,-0.00011765081106569609,0.00043613917564557945,100
standardized,NR-Aromatase,HA1E,RPS6KA1,0.001061766767572897,0.0016526281308628101,100
standardized,NR-Aromatase,HA1E,APOE,0.0008585926391392126,0.0014656762045085225,100
standardized,NR-Aromatase,HA1E,HES1,0.000759327597733793,0.0010708570454514756,100
standardized,NR-Aromatase,HA1E,PSMG1,-0.001152149447089464,0.0010680482184788052,100
standardized,NR-Aromatase,HA1E,SATB1,-0.0012743667817986517,0.0012473681781959504,100
standardized,NR-Aromatase,HA1E,DDB2,0.001751615611707332,0.0013011873968135086,100
standardized,NR-Aromatase,HA1E,CCNA2,-0.0022716913183662953,0.002103383636677547,100
standardized,NR-Aromatase,HA1E,EML3,0.0007211221509972669,0.0008952934701034407,100
standardized,NR-Aromatase,HA1E,PRAF2,0.0010056338638195655,0.0015659526522531718,100
standardized,NR-Aromatase,HA1E,SPR,-0.0013943224774126657,0.001169928858983454,100
standardized,NR-Aromatase,HA1E,EPN2,-0.00043282541885102934,0.0004697212874316898,100
standardized,NR-Aromatase,HA1E,MRPL19,0.0003065423407156768,0.00178196326213108,100
standardized,NR-Aromatase,HA1E,CEP57,0.0014130945330181304,0.0013533143945785725,100
standardized,NR-Aromatase,HA1E,TRAPPC3,-0.000942520620424143,0.0007520949876761713,100
standardized,NR-Aromatase,HA1E,ZNF318,-0.00034696757870647423,0.0013860715614451749,100
standardized,NR-Aromatase,HA1E,STX4,0.0005409871532758328,0.000793559151889894,100
standardized,NR-Aromatase,HA1E,IPO13,-4.0125645447696165e-05,0.0006509766133120527,100
standardized,NR-Aromatase,HA1E,PCBD1,-0.0014673785000556701,0.0013377506884106286,100
standardized,NR-Aromatase,HA1E,MNAT1,0.0003506472634413149,0.0012628993617110364,100
standardized,NR-Aromatase,HA1E,AGL,-0.00044476849209086665,0.000835807824220024,100
standardized,NR-Aromatase,HA1E,LOXL1,-0.0018256261995235853,0.0014706582503452186,100
standardized,NR-Aromatase,HA1E,NFIL3,0.0011647158620241435,0.0015572997141273272,100
standardized,NR-Aromatase,HA1E,CSNK2A2,0.0008890203443158726,0.0007656208529089624,100
standardized,NR-Aromatase,HA1E,RAB4A,-0.0002597516008366167,0.0004984225443807727,100
standardized,NR-Aromatase,HA1E,POLB,0.0009438802126024867,0.001444852120160863,100
standardized,NR-Aromatase,HA1E,IGF1R,7.317911323180554e-05,0.0010057828544798577,100
standardized,NR-Aromatase,HA1E,FGFR2,0.0003927262071518807,0.0008713170467604066,100
standardized,NR-Aromatase,HA1E,MBNL2,0.000491772120649627,0.0007800610665586106,100
standardized,NR-Aromatase,HA1E,TATDN2,-0.0015452403385774697,0.001862202270857563,100
standardized,NR-Aromatase,HA1E,TRIM13,0.0009401231234366777,0.001610370467733176,100
standardized,NR-Aromatase,HA1E,HMOX1,0.0014824030779021819,0.0018571618303406612,100
standardized,NR-Aromatase,HA1E,NUCB2,-0.0004753522780941477,0.0010413602970104367,100
standardized,NR-Aromatase,HA1E,BCL2,-5.9446642886630724e-05,0.00043769639025008025,100
standardized,NR-Aromatase,HA1E,RFC2,0.001984292581222798,0.002093153319016852,100
standardized,NR-Aromatase,HA1E,FZD7,-0.0012525181463188175,0.0010764666752203491,100
standardized,NR-Aromatase,HA1E,PHKG2,0.0006705985993894305,0.0018075360635741694,100
standardized,NR-Aromatase,HA1E,GADD45A,0.00027922039276156914,0.0005563487656281551,100
standardized,NR-Aromatase,HA1E,LAMA3,0.0008127809733555707,0.0009073330317429509,100
standardized,NR-Aromatase,HA1E,SKIV2L,0.000821653457781409,0.0007873666610524005,100
standardized,NR-Aromatase,HA1E,BUB1B,-0.0009888491907394138,0.0014940094500001486,100
standardized,NR-Aromatase,HA1E,SLC25A13,0.0006733894675208837,0.0011387837603703231,100
standardized,NR-Aromatase,HA1E,SSBP2,-0.0008376808684147827,0.0017041067858848463,100
standardized,NR-Aromatase,HA1E,AKAP8,-0.0007563216746463607,0.0009086251468789747,100
standardized,NR-Aromatase,HA1E,PDIA5,-0.0007696188440463524,0.0009135534689447998,100
standardized,NR-Aromatase,HA1E,RAB11FIP2,0.002333767047047617,0.0031229651191205287,100
standardized,NR-Aromatase,HA1E,RAB21,-0.00029091831334731146,0.0005971092230458556,100
standardized,NR-Aromatase,HA1E,LYRM1,-0.0006004686773083415,0.0011978838154647045,100
standardized,NR-Aromatase,HA1E,RAP1GAP,0.0002435866995358358,0.0007542104510010483,100
standardized,NR-Aromatase,HA1E,TCEA2,0.0013557017154998754,0.001297834848984952,100
standardized,NR-Aromatase,HA1E,NFKBIE,0.00019148304154735084,0.0004727172061813142,100
standardized,NR-Aromatase,HA1E,MRPL12,-0.0019398044692287247,0.0014919709740210904,100
standardized,NR-Aromatase,HA1E,ATF6,0.0006691146877228796,0.001326048596662927,100
standardized,NR-Aromatase,HA1E,CEBPD,0.0007981562177528253,0.0011605286767335705,100
standardized,NR-Aromatase,HA1E,GNB5,-1.0908248730429717e-05,0.0006817727810777778,100
standardized,NR-Aromatase,HA1E,DUSP4,0.0027042389842724906,0.003005950250738502,100
standardized,NR-Aromatase,HA1E,CEBPA,0.00039367628990487824,0.0009383661486442581,100
standardized,NR-Aromatase,HA1E,WASF3,-0.000730139203072509,0.0012321020657857264,100
standardized,NR-Aromatase,HA1E,PRKX,-0.0003744447301976112,0.0011186550205346706,100
standardized,NR-Aromatase,HA1E,SLC5A6,-0.001516233449428312,0.002004726431726885,100
standardized,NR-Aromatase,HA1E,MAP3K4,8.159974404191073e-06,0.001057833062161813,100
standardized,NR-Aromatase,HA1E,AURKA,-0.0025125194601598403,0.0026323216808459603,100
standardized,NR-Aromatase,HA1E,CCNH,0.00118676541861474,0.0015587945474350253,100
standardized,NR-Aromatase,HA1E,TESK1,-0.0009384302957348602,0.001800979950431714,100
standardized,NR-Aromatase,HA1E,CDC45,0.001900037799937632,0.002066771518387436,100
standardized,NR-Aromatase,HA1E,FOXO3,-0.0007815189168097723,0.0015930465157570105,100
standardized,NR-Aromatase,HA1E,ENOSF1,-0.0009595103084206082,0.0017483580477361403,100
standardized,NR-Aromatase,HA1E,IFNAR1,-0.0005961312341936478,0.0011479082303853686,100
standardized,NR-Aromatase,HA1E,CDK2,0.0008560550158299836,0.0011468887872413394,100
standardized,NR-Aromatase,HA1E,ELOVL6,0.00011515671984754887,0.0011423824160982756,100
standardized,NR-Aromatase,HA1E,PMAIP1,0.0019928174932779905,0.0015426211125394208,100
standardized,NR-Aromatase,HA1E,PIK3C3,0.0010975969245923783,0.0012360473729004767,100
standardized,NR-Aromatase,HA1E,CREB1,-0.0007758237415823016,0.0014012340958859616,100
standardized,NR-Aromatase,HA1E,PIK3CA,-0.00020292456070228289,0.0006603470564419109,100
standardized,NR-Aromatase,HA1E,GSTM2,0.0002908345068772587,0.0007519857902226972,100
standardized,NR-Aromatase,HA1E,FOSL1,-0.0009592771114117592,0.0016610358674518453,100
standardized,NR-Aromatase,HA1E,FZD1,-2.479650035183701e-06,0.0007972379043693507,100
standardized,NR-Aromatase,HA1E,PLA2G15,0.001698103104198369,0.002512867878642616,100
standardized,NR-Aromatase,HA1E,SNCA,0.00016743522703381694,0.0009375980942445417,100
standardized,NR-Aromatase,HA1E,MMP1,0.00011734527453044923,0.0004323557012443438,100
standardized,NR-Aromatase,HA1E,PIK3C2B,-0.0006655045027645238,0.0012683935026557313,100
standardized,NR-Aromatase,HA1E,CD44,0.0005365508577822437,0.0008154734597601073,100
standardized,NR-Aromatase,HA1E,DPH2,-0.0019963384843762304,0.0020889651905901664,100
standardized,NR-Aromatase,HA1E,PPIC,-0.0006057174167153484,0.0008056812229045878,100
standardized,NR-Aromatase,HA1E,BRCA1,0.0010580625643573157,0.0009768984285304283,100
standardized,NR-Aromatase,HA1E,ST6GALNAC2,0.0014158367996971789,0.0014107762913034775,100
standardized,NR-Aromatase,HA1E,IKBKE,-0.0005319702395752138,0.0009559885985226721,100
standardized,NR-Aromatase,HA1E,FGFR4,-0.0011413519821165078,0.0018394258836274759,100
standardized,NR-Aromatase,HA1E,SLC25A14,0.0006698020685958553,0.0008601909256971538,100
standardized,NR-Aromatase,HA1E,CGRRF1,-0.0001415687436940045,0.0005602660254924508,100
standardized,NR-Aromatase,HA1E,CCDC85B,0.001644030299627047,0.002415927150858708,100
standardized,NR-Aromatase,HA1E,ACD,0.0014841151093856236,0.001725813740772304,100
standardized,NR-Aromatase,HA1E,TFAP2A,0.0003786876269499577,0.0011484463030510211,100
standardized,NR-Aromatase,HA1E,SHB,-0.00037374890486988657,0.0008620468257882147,100
standardized,NR-Aromatase,HA1E,CCP110,0.0003671913369473747,0.0007657132057039837,100
standardized,NR-Aromatase,HA1E,KCNK1,-0.0010747140998731833,0.0018852557582079309,100
standardized,NR-Aromatase,HA1E,CDC25A,0.00036076130560330197,0.0005084884797930543,100
standardized,NR-Aromatase,HA1E,KIAA0753,0.000393128570462071,0.0008745675485749959,100
standardized,NR-Aromatase,HA1E,NCK1,-0.0004960062201390128,0.0006363614391355178,100
standardized,NR-Aromatase,HA1E,STX1A,0.0030783890268780783,0.003096706326692203,100
standardized,NR-Aromatase,HA1E,PTGS2,0.0003342788589986262,0.0008223840993319028,100
standardized,NR-Aromatase,HA1E,MAP2K5,0.0006815849830676759,0.0009667941248611895,100
standardized,NR-Aromatase,HA1E,C2CD2L,-5.6854664807305385e-05,0.0012879433626878719,100
standardized,NR-Aromatase,HA1E,USP6NL,-0.0008975075066815056,0.001681414720405477,100
standardized,NR-Aromatase,HA1E,FAS,-3.6941008507126784e-05,0.001052890020610196,100
standardized,NR-Aromatase,HA1E,PPOX,-0.0003023662862299586,0.000925761556142702,100
standardized,NR-Aromatase,HA1E,TMEM5,-0.0019328819146065502,0.0025373136691006536,100
standardized,NR-Aromatase,HA1E,CLPX,0.0005157186555905244,0.0008653810626118798,100
standardized,NR-Aromatase,HA1E,ZW10,0.0004287054692708983,0.0006634717687347611,100
standardized,NR-Aromatase,HA1E,MELK,-0.0006520792926993154,0.0011963208946267287,100
standardized,NR-Aromatase,HA1E,CCNF,-0.0008696197009480597,0.0011753918927575344,100
standardized,NR-Aromatase,HA1E,RAD9A,0.0021976087985627994,0.0026858836935099483,100
standardized,NR-Aromatase,HA1E,TCFL5,0.0011120023796644311,0.0019607298533753058,100
standardized,NR-Aromatase,HA1E,ZNF274,-0.0005201577465273895,0.0006587139110563051,100
standardized,NR-Aromatase,HA1E,ICAM3,-0.00013208292262974506,0.0007101133650142202,100
standardized,NR-Aromatase,HA1E,DDX10,0.00016506479572257898,0.0004592886090057145,100
standardized,NR-Aromatase,HA1E,TRAPPC6A,0.0022171742140913173,0.0025579415580809506,100
standardized,NR-Aromatase,HA1E,CDK5R1,0.0006295727942588955,0.0016320145421581383,100
standardized,NR-Aromatase,HA1E,ATF5,-0.0007381017637434286,0.0019876607584817354,100
standardized,NR-Aromatase,HA1E,STAT5B,-0.00039649222179433634,0.0009342685010955615,100
standardized,NR-Aromatase,HA1E,CCNE2,0.00021515640896554506,0.0010207390890700273,100
standardized,NR-Aromatase,HA1E,LSM6,0.0006373846279900716,0.001720889237431608,100
standardized,NR-Aromatase,HA1E,IKZF1,-0.0003951858253807925,0.0008523859259400523,100
standardized,NR-Aromatase,HA1E,CENPE,0.0006338656536107898,0.0012386220822998228,100
standardized,NR-Aromatase,HA1E,KIT,-0.0005031728508780538,0.0010687367590392855,100
standardized,NR-Aromatase,HA1E,ITGAE,-0.0003523761768151577,0.0004929665809215011,100
standardized,NR-Aromatase,HA1E,IL1B,0.0009181423345627878,0.0011913664187633833,100
standardized,NR-Aromatase,HA1E,ORC1,0.0010385550220226726,0.0011468429047678523,100
standardized,NR-Aromatase,HA1E,MAMLD1,-0.0004372998337445963,0.0006987228368886426,100
standardized,NR-Aromatase,HA1E,SGCB,0.0003714447230066409,0.000637360221485767,100
standardized,NR-Aromatase,HA1E,MOK,-0.0028302937595949345,0.003143754243181048,100
standardized,NR-Aromatase,HA1E,CD40,-0.00038947315487130257,0.0010193055757360772,100
standardized,NR-Aromatase,HA1E,PEX11A,-0.0015658626602814288,0.0021996392581761243,100
standardized,NR-Aromatase,HA1E,CLTB,-0.002198507685513277,0.0032904308108685373,100
standardized,NR-Aromatase,HA1E,CD58,-0.0014124215266830872,0.0011328733889208694,100
standardized,NR-Aromatase,HA1E,PLS1,7.922439680877769e-05,0.0005177234533061722,100
standardized,NR-Aromatase,HA1E,PCMT1,0.00020038354666355605,0.0008479547000264157,100
standardized,NR-Aromatase,HA1E,RELB,0.0015085040064429663,0.0020611699653044074,100
standardized,NR-Aromatase,HA1E,GNA15,-8.524366531958767e-05,0.001019264629578387,100
standardized,NR-Aromatase,HA1E,INPP4B,-0.001139128434063815,0.001182925917862705,100
standardized,NR-Aromatase,HA1E,CBR3,-0.001165745404636603,0.0011624742687244207,100
standardized,NR-Aromatase,HA1E,CHEK1,0.0013870228766629977,0.0015459833022060882,100
standardized,NR-Aromatase,HA1E,SMAD3,-0.0004709454109373946,0.0007156445779004931,100
standardized,NR-Aromatase,HA1E,DAG1,-0.0009270662356186234,0.0006968880910499161,100
standardized,NR-Aromatase,HA1E,PHKA1,9.484542305681133e-05,0.0005832253933932581,100
standardized,NR-Aromatase,HA1E,FOXO4,0.0015221962792792102,0.0013160250886075392,100
standardized,NR-Aromatase,HA1E,PIGB,-0.0005736810806295297,0.0006773998754316587,100
standardized,NR-Aromatase,HA1E,PDGFA,-0.001090942423754667,0.001481210647454646,100
standardized,NR-Aromatase,HA1E,CASP10,0.0005654668028271371,0.0008787006285309123,100
standardized,NR-Aromatase,HA1E,GHR,0.00011810505239778074,0.00034482805993025833,100
standardized,NR-Aromatase,HA1E,C5,0.0022727662165667167,0.0019226371592721662,100
standardized,NR-Aromatase,HA1E,BTK,0.0008021875462382215,0.0012934598582756039,100
standardized,NR-Aromatase,HA1E,RPP38,-0.0016501586385613174,0.0020334776567065456,100
standardized,NR-Aromatase,HA1E,SNX7,0.0002688587253903713,0.0007202351608908234,100
standardized,NR-Aromatase,HA1E,NOS3,-0.0007194694086012211,0.0011170095777324775,100
standardized,NR-Aromatase,HA1E,SCYL3,-0.00016124061648882255,0.0007873230086997535,100
standardized,NR-Aromatase,HA1E,ALAS1,0.002225310674998018,0.0023296052885615932,100
standardized,NR-Aromatase,HA1E,SYNGR3,-0.0007488910198373942,0.0008828924660703888,100
standardized,NR-Aromatase,HA1E,BPHL,0.0007106647716055524,0.00144254365634186,100
standardized,NR-Aromatase,HA1E,POLG2,5.204027188437181e-05,0.0005433585181803946,100
standardized,NR-Aromatase,HA1E,NOLC1,-0.001021914398953338,0.0012736595116523092,100
standardized,NR-Aromatase,HA1E,NFATC4,-0.00012329465895761826,0.0004663702318267339,100
standardized,NR-Aromatase,HA1E,CCNA1,0.0002350141500346865,0.0007592847086051083,100
standardized,NR-Aromatase,HA1E,POLE2,7.349176706727731e-05,0.0006043668214387008,100
standardized,NR-Aromatase,HA1E,DNAJA3,0.0005113972215272558,0.001251803637388815,100
standardized,NR-Aromatase,HA1E,FOXJ3,0.0013508255334387723,0.0012878575069124412,100
standardized,NR-Aromatase,HA1E,RNH1,-0.001247986900047312,0.0018688276027691323,100
standardized,NR-Aromatase,HA1E,RAD51C,1.4870299872411467e-05,0.0006890383422825744,100
standardized,NR-Aromatase,HA1E,EPHA3,-0.0026642568499924747,0.0032924198767970247,100
standardized,NR-Aromatase,HA1E,PRKCH,-0.0007637109559651145,0.0011451468150761356,100
standardized,NR-Aromatase,HA1E,FUT1,1.5152582580685243e-05,0.0006654356340574518,100
standardized,NR-Aromatase,HA1E,ADRB2,-0.0002366810863941227,0.0005498929279128823,100
standardized,NR-Aromatase,HA1E,GABPB1,-0.0002953000535664749,0.0005913894675186268,100
standardized,NR-Aromatase,HA1E,EGF,-0.0015806491259239767,0.0014583567105748228,100
standardized,NR-Aromatase,HA1E,KIF14,0.0011854795411248781,0.0011609358455863892,100
standardized,NR-Aromatase,HA1E,ETV1,0.001479434234594961,0.002005314869791248,100
standardized,NR-Aromatase,HA1E,CSNK1A1,0.0008192390729991348,0.000782352561213787,100
standardized,NR-Aromatase,HA1E,MAP4K4,-1.007789501904566e-05,0.0007583677132746294,100
standardized,NR-Aromatase,HA1E,GLRX,-0.0002682377454172935,0.0005968554142927585,100
standardized,NR-Aromatase,HA1E,PTPN6,0.0006573775927351507,0.0007915098982678307,100
standardized,NR-Aromatase,HA1E,CPSF4,-0.0007144365286131085,0.0012406386039210183,100
standardized,NR-Aromatase,HA1E,LPAR2,-0.00016448391684121145,0.0010497711400279332,100
standardized,NR-Aromatase,HA1E,DFFB,0.0010541291407498627,0.001917039697074845,100
standardized,NR-Aromatase,HA1E,SLC35A3,-0.0007086665332270685,0.0016308530596165752,100
standardized,NR-Aromatase,HA1E,HDAC6,0.0006876233765065291,0.0009037139465590812,100
standardized,NR-Aromatase,HA1E,GLI2,-0.00013781083171652788,0.000853455096746677,100
standardized,NR-Aromatase,HA1E,CDKN2A,-0.00018705578027716663,0.0009989858831860447,100
standardized,NR-Aromatase,HA1E,E2F2,-0.0005481625405535509,0.001132179144646267,100
standardized,NR-Aromatase,HA1E,CDK6,-0.0007560187337080573,0.000773803402738165,100
standardized,NR-Aromatase,HA1E,AKT1,-0.0012794870517486578,0.0011560702815917178,100
standardized,NR-Aromatase,HA1E,CASP7,0.0004105071366719211,0.0011353440684961082,100
standardized,NR-Aromatase,HA1E,TNIP1,-0.0011732817672169913,0.0015459593304178551,100
standardized,NR-Aromatase,HA1E,TERT,-6.339886403493418e-05,0.0007227244478454574,100
standardized,NR-Aromatase,HA1E,PTPRC,0.0004312368850850987,0.0013660265420810686,100
standardized,NR-Aromatase,HA1E,TGFBR2,-0.000919019711177874,0.0015344141674807656,100
standardized,NR-Aromatase,HA1E,NFATC3,0.0010457987859110662,0.0013580991996481652,100
standardized,NR-Aromatase,HA1E,RAC2,-0.0015292485015823314,0.0018358634586458464,100
standardized,NR-Aromatase,HA1E,POLR1C,-0.0010628383491480423,0.0018950289512647044,100
standardized,NR-Aromatase,HA1E,NFKB2,-0.00024795380138227426,0.0008954420907855986,100
standardized,NR-Aromatase,HA1E,SYK,-0.00017409167207753452,0.0005041175513805952,100
standardized,NR-Aromatase,HA1E,CASK,-0.0017048864416523847,0.001753810116934257,100
standardized,NR-Aromatase,HA1E,NCOA3,0.0011365045434501813,0.001062140638064987,100
standardized,NR-Aromatase,HA1E,PSMD9,0.002181852321536416,0.0028451179021059063,100
standardized,NR-Aromatase,HA1E,PROS1,0.0008010094169530928,0.0010763733872669952,100
standardized,NR-Aromatase,HA1E,CASC3,0.00023668125193945056,0.0006043171547951306,100
standardized,NR-Aromatase,HA1E,MUC1,-0.00040953730286780827,0.0005494528499670512,100
standardized,NR-Aromatase,HA1E,ST7,-0.0004414176360251295,0.0016181873277877343,100
standardized,NR-Aromatase,HA1E,NVL,0.0006407471673084281,0.000863341465618454,100
standardized,NR-Aromatase,HA1E,MEF2C,-0.0002966938843379529,0.0004657746649701093,100
