analysis,task,cell,ik,gene_set,es,nes,nominal_p,leading_edge_size,gene_set_size_measured,ranked_gene_count,leading_edge_genes,drug_name,context,mean_B,directionally_stable_positive,abs_nes,bh_q_within_task_pathway
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,TGF-beta Signaling,0.7989759787444546,1.6200699940445118,0.021157277593678307,2,7,978,SMAD3;ARID4B,mepyramine,MCF7 x 24 h,,False,1.6200699940445118,0.7055039313795568
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,IL-6/JAK/STAT3 Signaling,-0.5073037517091761,-1.073350562476648,0.3950149865909449,4,12,978,STAT1;HMOX1;IL4R;JUN,mepyramine,MCF7 x 24 h,,False,1.073350562476648,0.7812404580152671
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,DNA Repair,-0.5443919204879019,-1.3312769468372374,0.1107850330154072,8,23,978,RFC2;GTF2A2;RFC5;POLB;RPA3;PNP;RPA2;LIG1,mepyramine,MCF7 x 24 h,,False,1.3312769468372374,0.3584893960064492
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,G2-M Checkpoint,-0.502555648682656,-1.3918739762537466,0.05121220375919368,15,45,978,MNAT1;HSPA8;CCNF;NOLC1;CDC25A;MCM3;CDK1;UBE2C;ATF5;CCND1;HIF1A;CDC45;RPA2;STMN1;TFDP1,mepyramine,MCF7 x 24 h,,False,1.3918739762537466,0.2578900260730824
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Apoptosis,-0.365436202737723,-0.9898565761514647,0.4789198126205566,11,40,978,CDKN1A;CASP2;APP;HMOX1;TIMP2;IGF2R;BRCA1;CCND1;JUN;ERBB2;SQSTM1,mepyramine,MCF7 x 24 h,,False,0.9898565761514647,0.7866456110458895
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Notch Signaling,-0.6125546427613829,-1.145063207222736,0.31789819376026274,2,7,978,PPARD;CCND1,mepyramine,MCF7 x 24 h,,False,1.145063207222736,0.7348138577081482
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Adipogenesis,-0.3552361303653032,-0.8777798708634263,0.6517699115044248,4,25,978,DHRS7;MYLK;SCP2;HADH,mepyramine,MCF7 x 24 h,,False,0.8777798708634263,0.8337400286847021
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Estrogen Response Early,-0.43727308035196744,-1.1211985455933702,0.29929078014184396,4,29,978,FKBP4;TIPARP;CCND1;WFS1,mepyramine,MCF7 x 24 h,,False,1.1211985455933702,0.8092830882352942
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Estrogen Response Late,-0.5254364871937564,-1.3796268636602906,0.06923506420993858,4,34,978,FKBP4;CCND1;HOMER2;WFS1,mepyramine,MCF7 x 24 h,,False,1.3796268636602906,0.5376046650717704
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Androgen Response,-0.28737969455705537,-0.671851523101909,0.9033232628398792,7,19,978,CDK6;APPBP2;INSIG1;UBE2J1;AKT1;CCND1;HOMER2,mepyramine,MCF7 x 24 h,,False,0.671851523101909,0.9558595781734878
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Myogenesis,-0.34788294709052003,-0.8067719056741691,0.7372306765104716,5,18,978,CDKN1A;APP;MYLK;RB1;AGL,mepyramine,MCF7 x 24 h,,False,0.8067719056741691,0.9395284658442553
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Protein Secretion,-0.3098804336160644,-0.6704274576332822,0.8881599500156201,3,13,978,DNM1L;CLTC;IGF2R,mepyramine,MCF7 x 24 h,,False,0.6704274576332822,0.9979035639412999
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Interferon Alpha Response,0.3279835026923623,0.6831271596830308,0.8444614991046303,1,8,978,HERC6,mepyramine,MCF7 x 24 h,,False,0.6831271596830308,0.8843625565229128
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Interferon Gamma Response,-0.3261699115833316,-0.8534917528428453,0.696113074204947,11,33,978,CDKN1A;PTPN6;NCOA3;STAT1;MVP;NFKBIA;IL4R;PLA2G4A;PNP;HIF1A;CD40,mepyramine,MCF7 x 24 h,,False,0.8534917528428453,0.7912319558586388
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Apical Junction,-0.4259105409845882,-1.089449475435509,0.3409548461317227,3,29,978,LAMA3;CTNND1;HADH,mepyramine,MCF7 x 24 h,,False,1.089449475435509,0.9521203369680024
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Apical Surface,-0.4455884737238831,-0.7950445501486979,0.7511327403926833,2,6,978,APP;BRCA1,mepyramine,MCF7 x 24 h,,False,0.7950445501486979,0.856642003591109
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Hedgehog Signaling,-0.42690923133925474,-0.7367412334872009,0.8170563961485557,4,5,978,RASA1;TLE1;CDK6;CDK5R1,mepyramine,MCF7 x 24 h,,False,0.7367412334872009,0.9833880959357081
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Complement,-0.21820775318766866,-0.5609097054245652,0.9862934641465878,10,30,978,LAP3;LGMN;STX4;USP14;CDK5R1;XPNPEP1;TIMP2;CASP10;PRCP;PLA2G4A,mepyramine,MCF7 x 24 h,,False,0.5609097054245652,0.9982137540934803
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Unfolded Protein Response,-0.5828555104921274,-1.435321175824702,0.052984965698438184,11,24,978,EXOSC4;EDEM1;NOLC1;POP4;HERPUD1;EIF4EBP1;HYOU1;TATDN2;DDIT4;BAG3;WFS1,mepyramine,MCF7 x 24 h,,False,1.435321175824702,0.39429961195824453
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,PI3K/AKT/mTOR  Signaling,-0.5310917131438267,-1.3402744375247828,0.10179726815240835,11,26,978,CDKN1A;AKT1;VAV3;MAPK9;CLTC;PIN1;RALB;CDK1;NCK1;TRIB3;SQSTM1,mepyramine,MCF7 x 24 h,,False,1.3402744375247828,0.6073778195488722
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,mTORC1 Signaling,-0.28005634385546496,-0.782032995918937,0.8269152817186867,12,48,978,CDKN1A;INSIG1;NFIL3;EDEM1;CCNF;CDC25A;SLC37A4;TXNRD1;PNP;DDIT4;TRIB3;SQSTM1,mepyramine,MCF7 x 24 h,,False,0.782032995918937,0.9606300981703416
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,E2F Targets,-0.3870018831339698,-1.0964868724913468,0.3142971780125719,10,53,978,NOLC1;RPA3;CDC25A;BRCA1;MCM3;CDK1;RPA2;LIG1;RAD51C;STMN1,mepyramine,MCF7 x 24 h,,False,1.0964868724913468,0.48726400022228084
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Myc Targets V1,-0.572031576444063,-1.356812902075933,0.09427509293680297,7,20,978,RNPS1;PWP1;VDAC1;NOLC1;RPS5;CDC45;TFDP1,mepyramine,MCF7 x 24 h,,False,1.356812902075933,0.4297660605429062
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Myc Targets V2,0.36181886186568135,0.7791295805067389,0.742284357689264,1,9,978,MYC,mepyramine,MCF7 x 24 h,,False,0.7791295805067389,0.9920811209902918
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Epithelial Mesenchymal Transition,-0.30253024520088156,-0.7500849881219255,0.8359295385063328,5,25,978,MEST;MYLK;PLOD3;JUN;LAMA3,mepyramine,MCF7 x 24 h,,False,0.7500849881219255,0.9208286322608822
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Inflammatory Response,-0.4356182668612123,-0.9856467133028248,0.4954580446497306,4,16,978,NFKBIA;IL4R;HIF1A;CD40,mepyramine,MCF7 x 24 h,,False,0.9856467133028248,0.9178692879568165
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Xenobiotic Metabolism,-0.37384698031381736,-0.9485439107476551,0.5415883118761753,8,28,978,HMOX1;NPC1;ADH5;RAP1GAP;PPARD;DHRS7;PGRMC1;ALAS1,mepyramine,MCF7 x 24 h,,False,0.9485439107476551,0.7860454613879271
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Fatty Acid Metabolism,-0.46879556610922485,-1.1361965225788286,0.29334916864608074,4,22,978,HSD17B11;CRYZ;GSTZ1;HADH,mepyramine,MCF7 x 24 h,,False,1.1361965225788286,0.6844996316952542
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Oxidative Phosphorylation,-0.2110701779316685,-0.5096502954826182,0.9920777279521674,8,21,978,BAX;ATP6V1D;SUPV3L1;ECH1;OXA1L;PDHX;VDAC1;ALAS1,mepyramine,MCF7 x 24 h,,False,0.5096502954826182,0.9977901837636659
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Glycolysis,-0.4414920623707933,-1.2054602474967882,0.19015812431842966,8,42,978,FKBP4;SLC37A4;CDK1;AGL;DDIT4;EXT1;NOL3;STMN1,mepyramine,MCF7 x 24 h,,False,1.2054602474967882,0.6060283012881528
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Reactive Oxygen Species Pathway,0.3586758739431729,0.7274815343481937,0.795425667090216,1,7,978,GLRX,mepyramine,MCF7 x 24 h,,False,0.7274815343481937,0.8929984911925082
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,p53 Pathway,-0.5100564496411579,-1.365460635415033,0.07016823963890029,6,37,978,RB1;SESN1;DDIT4;JUN;TRIB3;RAD51C,mepyramine,MCF7 x 24 h,,False,1.365460635415033,0.36028859161280624
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,UV Response Up,0.2999806065734745,0.8811028629921048,0.654957321076822,6,29,978,RPN1;CXCL2;CASP3;EIF5;ACAA1;PARP2,mepyramine,MCF7 x 24 h,,False,0.8811028629921048,0.8925615693610482
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,UV Response Dn,0.5384548005930769,1.507296515927666,0.039755351681957186,6,23,978,SMAD3;MYC;FHL2;APBB2;CDKN1B;PPARG,mepyramine,MCF7 x 24 h,,False,1.507296515927666,0.467125382262997
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Angiogenesis,0.6449271877864089,1.305968544686038,0.17548257708698922,2,7,978,SPP1;PTK2,mepyramine,MCF7 x 24 h,,False,1.305968544686038,0.8542168271803104
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,heme Metabolism,0.20962460575572775,0.5761113318590427,0.9844768705371003,2,22,978,P4HA2;ABCB6,mepyramine,MCF7 x 24 h,,False,0.5761113318590427,0.9869253479544496
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Coagulation,-0.3546184159767183,-0.7482496898953769,0.8078623302810231,4,12,978,LGMN;HTRA1;MMP1;DUSP14,mepyramine,MCF7 x 24 h,,False,0.7482496898953769,0.9979265560435792
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,IL-2/STAT5 Signaling,0.3996253516572205,1.159901426834344,0.22255389718076285,4,27,978,SPP1;MYC;PRAF2;CASP3,mepyramine,MCF7 x 24 h,,False,1.159901426834344,0.957741155720731
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Bile Acid Metabolism,0.36958838506173325,0.7719731009675269,0.7479567624571579,2,8,978,PEX11A;ISOC1,mepyramine,MCF7 x 24 h,,False,0.7719731009675269,0.8175341357089866
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Pperoxisome,-0.49413138864910855,-1.1191514666149465,0.3247863247863248,5,16,978,MVP;IDE;SCP2;HSD17B11;FIS1,mepyramine,MCF7 x 24 h,,False,1.1191514666149465,0.5132045534730099
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Allograft Rejection,-0.44851368172721723,-1.105682826213495,0.3286928487690504,10,24,978,IKBKB;PTPRC;PTPN6;AKT1;STAT1;IL4R;BRCA1;HIF1A;NCK1;CD40,mepyramine,MCF7 x 24 h,,False,1.105682826213495,0.7022074496429713
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Spermatogenesis,0.40745665365072903,1.0184793949078388,0.42758022549869906,5,15,978,MAP7;PARP2;MAST2;CCNB2;AURKA,mepyramine,MCF7 x 24 h,,False,1.0184793949078388,0.9728827285342797
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,KRAS Signaling Up,0.772139039981279,2.0562784795800826,0.0002983293556085919,5,19,978,SPP1;ERO1A;MAP7;GLRX;DUSP6,mepyramine,MCF7 x 24 h,,False,2.0562784795800826,0.021032219570405727
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,KRAS Signaling Dn,0.8367289765429111,1.456287084751682,0.05927654609101517,1,4,978,C5,mepyramine,MCF7 x 24 h,,False,1.456287084751682,0.4289818181818182
paired_24h_20x5,SR-MMP,MCF7,YECBIJXISLIIDS,Pancreas Beta Cells,0.7911975435005113,1.0533438200260914,0.41933546837469976,1,1,978,STXBP1,mepyramine,MCF7 x 24 h,,False,1.0533438200260914,0.9612015533780829
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,TNF-alpha Signaling via NF-kB,-0.3066661257821109,-0.855974730591001,0.7132116004296455,11,38,978,JUN;NFKBIE;NFKBIA;CD44;EGR1;ZFP36;CCND1;SLC2A6;NFE2L2;BHLHE40;SQSTM1,zafirlukast,MCF7 x 24 h,,False,0.855974730591001,0.8104590675886683
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Hypoxia,-0.23979218457604448,-0.6760878803355557,0.9593772369362921,8,41,978,HMOX1;JMJD6;ZFP36;BHLHE40;GLRX;FOXO3;P4HA2;ERO1A,zafirlukast,MCF7 x 24 h,,False,0.6760878803355557,0.9593772369362922
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Cholesterol Homeostasis,0.42992906740327763,1.0287859310094334,0.42030794839783603,5,17,978,ACAT2;TRIB3;GSTM2;NFIL3;ATF5,zafirlukast,MCF7 x 24 h,,False,1.0287859310094334,0.7520406956110257
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Mitotic Spindle,-0.42234517314938547,-1.120503306823556,0.28947849954254345,7,30,978,AURKA;TOP2A;SMC3;ARHGEF2;SPTAN1;RASA1;CDK1,zafirlukast,MCF7 x 24 h,,False,1.120503306823556,0.9158335542009012
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Wnt-beta Catenin Signaling,-0.3831800420326985,-0.7768656894988017,0.7449795281731332,3,9,978,FZD1;PPARD;GNAI1,zafirlukast,MCF7 x 24 h,,False,0.7768656894988017,0.9406228982869802
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,TGF-beta Signaling,0.5900189406988583,1.1359848522698424,0.3338135418810455,3,7,978,ARID4B;ID2;RHOA,zafirlukast,MCF7 x 24 h,,False,1.1359848522698424,0.8301777880397136
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,IL-6/JAK/STAT3 Signaling,-0.34426785126047343,-0.7447448657528268,0.8026013771996939,6,12,978,TNFRSF21;STAT3;JUN;CD44;HMOX1;STAT1,zafirlukast,MCF7 x 24 h,,False,0.7447448657528268,0.9126354369770714
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,DNA Repair,-0.4534840807833959,-1.1315191739590167,0.28531179564237413,2,23,978,NUDT9;PCNA,zafirlukast,MCF7 x 24 h,,False,1.1315191739590167,0.5587355997996494
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,G2-M Checkpoint,-0.30129812563630415,-0.8610817846516269,0.7020772594752187,14,45,978,KIF2C;CDC20;TFDP1;STMN1;NOLC1;CDC45;MNAT1;RPA2;CCND1;AURKA;TOP2A;MTF2;CDK1;LBR,zafirlukast,MCF7 x 24 h,,False,0.8610817846516269,0.8973383081472978
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Apoptosis,-0.4745272796940717,-1.3355050808380875,0.08841186101509914,14,40,978,JUN;EBP;CD44;DNM1L;HMOX1;CCND1;BID;IGF2R;TOP2A;CDK2;CASP3;SPTAN1;SQSTM1;BRCA1,zafirlukast,MCF7 x 24 h,,False,1.3355050808380875,0.4221036131311095
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Notch Signaling,-0.5596500894444308,-1.0536544991225434,0.4313117612865724,3,7,978,FZD1;CCND1;PPARD,zafirlukast,MCF7 x 24 h,,False,1.0536544991225434,0.8055747922437673
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Adipogenesis,-0.3053782643918897,-0.7826292671635281,0.8037105751391466,2,25,978,APOE;HADH,zafirlukast,MCF7 x 24 h,,False,0.7826292671635281,0.8959015802975008
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Estrogen Response Early,-0.26067496080676783,-0.6861779322532993,0.9248312351760628,8,29,978,RRP12;CD44;PEX11A;IGF1R;CCND1;DYNLT3;BHLHE40;TSKU,zafirlukast,MCF7 x 24 h,,False,0.6861779322532993,0.9607940322682429
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Estrogen Response Late,0.3934809740095974,1.112374531899394,0.27882507672073653,9,34,978,UGDH;LSR;FKBP4;PTPN6;WFS1;ID2;SFN;MEST;GPER1,zafirlukast,MCF7 x 24 h,,False,1.112374531899394,0.6218852617345955
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Androgen Response,-0.608847367421912,-1.4561747690056102,0.0533508049419693,9,19,978,TMEM50A;UBE2J1;HOMER2;RRP12;CDK6;ZMIZ1;CCND1;HMGCS1;RAB4A,zafirlukast,MCF7 x 24 h,,False,1.4561747690056102,0.5014975664545115
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Myogenesis,-0.4785696877716774,-1.138573103195964,0.29459870673259797,5,18,978,BHLHE40;AGL;ITGB5;SPTAN1;COL1A1,zafirlukast,MCF7 x 24 h,,False,1.138573103195964,0.8514152032382682
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Protein Secretion,0.36296790968996534,0.8173727894974141,0.7141091658084449,1,13,978,ZW10,zafirlukast,MCF7 x 24 h,,False,0.8173727894974141,0.9979035639412999
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Interferon Alpha Response,-0.511349581384619,-1.0088501114898716,0.46596858638743455,2,8,978,HERC6;PLSCR1,zafirlukast,MCF7 x 24 h,,False,1.0088501114898716,0.7064685019422394
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Interferon Gamma Response,0.33219983258046176,0.9248031895463333,0.5749891634156914,11,33,978,CD40;PNP;PTPN6;HIF1A;IL4R;PLA2G4A;PSMB10;MTHFD2;FAS;NCOA3;UBE2L6,zafirlukast,MCF7 x 24 h,,False,0.9248031895463333,0.6939813793562257
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Apical Junction,0.315992293986226,0.8620997863543072,0.6944266495836002,4,29,978,EVL;LAMA3;CTNND1;MPZL1,zafirlukast,MCF7 x 24 h,,False,0.8620997863543072,0.9521203369680024
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Apical Surface,0.5097292364344664,0.9397585695532865,0.5597381342062193,1,6,978,GATA3,zafirlukast,MCF7 x 24 h,,False,0.9397585695532865,0.7847041847041847
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Hedgehog Signaling,-0.7318525329860666,-1.2761211433371935,0.19356713815152102,2,5,978,CDK6;RASA1,zafirlukast,MCF7 x 24 h,,False,1.2761211433371935,0.9833880959357081
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Complement,0.28484272179132014,0.7833364912649534,0.8233473358390448,10,30,978,GATA3;PRCP;LIPA;PLA2G4A;CBLB;DUSP6;HSPA1A;CTSD;STX4;CALM3,zafirlukast,MCF7 x 24 h,,False,0.7833364912649534,0.9982137540934803
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Unfolded Protein Response,0.3911043054864458,1.0164960500940026,0.4273724983860555,2,24,978,DDIT4;EIF4EBP1,zafirlukast,MCF7 x 24 h,,False,1.0164960500940026,0.8284152348912652
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,PI3K/AKT/mTOR  Signaling,-0.41928336326975535,-1.07433306470846,0.35594497833050687,5,26,978,CDK2;CAB39;SQSTM1;CDK1;PIN1,zafirlukast,MCF7 x 24 h,,False,1.07433306470846,0.6569404970769699
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,mTORC1 Signaling,0.3624730196271949,1.0985899633585432,0.27956989247311825,6,48,978,PHGDH;DDIT4;ACLY;TRIB3;TXNRD1;PNP,zafirlukast,MCF7 x 24 h,,False,1.0985899633585432,0.6418951297636762
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,E2F Targets,-0.4240094668255512,-1.2503623342590697,0.1275035765379113,13,53,978,RPA2;EED;USP1;RAD51C;AURKA;TOP2A;SMC3;CCP110;BRCA1;CDK1;MELK;LBR;PCNA,zafirlukast,MCF7 x 24 h,,False,1.2503623342590697,0.28856236203090513
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Myc Targets V1,-0.5222803893447596,-1.272254176091534,0.16049152857940793,9,20,978,CDC20;TFDP1;RNPS1;NOLC1;CDC45;RPS6;USP1;CDK2;PCNA,zafirlukast,MCF7 x 24 h,,False,1.272254176091534,0.5634140493886358
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Myc Targets V2,-0.3563115449862379,-0.7171454408872976,0.8242271048026444,3,9,978,NOLC1;RRP12;TMEM97,zafirlukast,MCF7 x 24 h,,False,0.7171454408872976,0.9920811209902918
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Epithelial Mesenchymal Transition,-0.4465744098580351,-1.1394362673015566,0.27639693515230795,4,25,978,PLOD3;ITGB5;COL1A1;SPP1,zafirlukast,MCF7 x 24 h,,False,1.1394362673015566,0.6837187343241302
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Inflammatory Response,0.5346227218817099,1.2768621057302325,0.15866839602248162,4,16,978,CD40;HIF1A;IL4R;MYC,zafirlukast,MCF7 x 24 h,,False,1.2768621057302325,0.8845072622208341
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Xenobiotic Metabolism,0.330817623011676,0.8931088423871892,0.6249728555917481,9,28,978,PGRMC1;NPC1;UGDH;CBR1;ARPP19;ALAS1;PSMB10;ID2;FAS,zafirlukast,MCF7 x 24 h,,False,0.8931088423871892,0.8011015694403316
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Fatty Acid Metabolism,0.39524567000323496,1.012871942237199,0.42943722943722945,5,22,978,ACAT2;HSD17B11;GSTZ1;UGDH;CBR1,zafirlukast,MCF7 x 24 h,,False,1.012871942237199,0.6902622749854829
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Oxidative Phosphorylation,0.21959202131777586,0.5590883428064727,0.9834408602150537,3,21,978,OXA1L;ACAA1;ALAS1,zafirlukast,MCF7 x 24 h,,False,0.5590883428064727,0.9977901837636659
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Glycolysis,0.2666197025263161,0.7827407094157175,0.8542136097341144,4,42,978,DDIT4;ALDH7A1;NOL3;FKBP4,zafirlukast,MCF7 x 24 h,,False,0.7827407094157175,0.948001320834327
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Reactive Oxygen Species Pathway,0.5440059564378599,1.0515885058998273,0.42361255456246105,1,7,978,TXNRD1,zafirlukast,MCF7 x 24 h,,False,1.0515885058998273,0.7263969093538567
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,p53 Pathway,-0.2918147775623333,-0.8052039919782074,0.7854258443465492,6,37,978,RAD51C;RALGDS;CCP110;BLCAP;FOXO3;PCNA,zafirlukast,MCF7 x 24 h,,False,0.8052039919782074,0.8560120825181067
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,UV Response Up,-0.34908370002091926,-0.918885860949219,0.5839050621175598,10,29,978,PRKCD;SPR;NFKBIA;HMOX1;BID;CDK2;LYN;CASP3;SQSTM1;CLTB,zafirlukast,MCF7 x 24 h,,False,0.918885860949219,0.8884911337218788
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,UV Response Dn,-0.3101109225817977,-0.773234352445782,0.8004158004158004,9,23,978,FHL2;TJP1;MAP2K5;PPARG;APBB2;ZMIZ1;IGF1R;BHLHE40;COL1A1,zafirlukast,MCF7 x 24 h,,False,0.773234352445782,0.9516633453096135
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Angiogenesis,-0.8140971010443446,-1.5396462536139246,0.02377730523873961,1,7,978,SPP1,zafirlukast,MCF7 x 24 h,,False,1.5396462536139246,0.8381500096655713
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,heme Metabolism,-0.7005409894525105,-1.7437436335807202,0.005369376041473801,5,22,978,SNCA;FOXO3;P4HA2;PSMD9;RAP1GAP,zafirlukast,MCF7 x 24 h,,False,1.7437436335807202,0.6760074395536267
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Coagulation,0.4964777196621295,1.0928329767458183,0.35889377749842866,5,12,978,DUSP14;DUSP6;HTRA1;MMP1;LGMN,zafirlukast,MCF7 x 24 h,,False,1.0928329767458183,0.9979265560435792
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,IL-2/STAT5 Signaling,-0.5205212827577328,-1.3495561867536587,0.09565378900445765,8,27,978,IGF2R;BHLHE40;CASP3;SPRED2;MAPKAPK2;PLSCR1;PRAF2;SPP1,zafirlukast,MCF7 x 24 h,,False,1.3495561867536587,0.957741155720731
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Bile Acid Metabolism,0.8432312526275331,1.676922365991062,0.005309373085562589,4,8,978,HSD17B11;NPC1;PXMP2;SCP2,zafirlukast,MCF7 x 24 h,,False,1.676922365991062,0.18715540126608127
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Pperoxisome,0.3986912170965171,0.9459597076362133,0.5300823305889804,3,16,978,HSD17B11;CDK7;SCP2,zafirlukast,MCF7 x 24 h,,False,0.9459597076362133,0.624833145013704
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Allograft Rejection,0.3959911297557712,1.028001350186464,0.40929535232383807,8,24,978,CD40;CDKN2A;PTPN6;HIF1A;IL4R;PSMB10;DYRK3;FAS,zafirlukast,MCF7 x 24 h,,False,1.028001350186464,0.7238772135694475
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,Spermatogenesis,-0.4365227852478902,-0.9944638280760009,0.47725109461260234,4,15,978,AURKA;CSNK2A2;MAST2;CDK1,zafirlukast,MCF7 x 24 h,,False,0.9944638280760009,0.9728827285342797
paired_24h_20x5,SR-MMP,MCF7,YEEZWCHGZNKEEK,KRAS Signaling Up,-0.6625248825276673,-1.5847930649993143,0.017992424242424244,3,19,978,GLRX;ERO1A;SPP1,zafirlukast,MCF7 x 24 h,,False,1.5847930649993143,0.28188131313131315
