variant,task,cell,n_repeats,outer_folds_per_repeat,n_paired_outer_draws,n_unique_compounds,n_test_evaluations,mean_auprc_chem,sd_auprc_chem,mean_auprc_bio,sd_auprc_bio,mean_delta_auprc,sd_delta_auprc,nb_auprc_corrected_se,nb_auprc_ci_low,nb_auprc_ci_high,nb_auprc_t_stat,nb_auprc_df,nb_auprc_p_value,nb_auprc_inference_valid,nb_auprc_variance_degenerate,nb_auprc_correction_factor,nb_auprc_mean_test_train_ratio,mean_auroc_chem,sd_auroc_chem,mean_auroc_bio,sd_auroc_bio,mean_delta_auroc,sd_delta_auroc,nb_auroc_corrected_se,nb_auroc_ci_low,nb_auroc_ci_high,nb_auroc_t_stat,nb_auroc_df,nb_auroc_p_value,nb_auroc_inference_valid,nb_auroc_variance_degenerate,nb_auroc_correction_factor,nb_auroc_mean_test_train_ratio,mean_log_loss_chem,sd_log_loss_chem,mean_log_loss_bio,sd_log_loss_bio,mean_delta_log_loss,sd_delta_log_loss,nb_log_loss_corrected_se,nb_log_loss_ci_low,nb_log_loss_ci_high,nb_log_loss_t_stat,nb_log_loss_df,nb_log_loss_p_value,nb_log_loss_inference_valid,nb_log_loss_variance_degenerate,nb_log_loss_correction_factor,nb_log_loss_mean_test_train_ratio,nb_auprc_q_value,significant_positive_auprc_fdr,nb_auroc_q_value,significant_positive_auroc_fdr,nb_log_loss_q_value,significant_positive_log_loss_fdr,significant_improvement_log_loss_fdr
standardized,NR-AR,HA1E,20,5,100,968,19360,0.46057604189408735,0.21544584531898664,0.46100676377990496,0.21618956482534799,0.00043072188581757105,0.011878175643475894,0.0061388277423577884,-0.01175004418296053,0.012611487954595671,0.07016353999406086,99,0.9442050282776921,True,False,0.2670984749413978,0.2570984749413978,0.720261679330444,0.12203342841021925,0.7196191422586673,0.12182449150733282,-0.0006425370717766099,0.011016254418955467,0.005693373315379418,-0.01193942491541964,0.010654350771866421,-0.11285700694190119,99,0.9103724523232923,True,False,0.2670984749413978,0.2570984749413978,0.20906013468059623,0.041639466970534084,0.2090982695686813,0.041519084762777554,3.813488808511985e-05,0.0007649965949230917,0.00039536225601298497,-0.0007463496022825605,0.0008226193784528003,0.09645556070447803,99,0.9233537577754198,True,False,0.2670984749413978,0.2570984749413978,1.0,False,1.0,False,1.0,False,False
standardized,NR-AR,HEPG2,20,5,100,668,13360,0.5368775232288627,0.24189081441049717,0.5368775232288627,0.24189081441049717,0.0,0.0,0.0,,,,99,,False,True,0.2657936050151701,0.25579360501517007,0.7976937875691057,0.12118966363540841,0.7976937875691057,0.12118966363540841,0.0,0.0,0.0,,,,99,,False,True,0.2657936050151701,0.25579360501517007,0.18326737605341362,0.04789301426000406,0.18326737613421545,0.047893014265954284,8.080180594061127e-11,1.633359024501572e-10,8.420811004298878e-11,,,,99,,False,True,0.2657936050151701,0.25579360501517007,1.0,False,1.0,False,1.0,False,False
standardized,NR-AR,HT29,20,5,100,960,19200,0.45749012004264,0.2053912448373871,0.45749012004264,0.2053912448373871,0.0,0.0,0.0,,,,99,,False,True,0.2668456338651351,0.2568456338651351,0.7121392742948757,0.11754094771839409,0.7121392742948757,0.11754094771839409,0.0,0.0,0.0,,,,99,,False,True,0.2668456338651351,0.2568456338651351,0.21101841480693925,0.03746569988826884,0.2110184147250678,0.03746569984675398,-8.187146446902993e-11,2.7926039266372367e-10,1.4425782998202893e-10,,,,99,,False,True,0.2668456338651351,0.2568456338651351,1.0,False,1.0,False,1.0,False,False
standardized,NR-AR,MCF7,20,5,100,1259,25180,0.4585578847978264,0.20419474265440052,0.45857759860320213,0.20418772731994148,1.9713805375805e-05,0.00019713805375805004,0.0001023424865682709,-0.00018335589133250778,0.0002227835020841178,0.19262581980216265,99,0.8476466200952134,True,False,0.2695075896173618,0.2595075896173618,0.7362722685512094,0.10956562678075492,0.7365028510754812,0.10935572919680639,0.00023058252427184502,0.0023058252427184504,0.001197048892555868,-0.002144622180122204,0.0026057872286658944,0.19262581980216267,99,0.8476466200952134,True,False,0.2695075896173618,0.2595075896173618,0.19122608971725502,0.03595184426329007,0.19121409480800455,0.03594254836474355,-1.1994909250472771e-05,0.00011994799033664183,6.226994411228725e-05,-0.00013555198792757143,0.00011156216942662589,-0.19262758978622416,99,0.8476452375618766,True,False,0.2695075896173618,0.2595075896173618,1.0,False,0.9902296560748227,False,0.9432680171099505,False,False
standardized,NR-AR-LBD,HA1E,20,5,100,869,17380,0.553857307831608,0.2127671631309102,0.553857307831608,0.2127671631309102,0.0,0.0,0.0,,,,99,,False,True,0.2685402073007554,0.2585402073007554,0.825974831957604,0.1224281453158487,0.825974831957604,0.1224281453158487,0.0,0.0,0.0,,,,99,,False,True,0.2685402073007554,0.2585402073007554,0.1396186499978648,0.04322836803124817,0.1396186499521689,0.04322836803876027,-4.56958743760838e-11,2.5187724578457553e-10,1.3052496807872831e-10,,,,99,,False,True,0.2685402073007554,0.2585402073007554,1.0,False,1.0,False,1.0,False,False
standardized,NR-AR-LBD,HEPG2,20,5,100,598,11960,0.5544042041277639,0.2572452581160938,0.5542381566895949,0.25726466254087565,-0.0001660474381690474,0.0011583389474655815,0.0005976718340826565,-0.0013519580227951391,0.0010198631464570444,-0.27782376330968855,99,0.7817270184969931,True,False,0.266228325901189,0.256228325901189,0.8176311134117804,0.13946878101239127,0.8172072717460408,0.14015370176340325,-0.0004238416657398161,0.005091416577828066,0.0026270344192495182,-0.005636447892611478,0.004788764561131846,-0.16133845169067013,99,0.8721556346437369,True,False,0.266228325901189,0.256228325901189,0.14588965377516266,0.046903923669710065,0.14598957219840525,0.04697858115478044,9.991842324260935e-05,0.0007700950256569409,0.0003973483818439856,-0.0006885069716667718,0.0008883438181519904,0.25146301786587166,99,0.8019773878772045,True,False,0.266228325901189,0.256228325901189,1.0,False,1.0,False,1.0,False,False
standardized,NR-AR-LBD,HT29,20,5,100,862,17240,0.5606883996491119,0.21706727624394537,0.5610856754326384,0.21690248018876554,0.00039727578352644505,0.002632635129456478,0.001359913175016756,-0.0023010869909217964,0.0030956385579746864,0.29213319704881163,99,0.7707961052739083,True,False,0.2668339088833951,0.2568339088833951,0.8348215871205419,0.1225431160108374,0.8346530744623141,0.12285370976314824,-0.00016851265822784699,0.0018864965119689218,0.0009744880452838702,-0.002102108356722663,0.001765083040266969,-0.17292429501149903,99,0.8630639850202282,True,False,0.2668339088833951,0.2568339088833951,0.13124555353706252,0.04366129350739884,0.1312456877184321,0.04365153776968474,1.341813696001653e-07,0.00022640729834797193,0.00011695288287326125,-0.0002319257113553343,0.00023219407409453462,0.0011473113471309135,99,0.9990868869082541,True,False,0.2668339088833951,0.2568339088833951,1.0,False,1.0,False,1.0,False,False
standardized,NR-AR-LBD,MCF7,20,5,100,1145,22900,0.5814481912031496,0.2187120835464936,0.5845693123225536,0.21904052637769456,0.0031211211194038667,0.0112226272994783,0.005816337836340988,-0.008419755011165257,0.01466199724997299,0.5366127634304233,99,0.5927389678198691,True,False,0.2686025724202408,0.2586025724202408,0.8339291142984898,0.1212408758009275,0.8359895974518426,0.1225012131516085,0.0020604831533527494,0.008632399460379404,0.004473903504052772,-0.006816712018802856,0.010937678325508354,0.4605560114307832,99,0.6461272409688932,True,False,0.2686025724202408,0.2586025724202408,0.11365092616452861,0.036434534410694,0.1128679878446684,0.035999924908950494,-0.0007829383198602115,0.0037188896154156546,0.0019273845421493394,-0.004607287400468732,0.003041410760748309,-0.4062180134469228,99,0.685459154534579,True,False,0.2686025724202408,0.2586025724202408,1.0,False,0.9902296560748227,False,0.9432680171099505,False,False
standardized,NR-AhR,HA1E,20,5,100,849,16980,0.5260950641790935,0.11887579548865418,0.5255419587493436,0.12033647236057037,-0.0005531054297498159,0.005017052029880699,0.0026057768587519356,-0.005723532044734452,0.004617321185234821,-0.21226124097776033,99,0.8323396445070572,True,False,0.2697598030743203,0.2597598030743203,0.8183783099187042,0.05116789054800733,0.8180766900178368,0.051323919660709996,-0.000301619900867377,0.0022078448479665898,0.0011467194237335485,-0.002576960020063752,0.0019737202183289977,-0.26302850952445483,99,0.7930752339895533,True,False,0.2697598030743203,0.2597598030743203,0.29098409158249855,0.05163413567795783,0.2910333224311905,0.05155544568000522,4.923084869195228e-05,0.00044140185973489093,0.00022925709054976597,-0.0004056649566304544,0.000504126654014359,0.21474078980019812,99,0.8304111424807328,True,False,0.2697598030743203,0.2597598030743203,1.0,False,1.0,False,1.0,False,False
standardized,NR-AhR,HEPG2,20,5,100,585,11700,0.4767965961319724,0.15621872156963504,0.4820646059083383,0.15376437136256346,0.005268009776365979,0.018325431922666505,0.009493183029426991,-0.013568524914397605,0.024104544467129563,0.5549255460509073,99,0.5801972250723303,True,False,0.2683584465719551,0.2583584465719551,0.7817274239015526,0.07267062394420343,0.7838046821291786,0.07028527448283745,0.002077258227625918,0.00783876740765234,0.004060742144577109,-0.005980135171349703,0.01013465162660154,0.5115464498035116,99,0.6101075777395972,True,False,0.2683584465719551,0.2583584465719551,0.284157932552807,0.05730840980801811,0.28298801989942834,0.056926819751711266,-0.0011699126533787241,0.0034535591525125604,0.0017890584667312967,-0.004719792790307095,0.0023799674835496476,-0.6539264507750916,99,0.514675309024105,True,False,0.2683584465719551,0.2583584465719551,1.0,False,1.0,False,1.0,False,False
standardized,NR-AhR,HT29,20,5,100,841,16820,0.4786615930379755,0.12240746740812969,0.4787694530267092,0.12231387541010211,0.00010785998873370201,0.0010785998873370198,0.0005583398022282739,-0.0010000073115496444,0.0012157272890170484,0.1931798311767215,99,0.8472139054521463,True,False,0.267963989860489,0.257963989860489,0.804727946887287,0.05543327187771145,0.8047464997629826,0.05540770484168201,1.8552875695733e-05,0.00018552875695733003,9.603940319608614e-05,-0.0001720101361387183,0.00020911588753018428,0.1931798311767214,99,0.8472139054521464,True,False,0.267963989860489,0.257963989860489,0.2828839095496065,0.048041871174748535,0.2828938720119373,0.04804988033261045,9.962462330671154e-06,9.962530612142328e-05,5.1571277143464195e-05,-9.236613998834278e-05,0.00011229106464968509,0.19317850715538717,99,0.8472149395330213,True,False,0.267963989860489,0.257963989860489,1.0,False,1.0,False,1.0,False,False
standardized,NR-AhR,MCF7,20,5,100,1111,22220,0.4727375450873674,0.1216850840117494,0.47224192255378283,0.1216933115009421,-0.0004956225335845068,0.004951711136052057,0.0025739840893386563,-0.005602965396563908,0.004611720329394895,-0.19255073706063544,99,0.8477052676114059,True,False,0.27020981043118836,0.26020981043118835,0.8129329963416879,0.04833436525429218,0.8129408459182877,0.04832954060693414,7.84957659977e-06,5.678242025328397e-05,2.9516472643560415e-05,-5.0717508768324876e-05,6.641666196786488e-05,0.26593884352514374,99,0.7908393552213357,True,False,0.27020981043118836,0.26020981043118835,0.2634563244636294,0.04290105000549937,0.2634624235716223,0.04289544504841922,6.0991079929152885e-06,6.86609540292407e-05,3.569113754300802e-05,-6.471985213854916e-05,7.691806812437975e-05,0.17088578321623485,99,0.8646623490174545,True,False,0.27020981043118836,0.26020981043118835,1.0,False,0.9902296560748227,False,0.9432680171099505,False,False
