role,ik,drug_name,compound_name,n_evaluable_endpoints,n_selected_endpoints,sum_selected_delta_p,maximum_selected_delta_p,candidate_rank
Correction,TYMRLRRVMHJFTF,mafenide,Mafenide,4,1,0.0237282108013902,0.0237282108013902,239
Correction,YECBIJXISLIIDS,mepyramine,Mepyramine,3,1,0.0236752151181359,0.0236752151181359,240
Correction,WUBBRNOQWQTFEX,aminosalicylic-acid,Aminosalicylic Acid,3,1,0.0236515953761418,0.0236515953761418,241
Correction,OFPXSFXSNFPTHF,oxaprozin,Oxaprozin,3,1,0.0236437230014786,0.0236437230014786,242
Correction,DNTGGZPQPQTDQF,crotamiton,Crotamiton,4,1,0.0236316703684066,0.0236316703684066,243
Correction,BFUJHVVEMMWLHC,fipexide,Fipexide,2,1,0.0235367492108624,0.0235367492108624,244
Correction,KVHHQGIIZCJATJ,clobutinol,Clobutinol,3,1,0.02353661392653,0.02353661392653,245
Correction,NPUKDXXFDDZOKR,etomidate,Etomidate,3,1,0.0235244449368027,0.0235244449368027,246
Correction,GZUITABIAKMVPG,raloxifene,Raloxifene,1,1,0.0234847744271061,0.0234847744271061,247
Correction,BGDKAVGWHJFAGW,tropicamide,Tropicamide,2,1,0.0234323760763105,0.0234323760763105,248
Correction,ZNRGQMMCGHDTEI,tropisetron,Tropisetron,3,1,0.0232850531469785,0.0232850531469785,249
Correction,CJGYSWNGNKCJSB,BRD-A95074085,BRD-A95074085,3,1,0.0232263961867195,0.0232263961867195,250
Correction,NLPRAJRHRHZCQQ,epibatidine,Epibatidine,2,1,0.0231744703290881,0.0231744703290881,251
Correction,YZOFLYUAQDJWKV,BRD-K03670461,BRD-K03670461,1,1,0.023152562235094,0.023152562235094,252
Correction,BPFYOAJNDMUVBL,marbofloxacin,Marbofloxacin,2,1,0.0231399954575757,0.0231399954575757,253
Correction,ULFRLSNUDGIQQP,rizatriptan,Rizatriptan,3,1,0.0231180272942827,0.0231180272942827,254
Correction,UZHSEJADLWPNLE,naloxone,Naloxone,4,1,0.0231090378945152,0.0231090378945152,255
Correction,OFBIFZUFASYYRE,flumazenil,Flumazenil,4,1,0.0230992766161449,0.0230992766161449,256
Correction,YBJHBAHKTGYVGT,biotin,Biotin,4,1,0.0230296971431087,0.0230296971431087,257
Correction,BDNFQGRSKSQXRI,zamifenacin,Zamifenacin,2,1,0.0229586853199006,0.0229586853199006,258
Correction,OUJTZYPIHDYQMC,ambrisentan,Ambrisentan,3,1,0.0228963308563647,0.0228963308563647,259
Correction,LEQAKWQJCITZNK,BRD-K26619122,BRD-K26619122,2,1,0.0228038088107979,0.0228038088107979,260
Correction,RXQCGGRTAILOIN,mephentermine,Mephentermine,4,1,0.0227904975739741,0.0227904975739741,261
Correction,NSYZCCDSJNWWJL,erythromycin,Erythromycin,3,1,0.0226821872134543,0.0226821872134543,262
Correction,JXDFEQONERDKSS,betazole,Betazole,3,1,0.0226603923364059,0.0226603923364059,263
Correction,GZSOSUNBTXMUFQ,diosmin,Diosmin,3,1,0.0226572170624759,0.0226572170624759,264
Correction,FKNXQNWAXFXVNW,procaterol,Procaterol,4,1,0.022629725673932,0.022629725673932,265
Correction,CPJSUEIXXCENMM,phenacetin,Phenacetin,4,1,0.0224905965023867,0.0224905965023867,266
Correction,FNQQBFNIYODEMB,meticrane,Meticrane,3,1,0.0224447573578781,0.0224447573578781,267
Correction,DJEIHHYCDCTAAH,mofezolac,Mofezolac,2,1,0.0223614825741818,0.0223614825741818,268
Correction,RDXLYGJSWZYTFJ,niridazole,Niridazole,2,1,0.0223277550897467,0.0223277550897467,269
Correction,RSUVYMGADVXGOU,cinanserin,Cinanserin,3,1,0.0223003947622895,0.0223003947622895,270
Correction,VHYCDWMUTMEGQY,bisoprolol,Bisoprolol,4,1,0.0220298051068828,0.0220298051068828,271
Correction,WUKZPHOXUVCQOR,azasetron,Azasetron,3,1,0.0220214650227459,0.0220214650227459,272
Correction,LQCLVBQBTUVCEQ,BRD-K38310698,BRD-K38310698,3,1,0.022009080747665,0.022009080747665,273
Correction,JQXXHWHPUNPDRT,rifampicin,Rifampicin,3,1,0.021944148752834,0.021944148752834,274
Correction,CUHVIMMYOGQXCV,medetomidine,Medetomidine,2,1,0.0218616122991362,0.0218616122991362,275
Correction,WKGXYQFOCVYPAC,felbamate,Felbamate,4,1,0.0218470315158889,0.0218470315158889,276
Correction,RXZBMPWDPOLZGW,roxithromycin,Roxithromycin,3,1,0.0218155286126246,0.0218155286126246,277
Correction,SGRYPYWGNKJSDL,amlexanox,Amlexanox,1,1,0.0218135110878096,0.0218135110878096,278
Correction,BUJAGSGYPOAWEI,tocainide,Tocainide,3,1,0.0217682978027903,0.0217682978027903,279
Correction,TXCGAZHTZHNUAI,clofibric-acid,Clofibric Acid,4,1,0.02172943300095,0.02172943300095,280
Correction,BPICBUSOMSTKRF,xylazine,Xylazine,4,1,0.0217187146191478,0.0217187146191478,281
Correction,LCFVJGUPQDGYKZ,BADGE,BADGE,2,1,0.0216355513632752,0.0216355513632752,282
Correction,XXANNZJIZQTCBP,hydrocotarnine,Hydrocotarnine,2,1,0.0216217345623974,0.0216217345623974,283
Correction,TYNLGDBUJLVSMA,diacerein,Diacerein,2,1,0.0215709945022419,0.0215709945022419,284
Correction,ZQSIJRDFPHDXIC,daidzein,Daidzein,1,1,0.0215643789141983,0.0215643789141983,285
Correction,AUYYCJSJGJYCDS,rathyronine,Rathyronine,2,1,0.0214282504720919,0.0214282504720919,286
Correction,DBABZHXKTCFAPX,probenecid,Probenecid,4,1,0.0213167759942976,0.0213167759942976,287
Correction,XEAQIWGXBXCYFX,kawain,Kawain,2,1,0.0212849430920308,0.0212849430920308,288
Correction,UCTWMZQNUQWSLP,BRD-A07765530,BRD-A07765530,3,1,0.0212325141038792,0.0212325141038792,289
Correction,UXOWGYHJODZGMF,aliskiren,Aliskiren,4,1,0.0211707018778114,0.0211707018778114,290
Correction,JTLXCMOFVBXEKD,fursultiamine,Fursultiamine,3,1,0.0210170993326599,0.0210170993326599,291
Correction,DJBNUMBKLMJRSA,flecainide,Flecainide,4,1,0.020793538415522,0.020793538415522,292
Correction,KPJZHOPZRAFDTN,methysergide,Methysergide,4,1,0.020742379092078,0.020742379092078,293
Correction,AEOCXXJPGCBFJA,ethionamide,Ethionamide,3,1,0.020723497158455,0.020723497158455,294
Correction,QTGIAADRBBLJGA,articaine,Articaine,3,1,0.0206632914926266,0.0206632914926266,295
Correction,XUBOMFCQGDBHNK,gatifloxacin,Gatifloxacin,4,1,0.0205995568213343,0.0205995568213343,296
Correction,OOUGLTULBSNHNF,ataluren,Ataluren,2,1,0.0205988246998,0.0205988246998,297
Correction,TTWJBBZEZQICBI,metoclopramide,Metoclopramide,4,1,0.0205205491685506,0.0205205491685506,298
Correction,GJSURZIOUXUGAL,clonidine,Clonidine,4,1,0.0204622086800284,0.0204622086800284,299
Correction,SHZKQBHERIJWAO,ozagrel,Ozagrel,4,1,0.0204399613743586,0.0204399613743586,300
Correction,WHQCHUCQKNIQEC,benzbromarone,Benzbromarone,1,1,0.0203718497917193,0.0203718497917193,301
Correction,CDOZDBSBBXSXLB,profenamine,Profenamine,3,1,0.0203533292500785,0.0203533292500785,302
Correction,SFBODOKJTYAUCM,ipriflavone,Ipriflavone,1,1,0.0203206185884738,0.0203206185884738,303
Correction,YUGZHQHSNYIFLG,diperodon,Diperodon,3,1,0.0202293375331241,0.0202293375331241,304
Correction,HJMQDJPMQIHLPB,zardaverine,Zardaverine,4,1,0.0201942283424817,0.0201942283424817,305
Correction,XKLMZUWKNUAPSZ,ranolazine,Ranolazine,4,1,0.0201860339784875,0.0201860339784875,306
Correction,CLKOFPXJLQSYAH,bacitracin,Bacitracin,3,1,0.020148858446599,0.020148858446599,307
Correction,WXNZTHHGJRFXKQ,parachlorophenol,Parachlorophenol,3,1,0.0200367643791094,0.0200367643791094,308
Correction,NETZHAKZCGBWSS,nalbuphine,Nalbuphine,2,1,0.0200091639483009,0.0200091639483009,309
Rescue,RBTBFTRPCNLSDE,methylene-blue,Methylene Blue,4,4,1.4072452087371086,0.4527043433181064,1
Rescue,LTMHDMANZUZIPE,digoxin,Digoxin,3,3,1.1857898703191774,0.5288905458997544,2
Rescue,RJMUSRYZPJIFPJ,niclosamide,Niclosamide,2,2,1.1592317392845242,0.5851928238296652,3
Rescue,LPMXVESGRSUGHW,ouabain,Ouabain,2,2,1.1196893934260321,0.6175182004742493,4
Rescue,UGTJLJZQQFGTJD,CCCP,CCCP,2,2,1.0677764644119256,0.6255223294954774,5
Rescue,UIARLYUEJFELEN,lestaurtinib,Lestaurtinib,3,3,0.9033885859748814,0.4010886193735917,6
Rescue,JXLYSJRDGCGARV,vinblastine,Vinblastine,3,3,0.88619433327565,0.4428102804218278,7
Rescue,OPXLLQIJSORQAM,mebendazole,Mebendazole,3,3,0.886182969969229,0.3345286506203039,8
Rescue,JAYAGJDXJIDEKI,lanatoside-c,Lanatoside C,2,2,0.8394486740833742,0.54188288448566,9
Rescue,HYFHYPWGAURHIV,BRD-K76674262,BRD-K76674262,2,2,0.8372659851507812,0.5136245263708836,10
Rescue,KYRVNWMVYQXFEU,nocodazole,Nocodazole,3,3,0.8307980170173435,0.2812819931832292,11
Rescue,HOGVTUZUJGHKPL,triciribine,Triciribine,3,3,0.8116827405865398,0.3636580622946012,12
Rescue,KHOITXIGCFIULA,bisacodyl,Bisacodyl,2,2,0.7912376851021238,0.4484509045296835,13
Rescue,WDJUZGPOPHTGOT,digitoxin,Digitoxin,2,2,0.7705408671165201,0.5436780657080701,14
Rescue,WDDPHFBMKLOVOX,clofarabine,Clofarabine,3,3,0.7221227595257148,0.3335484316360227,15
Rescue,NRUKOCRGYNPUPR,teniposide,Teniposide,1,1,0.7025822409769409,0.7025822409769409,16
Rescue,MYEJFUXQJGHEQK,BRD-K11451237,BRD-K11451237,1,1,0.6395886892075434,0.6395886892075434,17
Rescue,GZUITABIAKMVPG,raloxifene,Raloxifene,3,3,0.6278732298115642,0.2669215711657707,18
Rescue,XDRYMKDFEDOLFX,pentamidine,Pentamidine,3,3,0.6226586062854315,0.3773359142362317,19
Rescue,MLDQJTXFUGDVEO,sorafenib,Sorafenib,2,2,0.5934551969264784,0.3726822985644202,20
Rescue,SIYLLGKDQZGJHK,benzethonium,Benzethonium,1,1,0.575060249955678,0.575060249955678,21
Rescue,HDDSHPAODJUKPD,fenbendazole,Fenbendazole,2,2,0.5651079787137836,0.2969586012370261,22
Rescue,NFHRQQKPEBFUJK,devazepide,Devazepide,3,3,0.5565201591867456,0.3069486501949806,23
Rescue,UWKQSNNFCGGAFS,irinotecan,Irinotecan,2,2,0.5441622105658969,0.3859806266060043,24
Rescue,MFZWMTSUNYWVBU,hycanthone,Hycanthone,1,1,0.5345010550334612,0.5345010550334612,25
Rescue,VWUXBMIQPBEWFH,none,None,3,2,0.5222722540371005,0.2617971319537575,26
Rescue,YQNQNVDNTFHQSW,nitazoxanide,Nitazoxanide,2,2,0.5102412889274912,0.3138616456746366,27
Rescue,FJLGEFLZQAZZCD,fluvastatin,Fluvastatin,2,2,0.493222560568853,0.2566241907799935,28
Rescue,RRZXIRBKKLTSOM,avermectin,Avermectin,1,1,0.4828204564634317,0.4828204564634317,29
Rescue,UCFGDBYHRUNTLO,topotecan,Topotecan,2,1,0.4811627078007984,0.4811627078007984,30
Rescue,JFIOVJDNOJYLKP,bithionol,Bithionol,2,2,0.4737705095442016,0.2707503984804381,31
Rescue,MDLAAYDRRZXJIF,penfluridol,Penfluridol,1,1,0.4625226386229336,0.4625226386229336,32
Rescue,YJGVMLPVUAXIQN,BRD-K60507178,BRD-K60507178,1,1,0.4281808045596526,0.4281808045596526,33
Rescue,AKJHMTWEGVYYSE,fenretinide,Fenretinide,1,1,0.4230243607416988,0.4230243607416988,34
Rescue,FPIPGXGPPPQFEQ,retinol,Retinol,3,3,0.41665529644461263,0.1801992664894528,35
Rescue,ODKNJVUHOIMIIZ,floxuridine,Floxuridine,2,2,0.4131824253560873,0.3788149344950758,36
Rescue,DRZXDZYWZSKFDL,SSR-69071,SSR-69071,1,1,0.4110910733465434,0.4110910733465434,37
Rescue,HXHWSAZORRCQMX,albendazole,Albendazole,2,2,0.4095384797322861,0.2055271921812497,38
Rescue,YRWLZFXJFBZBEY,parbendazole,Parbendazole,2,2,0.39138172637388535,0.2516554670991026,39
Rescue,QAGYKUNXZHXKMR,nelfinavir,Nelfinavir,1,1,0.374330337462149,0.374330337462149,40
Rescue,BGYJFSXPRMOZJK,lacidipine,Lacidipine,2,2,0.37136914827545286,0.2349421495458455,41
Rescue,VFLDPWHFBUODDF,curcumin,Curcumin,3,3,0.3643559293036957,0.1975374581419429,42
Rescue,UBPYILGKFZZVDX,bosutinib,Bosutinib,2,2,0.3449073202034073,0.1757025843363833,43
Rescue,HPNSFSBZBAHARI,BRD-K63750851,BRD-K63750851,1,1,0.3369114136129134,0.3369114136129134,44
Rescue,BBMULGJBVDDDNI,lasalocid,Lasalocid,2,2,0.3190886121064538,0.2484887356463127,45
Rescue,DKGZKTPJOSAWFA,spiperone,Spiperone,2,2,0.3146412769556206,0.2751630929969487,46
Rescue,RAOCRURYZCVHMG,oxibendazole,Oxibendazole,2,2,0.3137399051352895,0.1648266853233356,47
Rescue,OMZCMEYTWSXEPZ,canertinib,Canertinib,2,2,0.3134699844435877,0.1964153749679839,48
Rescue,SDUQYLNIPVEERB,gemcitabine,Gemcitabine,1,1,0.3126189010256123,0.3126189010256123,49
Rescue,HCIBTBXNLVOFER,diphencyprone,Diphencyprone,2,2,0.3057121850538901,0.1785316410484024,50
Rescue,PPQNQXQZIWHJRB,BRD-K61463582,BRD-K61463582,2,2,0.3000608166220684,0.1608063610535688,51
Rescue,ULDXWLCXEDXJGE,MK-2206,MK-2206,1,1,0.2997615539932709,0.2997615539932709,52
Rescue,RTGDFNSFWBGLEC,mycophenolate-mofetil,Mycophenolate Mofetil,2,2,0.299476921376222,0.2780356365515823,53
Rescue,JWUBBDSIWDLEOM,calcifediol,Calcifediol,1,1,0.2735415327359676,0.2735415327359676,54
Rescue,QXHHHPZILQDDPS,tioconazole,Tioconazole,1,1,0.2692238674975326,0.2692238674975326,55
Rescue,QXRSDHAAWVKZLJ,epothilone-b,Epothilone B,1,1,0.2683619108257333,0.2683619108257333,56
Rescue,VJJPUSNTGOMMGY,etoposide,Etoposide,1,1,0.2624766725333299,0.2624766725333299,57
Rescue,CYXKNKQEMFBLER,perhexiline,Perhexiline,1,1,0.2596585901986777,0.2596585901986777,58
Rescue,IAKHMKGGTNLKSZ,colchicine,Colchicine,1,1,0.2516769323923054,0.2516769323923054,59
Rescue,IVTVGDXNLFLDRM,raltitrexed,Raltitrexed,1,1,0.2356256483653194,0.2356256483653194,60
Rescue,WPSYTTKBGAZSCX,clofilium,Clofilium,1,1,0.2281275861708291,0.2281275861708291,61
Rescue,WDFKMLRRRCGAKS,chloroxine,Chloroxine,2,2,0.22596220433904668,0.1469184690435913,62
Rescue,AUVVAXYIELKVAI,BRD-K65200617,BRD-K65200617,1,1,0.2249795797465192,0.2249795797465192,63
Rescue,PTOAARAWEBMLNO,cladribine,Cladribine,1,1,0.2224294563990005,0.2224294563990005,64
Rescue,KZNIFHPLKGYRTM,apigenin,Apigenin,3,3,0.2223036946207739,0.1054445541518809,65
Rescue,REFJWTPEDVJJIY,quercetin,Quercetin,3,2,0.22081993622200838,0.1584203404295655,66
Rescue,AAKJLRGGTJKAMG,erlotinib,Erlotinib,2,2,0.207348943389159,0.1744818055282432,67
Rescue,PCSWXVJAIHCTMO,dequalinium,Dequalinium,1,1,0.2052154961052793,0.2052154961052793,68
Rescue,VSQQQLOSPVPRAZ,trifluridine,Trifluridine,1,1,0.2029442393846432,0.2029442393846432,69
Rescue,FJUKDAZEABGEIH,spiramide,Spiramide,2,1,0.2027059612695997,0.2027059612695997,70
Rescue,GKIRPKYJQBWNGO,clomifene,Clomifene,1,1,0.202316007142617,0.202316007142617,71
Rescue,BYBLEWFAAKGYCD,miconazole,Miconazole,1,1,0.2013926472132912,0.2013926472132912,72
Rescue,QBKSWRVVCFFDOT,gossypol,Gossypol,1,1,0.1971743422966419,0.1971743422966419,73
Rescue,FBOZXECLQNJBKD,methotrexate,Methotrexate,1,1,0.1899830589324753,0.1899830589324753,74
Rescue,AVOLMBLBETYQHX,etacrynic-acid,Etacrynic Acid,1,1,0.1887722653240227,0.1887722653240227,75
Rescue,XFCLJVABOIYOMF,toremifene,Toremifene,1,1,0.1871464220727784,0.1871464220727784,76
Rescue,GMRQFYUYWCNGIN,calcitriol,Calcitriol,1,1,0.1857506324563562,0.1857506324563562,77
Rescue,AFNXATANNDIXLG,sulconazole,Sulconazole,1,1,0.1839703803962751,0.1839703803962751,78
Rescue,MUTNCGKQJGXKEM,tamibarotene,Tamibarotene,2,2,0.1796401666154991,0.1285492189001106,79
Rescue,WAEXFXRVDQXREF,vorinostat,Vorinostat,1,1,0.1788362060426111,0.1788362060426111,80
Rescue,MJVAVZPDRWSRRC,menadione,Menadione,2,1,0.1786313917639356,0.1786313917639356,81
Rescue,SZWKGOZKRMMLAJ,AM-580,AM-580,1,1,0.1751866531542829,0.1751866531542829,82
Rescue,KJFMBFZCATUALV,phenolphthalein,Phenolphthalein,2,1,0.1675437401870894,0.1675437401870894,83
Rescue,HBUBKKRHXORPQB,fludarabine,Fludarabine,2,1,0.1675393937748775,0.1675393937748775,84
Rescue,NKANXQFJJICGDU,tamoxifen,Tamoxifen,1,1,0.1664514964515035,0.1664514964515035,85
Rescue,NMUSYJAQQFHJEW,azacitidine,Azacitidine,1,1,0.1661543999978763,0.1661543999978763,86
Rescue,TXUZVZSFRXZGTL,tamoxifen,Tamoxifen,1,1,0.165787354462932,0.165787354462932,87
Rescue,VHVPQPYKVGDNFY,itraconazole,Itraconazole,1,1,0.162571203897289,0.162571203897289,88
Rescue,QZVCTJOXCFMACW,phenoxybenzamine,Phenoxybenzamine,2,1,0.1623047323205084,0.1623047323205084,89
Rescue,XQYZDYMELSJDRZ,papaverine,Papaverine,1,1,0.157901400093375,0.157901400093375,90
Rescue,GLVAUDGFNGKCSF,mercaptopurine,Mercaptopurine,1,1,0.1530367553405314,0.1530367553405314,91
Rescue,ZOCSXAVNDGMNBV,fipronil,Fipronil,1,1,0.1492756538087301,0.1492756538087301,92
Rescue,GHASVSINZRGABV,fluorouracil,Fluorouracil,1,1,0.1488797314199765,0.1488797314199765,93
Rescue,OCAPBUJLXMYKEJ,bifonazole,Bifonazole,1,1,0.1466792395529828,0.1466792395529828,94
Rescue,KTEXNACQROZXEV,BRD-K28120222,BRD-K28120222,1,1,0.1443267178617432,0.1443267178617432,95
Rescue,HHJUWIANJFBDHT,vindesine,Vindesine,1,1,0.1405294611929924,0.1405294611929924,96
Rescue,XEFQLINVKFYRCS,triclosan,Triclosan,1,1,0.1390724310183059,0.1390724310183059,97
Rescue,VNFPBHJOKIVQEB,clotrimazole,Clotrimazole,1,1,0.1360231885093955,0.1360231885093955,98
Rescue,BFPSDSIWYFKGBC,chlorotrianisene,Chlorotrianisene,2,2,0.1330122298472744,0.0826970966162537,99
Rescue,LWQQLNNNIPYSNX,calcipotriol,Calcipotriol,1,1,0.1272263874252903,0.1272263874252903,100
Rescue,ZPEIMTDSQAKGNT,BRD-K89997465,BRD-K89997465,1,1,0.1257695780541526,0.1257695780541526,101
Rescue,TZBJGXHYKVUXJN,genistein,Genistein,3,1,0.1173060684071879,0.1173060684071879,102
Rescue,BEZZFPOZAYTVHN,oxfendazole,Oxfendazole,1,1,0.1159935741040458,0.1159935741040458,103
Rescue,FTFRZXFNZVCRSK,BIBX-1382,BIBX-1382,2,2,0.1154618863968258,0.088097847352672,104
Rescue,PCZOHLXUXFIOCF,lovastatin,Lovastatin,3,2,0.11373628510683209,0.0817227988339679,105
Rescue,SWLMUYACZKCSHZ,butoconazole,Butoconazole,1,1,0.1018012518599708,0.1018012518599708,106
Rescue,OCJYIGYOJCODJL,meclizine,Meclizine,1,1,0.1017878236723883,0.1017878236723883,107
Rescue,XSCGXQMFQXDFCW,triflupromazine,Triflupromazine,1,1,0.0997190866179519,0.0997190866179519,108
Rescue,JLGKQTAYUIMGRK,sertaconazole,Sertaconazole,1,1,0.0946497952671377,0.0946497952671377,109
Rescue,KTUFNOKKBVMGRW,imatinib,Imatinib,1,1,0.0923464831205935,0.0923464831205935,110
Rescue,AJLFOPYRIVGYMJ,mevastatin,Mevastatin,1,1,0.0914434182064456,0.0914434182064456,111
Rescue,XUKUURHRXDUEBC,atorvastatin,Atorvastatin,1,1,0.0893474833969865,0.0893474833969865,112
Rescue,WXNZTHHGJRFXKQ,parachlorophenol,Parachlorophenol,1,1,0.0854299528625037,0.0854299528625037,113
Rescue,RITAVMQDGBJQJZ,axitinib,Axitinib,1,1,0.085285919411897,0.085285919411897,114
Rescue,NNAIYOXJNVGUOM,amperozide,Amperozide,1,1,0.0839569160061078,0.0839569160061078,115
Rescue,DDUHZTYCFQRHIY,griseofulvin,Griseofulvin,2,2,0.0838119306849365,0.0517311769210176,116
Rescue,PMATZTZNYRCHOR,cyclosporin-a,Cyclosporin A,1,1,0.0823513163649629,0.0823513163649629,117
Rescue,XGALLCVXEZPNRQ,gefitinib,Gefitinib,1,1,0.0821902228577091,0.0821902228577091,118
Rescue,GCKMFJBGXUYNAG,methyl-testosterone,Methyl Testosterone,1,1,0.0819594685964911,0.0819594685964911,119
Rescue,UHDGCWIWMRVCDJ,cytarabine,Cytarabine,1,1,0.0765333716300352,0.0765333716300352,120
Rescue,QPFYXYFORQJZEC,phenazopyridine,Phenazopyridine,3,1,0.0750874331782652,0.0750874331782652,121
Rescue,WKSAUQYGYAYLPV,pyrimethamine,Pyrimethamine,1,1,0.0735894387412156,0.0735894387412156,122
Rescue,RYMZZMVNJRMUDD,simvastatin,Simvastatin,2,1,0.0722407890838864,0.0722407890838864,123
Rescue,QEVHRUUCFGRFIF,mepireserpate,Mepireserpate,2,2,0.0713279335342944,0.0391889657024584,124
Rescue,YPHMISFOHDHNIV,cycloheximide,Cycloheximide,2,1,0.0711467484640904,0.0711467484640904,125
Rescue,LEZWWPYKPKIXLL,econazole,Econazole,1,1,0.0707049109911953,0.0707049109911953,126
Rescue,QRJJEGAJXVEBNE,oxiconazole,Oxiconazole,1,1,0.0701666035514942,0.0701666035514942,127
Rescue,FTALBRSUTCGOEG,riluzole,Riluzole,1,1,0.0684481727345663,0.0684481727345663,128
Rescue,BBFQZRXNYIEMAW,aristolochic-acid,Aristolochic Acid,3,1,0.0678642234692077,0.0678642234692077,129
Rescue,KJHKTHWMRKYKJE,lopinavir,Lopinavir,2,2,0.06340792518548949,0.0405780342497274,130
Rescue,LUKBXSAWLPMMSZ,resveratrol,Resveratrol,2,1,0.060006004960985,0.060006004960985,131
Rescue,MVCOAUNKQVWQHZ,doramapimod,Doramapimod,1,1,0.058616389609937,0.058616389609937,132
Rescue,VOXZDWNPVJITMN,alpha-estradiol,Alpha Estradiol,3,1,0.0570932467967052,0.0570932467967052,133
Rescue,MKXKFYHWDHIYRV,flutamide,Flutamide,3,1,0.0553105573035351,0.0553105573035351,134
Rescue,PZBPKYOVPCNPJY,enilconazole,Enilconazole,2,1,0.0538892170361891,0.0538892170361891,135
Rescue,BGNXCDMCOKJUMV,tert-butylhydroquinone,Tert Butylhydroquinone,3,1,0.0495618051413575,0.0495618051413575,136
Rescue,LMEKQMALGUDUQG,azathioprine,Azathioprine,1,1,0.0492259879377962,0.0492259879377962,137
Rescue,WDZCUPBHRAEYDL,rifapentine,Rifapentine,1,1,0.0457696181636846,0.0457696181636846,138
Rescue,CUIHSIWYWATEQL,pazopanib,Pazopanib,1,1,0.0398402305933256,0.0398402305933256,139
Rescue,BMKDZUISNHGIBY,razoxane,Razoxane,1,1,0.0386993560546791,0.0386993560546791,140
Rescue,NMKSAYKQLCHXDK,fendiline,Fendiline,1,1,0.037972158227557,0.037972158227557,141
Rescue,OGHNVEJMJSYVRP,carvedilol,Carvedilol,1,1,0.0367634626464345,0.0367634626464345,142
Rescue,SUBDBMMJDZJVOS,omeprazole,Omeprazole,1,1,0.0342639482604179,0.0342639482604179,143
Rescue,BHKPHCKISVSDGV,benzoxiquine,Benzoxiquine,1,1,0.0238164088503778,0.0238164088503778,144
Rescue,NFDFQCUYFHCNBW,dienestrol,Dienestrol,3,1,0.0229383379910033,0.0229383379910033,145
Rescue,JCCNYMKQOSZNPW,loratadine,Loratadine,1,1,0.0222166669987372,0.0222166669987372,146
Rescue,NNYBQONXHNTVIJ,etodolac,Etodolac,1,1,0.0220865264767949,0.0220865264767949,147
