ik,ceviche_score
ARFHIAQFJWUCFH,-3.3990168671843906
UBRKDAVQCKZSPO,-1.164072393397992
YSXKPIUOCJLQIE,-0.9691830288731381
PAZJSJFMUHDSTF,1.1664655546114553
GIIZNNXWQWCKIB,-5.33230228978798
WXURHACBFYSXBI,-5.233932691982799
HRRBJVNMSRJFHQ,0.5354480624804554
DSFGXPJYDCSWTA,-0.5133631907587638
QASFUMOKHFSJGL,-0.16787996637206884
BFPYWIDHMRZLRN,-0.7715705874213793
JLICHNCFTLFZJN,-1.1981865801656202
NWIUTZDMDHAVTP,-2.6270831598725657
KSMAGQUYOIHWFS,-1.2148328120069611
INWLQCZOYSRPNW,-1.1457916661447116
NCDNCNXCDXHOMX,0.993731234193436
IUBSYMUCCVWXPE,2.0026634079843113
YRCWQPVGYLYSOX,4.327854895509846
GSNHKUDZZFZSJB,2.5233194202108638
SOYKEARSMXGVTM,0.8761509408734115
CJGYSWNGNKCJSB,2.5852166241117756
KIQQMECNKUGGKA,-2.9185969272738803
SNPPWIUOZRMYNY,1.9954687140067602
OEXHQOGQTVQTAT,-2.3530343896232555
GUGOEEXESWIERI,-9.599525182154096
VWQWXZAWFPZJDA,1.344090287797054
AQNDDEOPVVGCPG,-3.029717711950926
SGUAFYQXFOLMHL,2.934794541358778
UCTWMZQNUQWSLP,2.6217475563881667
LMOINURANNBYCM,-1.4376593585302602
ODUOJXZPIYUATO,-1.4917946753580806
SGDBTWWWUNNDEQ,0.7285477743394971
WNMJYKCGWZFFKR,-3.0160767852476056
FDMBBCOBEAVDAO,-7.070715809957409
QMGVPVSNSZLJIA,-1.6966377141495474
VYVKHNNGDFVQGA,-1.055371056187046
DJBNUMBKLMJRSA,0.5510944901734957
SGTNSNPWRIOYBX,-2.1632448821919583
ZTVIKZXZYLEVOL,0.848861014633516
CMSMOCZEIVJLDB,-0.8072524382093987
SQVIAVUSQAWMKL,5.10315606385599
AQHHHDLHHXJYJD,3.5553279594900924
UXABARREKCJULM,-8.929326007453078
OGHNVEJMJSYVRP,1.6759920681557485
TUZYXOIXSAXUGO,-0.8277460522167515
LEQAKWQJCITZNK,5.384032599130128
HOGVTUZUJGHKPL,-3.0649207534215717
RUZYUOTYCVRMRZ,0.031643983979574616
MLKXDPUZXIRXEP,-5.445990295550165
GFRUPHOKLBPHTQ,3.2146720417912578
SLVMESMUVMCQIY,0.31681160922260126
STECJAGHUSJQJN,-0.6039941857343072
ACWBQPMHZXGDFX,2.298968518996753
IMSSROKUHAOUJS,0.33200044886974417
FZSPJBYOKQPKCD,-1.930794512279834
YWJXCIXBAKGUKZ,0.36061828711639987
XPCFTKFZXHTYIP,-1.8753760967160336
WJOHZNCJWYWUJD,-2.1859050390064567
SJYFDORQYYEJLB,-1.8196848024688796
CDOZDBSBBXSXLB,-6.272963287546573
YFGHCGITMMYXAQ,3.1386097885328392
XUFXOAAUWZOOIT,0.6221150953073996
SWLMUYACZKCSHZ,0.12684323469178824
LCFVJGUPQDGYKZ,-2.498563583208592
BMUKKTUHUDJSNZ,1.9766443136950043
PUXBGTOOZJQSKH,-1.299259105614864
HEFNNWSXXWATRW,0.05005575604401479
DJDSLBVSSOQSLW,0.9200853762868967
PROQIPRRNZUXQM,-2.9273868777428875
VOXZDWNPVJITMN,-1.1243455351348057
UHDGCWIWMRVCDJ,-4.763773823165186
ZSCDBOWYZJWBIY,-5.116178093223463
DNIAPMSPPWPWGF,1.0300004397433495
DDNCQMVWWZOMLN,-1.2871543173405942
CYXKNKQEMFBLER,-6.0440615081421205
UEQUQVLFIPOEMF,-6.316387715676579
FELGMEQIXOGIFQ,1.955715388625202
METKIMKYRPQLGS,0.8759534795839541
POZRVZJJTULAOH,1.5169944822215131
FSVJFNAIGNNGKK,0.029009440738177367
JKKFKPJIXZFSSB,3.6361675083309235
VCKUSRYTPJJLNI,0.06506004866939279
IQPSEEYGBUAQFF,-0.30813661399771214
FKNXQNWAXFXVNW,-0.4558597160158273
WEUCDJCFJHYFRL,1.821676119453855
OTGJPAOGHQFBMI,0.7695627434090121
IVVNZDGDKPTYHK,-0.06452802219120321
IJHNSHDBIRRJRN,0.8679136597223209
UNAANXDKBXWMLN,-3.244304688309724
DLZUBMGMHUNDLF,-4.7780571762551665
UYNVMODNBIQBMV,-1.5335303662210733
GSDSWSVVBLHKDQ,-4.50663957110095
DWTTZBARDOXEAM,-4.5741863876935005
PJVWKTKQMONHTI,-0.4246918035638426
GIJXKZJWITVLHI,3.286930437488739
ROBVIMPUHSLWNV,0.8781645791815759
ZSJLQEPLLKMAKR,1.7162982659604027
AUVVAXYIELKVAI,-17.778857949478777
SWZMSZQQJRKFBP,-4.406696939708329
HTGCJAAPDHZCHL,5.3380164729682456
JWHAUXFOSRPERK,-0.9375251132554765
JIVPVXMEBJLZRO,-1.077284435596158
XVTVPGKWYHWYAD,-1.579096270691434
PLDZOHPIBZVDLQ,0.7792924092442444
OIGNJSKKLXVSLS,1.3995838271992698
BYJAVTDNIXVSPW,-0.06224477230391784
RXWNCPJZOCPEPQ,-8.98406249748654
GOEMGAFJFRBGGG,-0.7466978162459794
PBKZPPIHUVSDNM,-3.295765695403337
OJFSXZCBGQGRNV,-0.33142391927711023
VDCRFBBZFHHYGT,-3.4452553442097527
LKJPYSCBVHEWIU,-3.3694947611002988
XXPANQJNYNUNES,6.80238693317608
UVTNFZQICZKOEM,-0.5524898391217974
WZHJKEUHNJHDLS,0.60230205512946
OSUCQKNXQBPLDG,-0.8685025254124265
LWQQLNNNIPYSNX,1.6354921869344943
RTHCYVBBDHJXIQ,1.1839021661795024
JWBOIMRXGHLCPP,-3.628844605965034
UCHDWCPVSPXUMX,-1.7335016664183094
HBUBKKRHXORPQB,-1.7833738339481675
GNXFOGHNGIVQEH,-7.594638296735441
WYDUSKDSKCASEF,0.08830463914793751
ZMEULISFKSVRLQ,-0.7014532704495288
ZBMZVLHSJCTVON,0.08545636917096167
BEZZFPOZAYTVHN,-3.5858175409129887
MJFJKKXQDNNUJF,1.5336249526781218
HJORMJIFDVBMOB,0.88658906016062
WSSJONWNBBTCMG,1.1858869898976256
MYEJFUXQJGHEQK,-13.997893564507372
VHVPQPYKVGDNFY,2.6096205606955354
IKGXIBQEEMLURG,-0.3949402173253854
NRUKOCRGYNPUPR,-5.944343025993987
UYIFTLBWAOGQBI,0.757413147837497
YSGASDXSLKIKOD,1.018611964555976
PTGXAUBQBSGPKF,1.9267773377742194
PIJVFDBKTWXHHD,-2.7839876678712865
GSVQIUGOUKJHRC,2.48860762285279
GFNANZIMVAIWHM,0.4571360018373282
DNXHEGUUPJUMQT,2.6636374885328356
PMATZTZNYRCHOR,-0.09567031654879016
YPELFRMCRYSPKZ,0.2987787210678083
LSNWBKACGXCGAJ,-2.1217763031730366
SKPLBLUECSEIFO,5.300402347960889
NLPRAJRHRHZCQQ,4.667930291230828
RSEPBGGWRJCQGY,3.796352013068847
OZWKMVRBQXNZKK,-0.7912993656124765
BKYKPTRYDKTTJY,-0.46683477708377963
DURULFYMVIFBIR,2.4788860323630404
WUWFMDMBOJLQIV,-2.675061595854597
RAVIZVQZGXBOQO,-2.1719441022985073
OLNTVTPDXPETLC,-4.620031471248694
MKXZASYAUGDDCJ,-0.7423645126044421
RRKTZKIUPZVBMF,-1.8740058028432474
LWAFSWPYPHEXKX,1.4528788324223414
ZKLPARSLTMPFCP,0.007836511622068509
OIRFJRBSRORBCM,-4.001951410588287
IPWKIXLWTCNBKN,1.8351124868549087
YMBXTVYHTMGZDW,-2.932582012877826
CEMAWMOMDPGJMB,-1.1634556496643693
CBQGYUDMJHNJBX,3.302523357677584
AELCINSCMGFISI,5.518886413680203
HCFDWZZGGLSKEP,0.5033676248006188
WUKZPHOXUVCQOR,-1.6026641239308443
WEXRUCMBJFQVBZ,0.971594331320371
DEQITUUQPICUMR,-1.7188629081210083
NSYZCCDSJNWWJL,1.4941940503735118
YKYBWGJKLYMCFI,0.6164674181593859
BAQCROVBDNBEEB,3.2423633871252266
HIFJCPQKFCZDDL,1.2193875239692495
XFDJYSQDBULQSI,0.6282479282151169
BGSOJVFOEQLVMH,3.3904303934636597
HLFSDGLLUJUHTE,-3.684759682207877
LPMXVESGRSUGHW,-13.731170674557136
ZRJBHWIHUMBLCN,2.1474587706818387
OCUJLLGVOUDECM,-0.38025832882785254
WSEQXVZVJXJVFP,0.3483633566487433
CBPJQFCAFFNICX,1.8804617571079933
FIHJKUPKCHIPAT,-1.6275866170648368
KXNPVXPOPUZYGB,-0.6866156496616284
AZSNMRSAGSSBNP,-3.3565064963286284
HBNPJJILLOYFJU,-4.152582995981813
ASUTZQLVASHGKV,-3.7585384141452107
ADEBPBSSDYVVLD,-2.065730048155883
MJIHNNLFOKEZEW,-1.6452568984218923
KPSRODZRAIWAKH,-2.134215392056833
POPFMWWJOGLOIF,-5.758241570219549
GSYQNAMOFFWAPF,2.29274780749369
XWTYSIMOBUGWOL,0.7850194978530108
OCJYIGYOJCODJL,4.520379976533153
SUDAHWBOROXANE,-1.7826219190467565
ZOCSXAVNDGMNBV,-1.327674882535534
TVURRHSHRRELCG,-0.8350410647954254
BVMYCHKQPGEOSI,0.6045633642318685
WIIZWVCIJKGZOK,-2.0437038907696525
BIDNLKIUORFRQP,-3.612378898775056
AKNNEGZIBPJZJG,0.1490167474151149
BLGXFZZNTVWLAY,1.344592327303495
PNVNVHUZROJLTJ,-1.6595090503794874
LEZWWPYKPKIXLL,0.38661073041114447
BGYJFSXPRMOZJK,-3.867463355292826
QVYRGXJJSLMXQH,1.1910601005323929
MVFGUOIZUNYYSO,1.4310332766143041
KWGRBVOPPLSCSI,-0.21092800715167298
IWVRVEIKCBFZNF,-1.9721918196617823
LUZRJRNZXALNLM,-1.8381865769933634
NPUKDXXFDDZOKR,1.2774245423803678
OHCQJHSOBUTRHG,-2.6080007624370474
FBOZXECLQNJBKD,-2.7185764578274614
JXLYSJRDGCGARV,-1.4504538764414194
INDBQLZJXZLFIT,2.921451795631196
SUBDBMMJDZJVOS,-1.4743203074000244
WHBHBVVOGNECLV,2.7223505517114197
MWLSOWXNZPKENC,-6.205402120431755
VGLGVJVUHYTIIU,-2.5422423449508504
MNSCVRXKDINXEY,-0.09026046984245245
AFJYYKSVHJGXSN,-15.04262347091337
IOVGROKTTNBUGK,-0.09955636407654873
AGMMTXLNIQSRCG,6.73351770151112
UCFGDBYHRUNTLO,-6.999615363141271
NTJOBXMMWNYJFB,-2.1992290381558304
OZVBMTJYIDMWIL,-0.7776200566153034
ULLNJSBQMBKOJH,-3.6729459221494407
OGWKCGZFUXNPDA,-2.9348214983432666
GGUSQTSTQSHJAH,4.031119423074849
AQCHWTWZEMGIFD,6.0051323269681
PFTAWBLQPZVEMU,1.8707627406992315
NUHPODZZKHQQET,1.0178118923996302
YPHMISFOHDHNIV,-11.58448170710097
AHOUBRCZNHFOSL,-4.936527131474511
BLCLNMBMMGCOAS,1.5521752086661726
XOFYZVNMUHMLCC,0.9121407040186601
KORNTPPJEAJQIU,-0.20789464709627645
GUDVQJXODNJRIJ,-1.6330571257755353
UXVSDVSUISWXKD,-0.7941089383853598
UNBRKDKAWYKMIV,-1.1371412870896738
VLPIATFUUWWMKC,1.1717839812571325
OHXPGWPVLFPUSM,0.23340908162606955
LOUPRKONTZGTKE,-4.066445636942742
RONZAEMNMFQXRA,3.012343438526747
XIQVNETUBQGFHX,3.4846093456652323
KLPWJLBORRMFGK,-0.3530466123708531
MLYYVTUWGNIJIB,-0.45719298759984867
BUXRLJCGHZZYNE,2.498718568014431
XSFJVAJPIHIPKU,-0.3978876645342554
FEROPKNOYKURCJ,1.470571987925246
GHOSNRCGJFBJIB,-1.49837114805518
HDACQVRGBOVJII,1.196478425465311
GMRQFYUYWCNGIN,-4.457023338770134
KTEXNACQROZXEV,-5.008674532336755
DQCKKXVULJGBQN,-0.4171541619012843
CUHVIMMYOGQXCV,-1.1255763799963392
KRVOJOCLBAAKSJ,5.795060829425821
QZVCTJOXCFMACW,-0.8660680350524762
KBAFPSLPKGSANY,-2.9634763345453603
GPRBEKHLDVQUJE,4.366076413064809
YSIITVVESCNIPR,-2.089540449784421
ZDIGNSYAACHWNL,0.2800618448132507
MBUVEWMHONZEQD,-2.3525074012289506
HSUGRBWQSSZJOP,-0.3764915463809869
NARHAGIVSFTMIG,-2.1990188239179345
KPQZUUQMTUIKBP,-4.710549172478542
UZHSEJADLWPNLE,0.6508444472716466
QTGIAADRBBLJGA,2.5320474615070965
AFNXATANNDIXLG,1.2039755493985598
JTLXCMOFVBXEKD,4.187694937994376
QEVHRUUCFGRFIF,-0.39437836224518996
VQHUQHAPWMNBLP,0.30273034806634275
JVGBTTIJPBFLTE,-0.06915667611040674
BBMULGJBVDDDNI,-1.2201520609033643
GUHPRPJDBZHYCJ,2.6397681925089937
RWTNPBWLLIMQHL,-1.7142649782118613
WVVSZNPYNCNODU,-0.5176833233029269
BFYIZQONLCFLEV,-6.121412181103604
AEUTYOVWOVBAKS,-1.3212573388796858
AUYYCJSJGJYCDS,0.026049768566761312
NNYBQONXHNTVIJ,-3.127082081321894
XUBOMFCQGDBHNK,-1.3847717972737155
LTMHDMANZUZIPE,-10.98235202398279
JYGXADMDTFJGBT,-3.6775298403536554
JHOHXJYRVSLQCB,-2.270844698415928
XEAQIWGXBXCYFX,-0.022093908701009305
UBCHPRBFMUDMNC,1.0296528448602997
SPTMROWPYQRZSX,0.3274409812468625
YXSLJKQTIDHPOT,-7.952768734673327
XMAYWYJOQHXEEK,-0.8471580444122829
TVZCRIROJQEVOT,-0.31762640707695516
ZZIKIHCNFWXKDY,0.907781605205211
SKYSRIRYMSLOIN,-0.6473407787088842
RKUNBYITZUJHSG,-2.185346127246465
JRWZLRBJNMZMFE,-2.077843256494519
APGDTXUMTIZLCJ,-4.010296817623013
RGPDEAGGEXEMMM,-0.4158798018566261
JWUBBDSIWDLEOM,2.8685446519200997
BGDKAVGWHJFAGW,-0.06228934717064523
BUGYDGFZZOZRHP,-3.4024211627260637
WFWLQNSHRPWKFK,-9.256765676032009
PTKSEFOSCHHMPD,-0.017777452664877718
HDWIHXWEUNVBIY,2.019313258787412
ODKNJVUHOIMIIZ,1.815840466653425
ANGKOCUUWGHLCE,1.5166166066937294
RYMZZMVNJRMUDD,-1.3960882073235552
DMZCCFMMPHJWQY,0.423352848816481
XUKUURHRXDUEBC,-3.136651352361703
WDDPHFBMKLOVOX,-0.1112638757545145
DBEPLOCGEIEOCV,-1.4043890140147934
VEMKTZHHVJILDY,2.5190398176408575
ZNRGQMMCGHDTEI,-0.7656129780087363
JQXXHWHPUNPDRT,-2.8995435174209696
GMHKMTDVRCWUDX,2.2544027039068264
GVEAYVLWDAFXET,-5.627037316034982
ZAHQBPYQBHTECE,2.207781352102135
HDDNYFLPWFSBLN,0.17507141307290697
KLBQZWRITKRQQV,-2.567711809593691
BPLBGHOLXOTWMN,1.6037435503115522
FTSUPYGMFAPCFZ,0.27204551952361333
MNJNPLVXBISNSX,0.6916581946980218
DFBKLUNHFCTMDC,-1.7006502537164532
SYTBZMRGLBWNTM,-1.2359991207492644
VWPOSFSPZNDTMJ,-2.409474618411781
CMWTZPSULFXXJA,0.4006603007095434
NDAUXUAQIAJITI,-1.077683268297885
VXVNYCRICCVPTD,1.6682441100957954
VHYCDWMUTMEGQY,0.13058274693680885
DJHCCTTVDRAMEH,-3.1707400467378393
VWUXBMIQPBEWFH,0.8660725434245207
HSRJKNPTNIJEKV,-1.2790572047711606
UIEATEWHFDRYRU,-4.1452533173879305
UOACKFBJUYNSLK,3.255672840227313
SFLSHLFXELFNJZ,-0.7520434855491214
WHTVZRBIWZFKQO,-2.0181862491011384
LORDFXWUHHSAQU,-5.328734279229463
NETZHAKZCGBWSS,1.0518552914166797
BUJAGSGYPOAWEI,-1.9839088537844511
WDJUZGPOPHTGOT,-11.612776559250781
UEJJHQNACJXSKW,2.2671213403970425
OCAPBUJLXMYKEJ,-1.761165129900539
IMWZZHHPURKASS,-0.1817159216969982
ITJNARMNRKSWTA,3.1575510256995094
NDDAHWYSQHTHNT,1.5653242727435195
JLGKQTAYUIMGRK,3.8425336467766757
IWUCXVSUMQZMFG,3.9422214885381264
LSLYOANBFKQKPT,0.23138991314628068
KTHVBAZBLKXIHZ,2.4334540018450026
XKLMZUWKNUAPSZ,0.908547735165578
JZQKKSLKJUAGIC,2.5816172358037077
DKLKMKYDWHYZTD,1.2593878371073353
DKYWVDODHFEZIM,-1.0489118582268695
HLVVITIHAZBPKB,1.9994892981723436
ANMLJLFWUCQGKZ,-0.831781260246969
OBZHEBDUNPOCJG,-0.6311055058273861
KPJZHOPZRAFDTN,0.26621252915917176
XHCADAYNFIFUHF,0.6284424937177854
NZUPCNDJBJXXRF,-1.0687931642287778
DDLIGBOFAVUZHB,-5.321179773568786
PHWBOXQYWZNQIN,3.4083815041278154
SMYALUSCZJXWHG,0.26701786132657573
XUFQPHANEAPEMJ,-0.3783577816339453
YVUQSNJEYSNKRX,0.790018476815104
KZNIFHPLKGYRTM,-3.7869455096958995
NZZIMKJIVMHWJC,-0.7898472628811951
DMJNNHOOLUXYBV,-3.7674602984887104
CQXADFVORZEARL,-0.006391329069177159
SVFXPTLYMIXFRX,-5.466618409235972
OGAKLTJNUQRZJU,-2.657995987894229
IVYPNXXAYMYVSP,-6.6407022074629
SZRPDCCEHVWOJX,2.8721251014556457
GJJFMKBJSRMPLA,-4.3065108319323055
QWGDMFLQWFTERH,-1.406061095594664
QYQDKDWGWDOFFU,1.4896684883009645
GQGRDYWMOPRROR,2.51682093977843
RYYVLZVUVIJVGH,-0.7283193656963897
RZEKVGVHFLEQIL,0.7702238695272661
JZUTXVTYJDCMDU,-2.1155661803564114
LDMWSLGGVTVJPG,-3.366451020619351
JTEGQNOMFQHVDC,1.4117679207547207
QSLMDECMDJKHMQ,-1.2273388981937992
SGOOQMRIPALTEL,1.3671859105977389
NMUSYJAQQFHJEW,-2.3460372337590645
YZOFLYUAQDJWKV,-3.041827034493631
WAOQONBSWFLFPE,0.2729176890827243
CMHHMUWAYWTMGS,2.1277530894712458
CTRLABGOLIVAIY,1.3892550687589644
TXUZVZSFRXZGTL,0.43244200583422365
GKIRPKYJQBWNGO,1.4650580820071721
IANQTJSKSUMEQM,1.4368660104601485
TVYLLZQTGLZFBW,-0.9470710254682659
GFMMXOIFOQCCGU,2.30979404307271
SNICXCGAKADSCV,2.8865627619898744
CZFFBEXEKNGXKS,6.470587254413937
YFAGHNZHGGCZAX,1.540026062856671
JOAHPSVPXZTVEP,-1.5927633345687104
KBDSLGBFQAGHBE,0.6620069008737509
GOTYRUGSSMKFNF,1.1946871209760062
RFHAOTPXVQNOHP,-0.5567875457177209
VSWPGAIWKHPTKX,-0.8218425363542895
XFYDIVBRZNQMJC,0.20452662853814604
FASDKYOPVNHBLU,-3.18112485200605
SZWKGOZKRMMLAJ,0.6019299212820405
TZXKOCQBRNJULO,-2.2026001855056645
DCSUBABJRXZOMT,-0.45237740239248575
ZFMITUMMTDLWHR,0.9063364549132158
SHGAZHPCJJPHSC,1.5618354182150977
ZGUGWUXLJSTTMA,-1.0787273054829518
OLOOJGVNMBJLLR,1.1087136986616235
DERZBLKQOCDDDZ,0.6139535504118554
YHXISWVBGDMDLQ,-1.5859788625679219
BMKDZUISNHGIBY,-0.350634990376475
VFLDPWHFBUODDF,5.064180292753338
QDGZDCVAUDNJFG,-0.5167331050673705
DCOPUUMXTXDBNB,1.7638684150974147
DDUHZTYCFQRHIY,-4.743411342615047
QFOHBWFCKVYLES,-0.6452938210583505
UWKQSNNFCGGAFS,-8.285092586409794
VJYFKVYYMZPMAB,-2.3177356205529294
VZYCZNZBPPHOFY,3.823707837368506
BLJRIMJGRPQVNF,-1.3927096716199898
CPZBLNMUGSZIPR,2.1265250548733454
OYHQOLUKZRVURQ,3.7034535875930676
KUBONGDXTUOOLM,-4.518367964262229
VGIGHGMPMUCLIQ,-2.693062928043879
QCDFBFJGMNKBDO,-1.8309152346019224
WPVVMKYQOMJPIN,-2.6300050152704886
PCZOHLXUXFIOCF,-3.8548594064752923
FOCVUCIESVLUNU,-0.3730442759065847
FMMWHPNWAFZXNH,-3.9590219446828674
TXVHTIQJNYSSKO,-1.3476948103441706
GZHFODJQISUKAY,-2.7611803232851377
QAIPRVGONGVQAS,-4.09304021416892
QWAXKHKRTORLEM,1.3795879585054385
JBKPUQTUERUYQE,2.0634279400522724
QBPFLULOKWLNNW,-3.0657454763865677
RDFCSSHDJSZMTQ,-3.8069796310914086
NCEXYHBECQHGNR,0.0203493326209614
MIQPIUSUKVNLNT,4.0591424702195456
MFWNKCLOYSRHCJ,3.573617481220234
GBABOYUKABKIAF,-0.5557532428398632
BDYYDXJSHYEDGB,-3.7474836255002715
RGCVKNLCSQQDEP,0.09232835576273757
YDDXVAXDYKBWDX,0.042622447534026026
HEMJJKBWTPKOJG,1.356975587119565
ICFJFFQQTFMIBG,0.8139323848687583
BSYNRYMUTXBXSQ,-2.043772354445297
AOCCBINRVIKJHY,-6.163393852125609
WHQCHUCQKNIQEC,1.914151607569364
CBEQULMOCCWAQT,-2.243893418148821
UNFWWIHTNXNPBV,-3.034336788646171
NOIIUHRQUVNIDD,-0.31220277845774336
SMANXXCATUTDDT,-0.16802662974130383
ZJJXGWJIGJFDTL,-2.6307151277603986
ZPAKPRAICRBAOD,-0.2730869152699848
KYRVNWMVYQXFEU,-1.9970484100542134
LNPDTQAFDNKSHK,-2.5003498423796313
CPTBDICYNRMXFX,-1.303447377324313
TUFADSGTJUOBEH,-1.7519382867969395
FLOSMHQXBMRNHR,1.3732072839488871
FAXGPCHRFPCXOO,-1.250686095045129
JXTHNDFMNIQAHM,-5.2814816000445095
TZRHLKRLEZJVIJ,-4.850795229625809
SECKRCOLJRRGGV,3.1043534671331585
FPIPGXGPPPQFEQ,-5.611795712434011
ZCDNRPPFBQDQHR,-1.2932179603000094
HKXBNHCUPKIYDM,-6.469778341768996
KMPWYEUPVWOPIM,-3.2994237475133876
WMWTYOKRWGGJOA,2.372356447998515
LAINPTZBIXYTIZ,-3.717217939249755
ORRZGUBHBVWWOP,0.6830388109913801
MINDHVHHQZYEEK,7.88592673228189
MDLAAYDRRZXJIF,-11.993578002995832
NQDJXKOVJZTUJA,-3.261205342675603
RSUVYMGADVXGOU,1.8852898311776298
XQYZDYMELSJDRZ,2.0739775185657896
UGTJLJZQQFGTJD,-4.962632860174405
OBWGMKKHCLHVIE,0.6668340570971265
VNFPBHJOKIVQEB,-3.9492773419710026
WYWIFABBXFUGLM,-0.198442842811341
BTFMCMVEUCGQDX,-3.2137621288378795
