ik,ceviche_score
ARFHIAQFJWUCFH,0.9386440888025653
YSXKPIUOCJLQIE,0.882842207893198
PAZJSJFMUHDSTF,3.007270520814262
GIIZNNXWQWCKIB,-1.3938246002134331
WXURHACBFYSXBI,4.7347539283007425
DSFGXPJYDCSWTA,2.249079726533441
QASFUMOKHFSJGL,-1.378641331673971
JLICHNCFTLFZJN,1.283928596227496
NWIUTZDMDHAVTP,2.010884974619287
KSMAGQUYOIHWFS,7.163676187213244
INWLQCZOYSRPNW,1.4539993753591227
IUBSYMUCCVWXPE,-0.25900109210412287
YRCWQPVGYLYSOX,3.018191133559935
GSNHKUDZZFZSJB,1.0674242702188808
SOYKEARSMXGVTM,-1.204238702154549
CJGYSWNGNKCJSB,-1.0944193014604522
KIQQMECNKUGGKA,-3.4896272972276754
SNPPWIUOZRMYNY,-0.18352148293582632
OEXHQOGQTVQTAT,-1.333447499142657
GUGOEEXESWIERI,-6.826280516837301
SGUAFYQXFOLMHL,-1.8831383063603377
ODUOJXZPIYUATO,-0.6332524653127122
WNMJYKCGWZFFKR,-0.8554767532413199
QMGVPVSNSZLJIA,-3.4610583984111982
VYVKHNNGDFVQGA,-2.2048125234613662
DJBNUMBKLMJRSA,-1.4828993967594106
SGTNSNPWRIOYBX,-1.191439295399084
AQHHHDLHHXJYJD,2.462076426174421
OGHNVEJMJSYVRP,5.473685373441817
LEQAKWQJCITZNK,5.366501978798136
GFRUPHOKLBPHTQ,1.7800912593417357
SLVMESMUVMCQIY,-1.4227648901274836
STECJAGHUSJQJN,1.1319321983597597
IMSSROKUHAOUJS,-4.264054241802194
FZSPJBYOKQPKCD,-2.9613772813004346
XPCFTKFZXHTYIP,-2.6631639991687055
SJYFDORQYYEJLB,-0.23401784684188146
JVJFIQYAHPMBBX,-11.964874801379066
YFGHCGITMMYXAQ,-1.6821451344577196
XUFXOAAUWZOOIT,-4.640396200629382
SWLMUYACZKCSHZ,-2.9840083121195176
LCFVJGUPQDGYKZ,-1.556770991301092
PUXBGTOOZJQSKH,3.9430384727709833
VOXZDWNPVJITMN,-5.659868998356006
ZSCDBOWYZJWBIY,-0.18629403265847239
DDNCQMVWWZOMLN,2.3432942346417134
CYXKNKQEMFBLER,-2.975613362094908
FELGMEQIXOGIFQ,-0.15771964687902504
POZRVZJJTULAOH,-1.8049431686719437
FSVJFNAIGNNGKK,-5.163706928978074
JKKFKPJIXZFSSB,-3.099504238212545
VCKUSRYTPJJLNI,3.890995336211796
IQPSEEYGBUAQFF,-4.677806177747785
FKNXQNWAXFXVNW,4.350875969942163
OTGJPAOGHQFBMI,5.1788610862797295
IVVNZDGDKPTYHK,1.5791023568356992
IJHNSHDBIRRJRN,1.0912305044430421
ROBVIMPUHSLWNV,3.189672937897589
AUVVAXYIELKVAI,-3.518936414232149
SWZMSZQQJRKFBP,-2.5821642259868858
HTGCJAAPDHZCHL,-2.2102012482638678
JWHAUXFOSRPERK,0.6993108064544146
JIVPVXMEBJLZRO,-1.4578047265817136
XVTVPGKWYHWYAD,0.032014211968609575
PLDZOHPIBZVDLQ,0.5257260314407757
OIGNJSKKLXVSLS,-1.350315834482623
RXWNCPJZOCPEPQ,-8.42932725568444
PBKZPPIHUVSDNM,0.4963723863209262
PTVWPYVOOKLBCG,2.967792405331362
OJFSXZCBGQGRNV,1.7802007531409516
VDCRFBBZFHHYGT,-2.220604339772803
LKJPYSCBVHEWIU,1.8785125193029304
UVTNFZQICZKOEM,0.8128784310044752
RTHCYVBBDHJXIQ,4.497680254441644
