ik,ceviche_score
ARFHIAQFJWUCFH,-3.1883070672116696
UBRKDAVQCKZSPO,2.0292225158834443
YSXKPIUOCJLQIE,-3.8496194508866903
PAZJSJFMUHDSTF,-4.125838654763577
GIIZNNXWQWCKIB,-3.1869051714662926
WXURHACBFYSXBI,-6.209330915438577
HRRBJVNMSRJFHQ,1.586019086570624
DSFGXPJYDCSWTA,-2.7870031146838414
QASFUMOKHFSJGL,-0.7672876032467211
JLICHNCFTLFZJN,-4.295581085055252
NWIUTZDMDHAVTP,-0.8172280718303541
KSMAGQUYOIHWFS,-6.797796091448556
INWLQCZOYSRPNW,3.5535310589763927
NCDNCNXCDXHOMX,2.5515056144497654
IUBSYMUCCVWXPE,-4.317206301964099
YRCWQPVGYLYSOX,3.282023683763077
GSNHKUDZZFZSJB,-2.2127844037893407
SOYKEARSMXGVTM,-2.6976187680039536
CJGYSWNGNKCJSB,-4.875149249131364
KIQQMECNKUGGKA,-3.733806801792952
SNPPWIUOZRMYNY,-3.4528005553320313
OEXHQOGQTVQTAT,-3.996131432748936
GUGOEEXESWIERI,-3.017288430125653
VWQWXZAWFPZJDA,-0.7399434835709924
AQNDDEOPVVGCPG,-0.37452845773265286
SGUAFYQXFOLMHL,0.26606441472688025
UCTWMZQNUQWSLP,2.8257535713853725
LMOINURANNBYCM,-3.4963819066595234
ODUOJXZPIYUATO,-0.9367695688109892
WNMJYKCGWZFFKR,-0.24527800302026959
FDMBBCOBEAVDAO,-4.007526597296685
QMGVPVSNSZLJIA,-4.099099093746546
VYVKHNNGDFVQGA,-6.7241020043798
DJBNUMBKLMJRSA,-4.079068761651632
SGTNSNPWRIOYBX,-1.429909327822954
ZTVIKZXZYLEVOL,-0.34411712528727917
CMSMOCZEIVJLDB,5.994859899586055
SQVIAVUSQAWMKL,-2.642052340974829
AQHHHDLHHXJYJD,2.5909265727697273
UXABARREKCJULM,10.171985645501632
OGHNVEJMJSYVRP,-2.095028530334831
TUZYXOIXSAXUGO,-3.4989500548593977
