ik,NR-AR_chem_logit,NR-AR-LBD_chem_logit,NR-AhR_chem_logit,NR-Aromatase_chem_logit,NR-ER_chem_logit,NR-ER-LBD_chem_logit,NR-PPAR-gamma_chem_logit,SR-ARE_chem_logit,SR-ATAD5_chem_logit,SR-HSE_chem_logit,SR-MMP_chem_logit,SR-p53_chem_logit
OLBCVFGFOZPWHH,-1.4689558248659398,-2.380528337658774,0.6841902536363446,-0.9874228950122244,-0.47212813577507945,-1.7189615833584084,-2.4278862199434514,0.09851591153547898,-1.3513783685364318,-0.3365744207141976,0.0843820132907716,-0.7703498048662174
OLNTVTPDXPETLC,-1.146683599476636,-2.3162570063740935,-0.9349204844344039,-0.8167462285328877,0.18190588641869618,-1.3158509370547746,-2.2554215131320587,0.30043537677066634,-1.7409613318246877,-0.5141850117046922,1.490519330929848,-0.6740742450308236
OLOOJGVNMBJLLR,-1.1263032799955068,-1.860861907899523,-0.40938975318630416,-1.1762698260960287,-0.03421429488753213,-1.829942642863598,0.850500970723205,0.7166684855358811,-0.42928848464407043,0.5762937802024174,0.6605605945750751,0.4514447655261749
OMFXVFTZEKFJBZ,1.5476444892499404,2.1151930665554888,-2.861233640283971,-1.3556596768124152,0.05185955273114323,-0.4455020002795296,-3.2489846493632575,-0.5251114960487941,-2.397370999765358,-0.697455783136424,-2.085176540285685,-1.248263506687881
OMZCMEYTWSXEPZ,-1.184072741096241,-1.9781808098648783,-0.023811913204890903,-1.1115146959151314,-0.9326363650230413,-1.6100927255371855,-1.412930634969585,0.3141556885395057,-0.7754625696822396,-0.5426055592301365,-0.8883022155293897,-0.4754139417129546
ONKUMRGIYFNPJW,1.193460883932147,1.9001797143345542,-2.4730770991899425,-1.0078945949848857,1.070683141841679,0.7479124051569898,-1.9999528336457997,0.7045609426355968,-1.6946949212186335,-0.46938626808606654,-0.3144749699473237,-0.967788971201557
ONWXNHPOAGOMTG,-0.5641163047314313,-1.6040414242839678,-0.9585824916174681,-1.1846704874942477,-0.4848744169545467,-1.359003708094165,-2.604538524200473,-0.27793305369740856,-1.2032846824493326,-0.6418614176918872,-0.30101631828320735,-0.6163946586036875
OOGJQPCLVADCPB,-1.2560895548743232,-2.329689585527814,-0.40712253669382953,-0.7905597019202034,-0.4754883628646558,-1.8153894608445658,-2.5314705041482695,0.19940633192831342,-1.6035900751020913,-0.4737586340633252,-0.18801345320259916,-0.815921814614603
OOUGLTULBSNHNF,-1.3158616144028377,-2.239131973892943,0.12812376986125854,-0.27493476819619483,-0.5701885706767724,-2.2333765702898054,0.2179617398227556,-0.013710802999464216,-0.2521436527673897,-0.6458433478285847,-0.9526503930222248,-0.8509622249844543
OPNUROKCUBTKLF,-1.3419873806447653,-2.3946796421118046,1.8344115171992186,-0.699305808131888,0.2513956566411502,-2.559650207527883,-2.703999216248305,0.07831463942657502,-1.3458159734479012,-0.4776827756840435,0.545522646627847,-0.8890286771660343
OPQRBXUBWHDHPQ,-1.249976737016455,-1.9572345581127537,0.23785746586305404,-0.5794487849133743,-1.3467870679634624,-2.1652283193802404,-3.058714385507513,-0.7314167687022163,-1.1114224425437496,-0.649967158614214,-1.2354152450443476,-0.22989926506050926
OPXLLQIJSORQAM,-0.609368965950873,-1.9188947261517781,1.6811338625598176,-0.8622307920017102,-0.5488083973521724,-2.0756101797027235,-1.6611332456619992,0.42365954135520517,-0.5355451380485461,-0.5674456395452938,-0.8115440783369853,-0.4287785389997539
OPZKBPQVWDSATI,-1.3966436789332408,-2.338334045277504,-1.3166791954460835,-1.1060551648963477,-1.2302897544024773,-1.6829993360016466,-2.4768749866671174,0.009575797772859924,-1.1627690258327872,-0.435485056219818,0.03091921342049359,-0.7073227900651601
OQDPVLVUJFGPGQ,-1.5763847459790306,-2.3528449586905493,0.1431253562755489,-0.9176847476885641,-1.2710988877041636,-2.4335537952269655,-2.8433239558085783,-0.6400306729929979,-1.4970554829244993,-0.6136288464361892,-1.9425818967290054,-0.9959353872693941
ORNBQBCIOKFOEO,1.2117468585389586,0.723831053025175,-2.6000283009131886,-1.1326052602177294,1.0766708264433433,0.6704311081703386,-3.284296627790082,0.06297030798302844,-2.6983744738968767,-0.6225414086602405,-1.5148307664966123,-1.2100142796616795
ORRZGUBHBVWWOP,-0.8048808053121871,-2.34956091797184,-3.13030404207873,-1.7612115008349365,-1.9318757706064436,-2.5173590871092117,-2.7815817693406353,-1.693690231748616,-2.0985086325882434,-0.8410837437077228,-2.5471149676288865,-0.9333032377625141
OSUCQKNXQBPLDG,-1.0682642703910479,-1.9400556792474482,0.03356801768228425,-0.23647486276983842,-1.180368971025489,-2.0447734011010157,-2.206089171052598,-0.2291065722272169,-1.0099435993695884,-0.5888351548575872,-0.025246552921425722,-0.725221573205693
OTGJPAOGHQFBMI,-0.959573193631533,-2.041002963574117,-0.3308407304774068,-1.2821529969297871,-1.8430919450003482,-2.3984286999233118,-1.369253076074458,-0.5775355659533506,-1.1718072484304192,-0.6792837910392479,-0.9043095593654956,-0.762091866722505
OTVAEFIXJLOWRX,-1.1726985605149272,-2.1264133467476576,-2.5145748479800014,-1.5542472045826503,-1.3087789831181476,-2.7420954991478306,-3.0601115181400593,-0.5056567967114335,-0.8545513888218799,-0.5942434065001441,-1.450064301202907,-0.7880715833058431
OUDSBRTVNLOZBN,-1.5983474327076992,-2.426173784879696,-2.1030901656899523,-1.6748549676684223,-1.776100187957245,-3.2241060350283512,-3.9237139602356934,-1.3433765464708578,-2.460392149707983,-0.7563317509122743,-2.416625830030462,-1.3621557208130204
OUJTZYPIHDYQMC,-1.090666997136791,-2.2185494386512437,-0.9986393965103578,-0.523242561123516,-0.9247355342027944,-1.968737870742526,-1.1962390185265253,-0.4021620176776391,-2.0526418170292615,-0.6625049396100381,-1.1271781138733459,-1.0055806836828947
OVBPIULPVIDEAO,-0.9762981512101607,-2.030354313912026,-0.43475417273775857,-1.6826726155325924,-1.0149709034618826,-2.4710410081605927,-2.6359311732240296,-0.3045091905386759,-0.5796180197922538,-0.7667313965456791,-2.4177590414358163,-0.5869174992459418
OVCDSSHSILBFBN,-1.1910087811411876,-1.9648688752883348,0.8165970026406628,-0.44294253536513756,-0.7511710298074903,-1.4185708675130433,-2.786871761742751,0.9081201144779416,-1.0108751536743954,-0.4435887539286234,0.7789679774836038,-0.3339154350454929
OVGGLBAWFMIPPY,-0.8294689642527406,-2.040964775642257,0.32300646640307523,-1.4572185855034558,-1.3085248196978745,-1.8289895652721433,-2.375399611535273,-0.46785637107226796,-1.0610665393678367,-0.7090980973944843,-1.7376844598763777,-0.8786592431610821
OVGORFFCBUIFIA,-1.3633822358976522,-2.363436057616527,-0.9151447723899491,-1.0466677464790752,-0.5769347814195072,-2.0371895036208443,-2.794512587605257,-0.6298697870545591,-2.0088620434340783,-0.48755386769545184,0.07479463010422116,-0.9915272960867851
OWQUZNMMYNAXSL,-1.125111675648496,-2.225138986224331,-1.4007952795024852,-1.1942261571513675,-0.9529574800342429,-2.1643212226259347,-3.288415671796421,-0.18804521095895227,-1.8013684518545139,-0.2678389251428069,-1.042956512826728,-0.8045869742558494
OWYLAEYXIQKAOL,-1.3904300633411595,-2.428407720799605,-0.5926292448879369,-1.3999775706648943,-1.3999527921675434,-1.9895669580409348,-3.5850616460526585,-0.5402625049974632,-1.6031893513471507,-0.5894405519499158,-1.7856492658665168,-0.9972504490541767
OYHQOLUKZRVURQ,-1.4856336651377477,-2.3676882301484627,-3.090500514900893,-1.0463455727994018,-1.170237413147676,-1.9823617411813783,-2.989201737994123,0.2378965129398885,-2.324471719925027,-0.40973833677500393,-0.00901182134324348,-1.0355846934737853
OYPPVKRFBIWMSX,-1.5269761865321776,-2.1645839244862923,-0.08179852842846505,-0.05027992543251461,-0.9722523110624186,-1.8693613671770895,-1.3716492017241753,0.1934503507243012,-1.0117047117680724,-0.45491108314817785,0.42040837628397765,0.49489580131004585
OZGNYLLQHRPOBR,-1.416889189539144,-2.1676052712964426,0.49124910435427827,-0.934277945133599,-0.4360614459540617,-1.745796392291283,-0.7769148973469707,0.07826458430996525,-1.2044156007976423,-0.4415894411958878,0.07307931743357583,-0.08166778984111518
OZLPUNFFCJDMJD,-1.3709678264134415,-2.283731909232763,-1.3173306348524556,-0.9495307265149056,-0.9260383600064188,-2.3224788722079035,-2.045113739216376,-0.63480557679426,-0.47526452050445206,-0.6467770088338952,-0.8859628699986699,-1.1780521870396676
OZVBMTJYIDMWIL,-0.5848105455505442,-1.6995610199098734,-1.6482682915956353,-0.9804419304884957,-0.9114936606951309,-1.464601166271719,-1.1425300509985867,0.15080874837726327,-1.4918073889041925,-0.6228461255428553,0.2836550543870983,0.08150007065851309
OZWKMVRBQXNZKK,-1.3315710367758546,-2.2017970801471045,-0.48985794200149635,-0.5694365930882086,-0.735135985995268,-1.7960550170542033,-1.6560995498510285,-0.17564655875712867,-0.8955678661186617,-0.5950313400290719,-0.98198541509708,-0.518272199904586
PAZJSJFMUHDSTF,-1.4720771442474263,-2.3236221704484445,-0.51933122955074,-1.2126812923164703,-1.23962889373449,-2.0544919470259044,-2.196651170474253,-0.84233887374496,-1.2407506571863072,-0.5524105762892245,-1.464365240286929,-0.5794630188722815
PBBGSZCBWVPOOL,-1.3012184235990452,-2.320406594346421,-0.21774260242956248,-0.6855634638702935,-0.3155960820895761,-1.345234454976934,-2.59450005150268,0.9453040146851427,-1.2427447585411615,-0.34134843500353385,2.156462112016381,-0.3201419483637361
PBCZLFBEBARBBI,-1.2920016744621652,-2.263830926314418,-0.29496942274034,-1.422328391532043,-1.3662312000900316,-2.9697767776030477,-3.5775982659917505,-0.8687397619582913,-1.837570131618136,-0.6295727853423967,-1.0243448839735252,-1.1194393620646734
PBJUNZJWGZTSKL,-1.0818880667400776,-2.1433607015815155,-1.2519826087805541,-1.227485312777838,-1.056050531379795,-1.9647930422723505,-1.4282210223301675,0.1588197490996065,-0.9815877131503554,0.01647241406611637,-0.23171254274575295,-0.37930630006463
PBKZPPIHUVSDNM,1.8603563229696647,2.4635239086717933,-2.898569829150684,-1.3293809233196916,1.1711601001335126,0.8911605333323173,-3.2656632975145174,-0.06599173681056608,-1.904222128820566,-0.663792029208092,-1.693435186608208,-1.0342781132535506
PBMSWVPMRUJMPE,-1.0278466501147585,-2.2637841113967943,-0.38941745093001773,-1.514890871414327,-1.641167942842014,-2.4589341946392977,-2.594104386169851,-0.3796757883587843,-1.8183480205329812,-0.6368817955865541,-1.0697230689445028,-1.044420877953074
PCLITLDOTJTVDJ,-1.070093672366361,-2.3423900619636955,-0.12835182553299085,-0.9208627078641166,-1.2386814889801618,-2.5097552877864646,-2.2959780508181207,0.18010154384998225,-1.1499983107904268,-0.2691683906328807,-0.31728255607065287,-0.7033073537104421
PCSWXVJAIHCTMO,-1.1375013975817374,-1.498722312154716,1.3466541882289527,-0.42162284396893285,0.0403678071704799,-2.015388847710423,-2.549027583746831,1.1989113706131203,-0.31516725029934717,-0.3110564353422332,0.507316049533588,0.3146192451399656
PCTRYMLLRKWXGF,-1.362249297816851,-2.084218707484086,-0.5027868012021439,-0.4664687764353192,-1.2791776667355257,-2.398588588667089,-2.5258053260625455,-0.2784205196189003,-1.9058767228872906,-0.6670143829307635,-1.3583641582607477,-0.9833231639910538
PCZOHLXUXFIOCF,-0.25114225586896305,-0.4247972403820698,-3.06685110151889,-0.441630528245722,-0.24269593798752878,-0.7703128685658692,-1.9067532443397903,-0.37604940794847963,-1.2209797733624865,-0.5806980560737831,0.39055347277432906,-0.5432253702556892
PDWUPXJEEYOOTR,-1.647636813437366,-2.4265315218833132,-0.12208471450769802,-1.3690397350503187,-1.3410860909706535,-2.352623735259904,-1.541066763016392,0.10420245889885665,-1.5437498050549288,-0.039529284423763814,-0.6238045263492983,-0.9930050592208668
PFOLLRNADZZWEX,-1.2143421970075647,-2.0989680032889564,-2.305843438891343,-1.4583974216320792,-1.1199593931440002,-2.427447011389577,-2.807609223309133,-0.6890597489902676,-1.963130149977521,-0.677828163120749,-1.8790687265996473,-0.7257469412114285
PFTAWBLQPZVEMU,-1.0855070145722927,-2.3558912511958274,-0.3099512986976384,-1.1143306156243236,-0.878630072971132,-2.000764733521391,-2.3684960953590553,0.4232436393254344,-1.1263733271229521,-0.46885178855381826,-0.03134013069010279,-0.300906620620729
PHLBKPHSAVXXEF,-1.3664991324130629,-2.1376234922454174,-0.48594225590796675,-0.6971977045888239,-1.4420658516883706,-2.6663567716060954,-2.47275207131672,0.09881685647278204,-0.869006212579583,-0.6240351142664218,-1.6324199393859837,-0.8716938143433772
PHTUQLWOUWZIMZ,-1.227219749570167,-2.0564720015497824,0.8612676766980694,-0.5816469573436626,-0.7516447523944629,-1.7603643552845956,-2.2389508003298717,0.4391263514709936,-1.418134230967584,0.5587984108815449,0.8972573847707176,0.029913178479570524
PHVGLTMQBUFIQQ,-1.288695887256161,-2.2175847491010883,0.581467635085876,-1.0034341162321694,-0.3361022383789762,-1.5066919451287035,-2.6965373424421477,0.31332370104736096,-1.5976356114217674,0.49358351076708085,1.561042259686757,-0.12675629598841304
PHWBOXQYWZNQIN,-1.050642520159872,-2.14596723943897,0.3924628590732415,-0.5463495699386804,-0.8765713132061583,-1.9269393881269705,-3.0673156492396387,0.3433006467324832,-1.3885815607160363,0.38187466612424104,-0.22929749802295923,-0.6563099101512736
PIJVFDBKTWXHHD,-0.8485709036775505,-1.9932912716271067,-0.6520002142289518,-1.4759411803242701,-1.4546614514680027,-2.6119516343052487,-2.5965390011592007,-0.613103806238612,-1.5097283597606306,-0.5688134683046279,-2.0170588493632793,-0.6174397554324018
PJDFLNIOAUIZSL,-1.5607825598137206,-2.4583287238118823,-3.67021970901765,-1.7089222075129773,-1.6273114681549776,-1.0621040252385012,-2.656133418760978,-1.5107654226034868,-2.1304305881111314,-0.922799098629492,-2.8666475744119833,-1.4504049366349492
PJSFRIWCGOHTNF,-1.3184871342939972,-2.3290157946269447,-0.6988867050248008,-1.5833164162068016,-1.596045510824816,-2.8083850022269035,-3.335785785025439,-0.8694480375682925,-1.759458957307428,-0.7360017024104716,-2.107633868644322,-1.2275095767935686
PJVWKTKQMONHTI,-0.9248239489699713,-1.9074635329039669,-1.1515855474497194,-1.0736369876667826,0.25099000043425496,-1.4270721551910646,-0.061412468295965805,0.1948634596998851,-0.9911855500481432,-0.5492793818014111,0.9066957310044015,-0.3320118643428935
PLDUPXSUYLZYBN,-1.3293800911526956,-2.1672166347798565,-0.4422778972401531,-1.1722243890781734,-1.1225829055999084,-2.697394769744709,-2.7174315133569227,0.07293627701461954,-1.5255614468528553,-0.48592452136998054,-1.3006106099261294,-0.670781495239331
PLDZOHPIBZVDLQ,0.28323369943849297,-1.1192666955096118,-1.3498645657310113,-0.7872908209235976,-0.7524614380224025,-1.900622784710366,-3.328097177737784,-0.3402124159451719,-0.9612501641157323,-0.7140337549969856,-0.9649775668831686,-0.46948628841208817
PMATZTZNYRCHOR,-0.7365510396433518,-1.9318162252900488,-3.240687334385032,-1.7317094767588905,-1.2731493826920595,-1.7084195437624412,-0.9555450206051117,-0.5957334355957717,-0.22503722252006753,-0.767810898615914,-1.4158958588975101,-0.23192210437148048
PMRYVIKBURPHAH,-1.1527436136980598,-2.4280735794556336,-1.5736243476144418,-1.200417355026495,-1.3026278637074122,-2.8170767097478366,-2.9874609602197086,-0.9880216222857761,-2.187578902313699,-0.6407615662725581,-2.1697304410039657,-1.1802171966895216
PNVNVHUZROJLTJ,-1.0073228880363918,-2.233624060742747,-1.453955907096537,-1.0759306997801106,-0.7840757284135689,-2.058355515452758,-2.470862590438998,-0.37776738597267795,-1.3977028218124345,-0.5386164174141148,-0.5707550808314759,-0.9068828389957604
POPFMWWJOGLOIF,1.5171182950227105,0.07415825864571347,-3.2689870849667804,-0.7553082578084522,0.10599740460277095,-0.44971370428974133,-1.8521837448554241,-0.6603144752619857,-2.1711858048736423,-0.7295937248717396,-1.437209573246622,-0.9012866707778426
POZRVZJJTULAOH,1.152628809838954,-0.2792332663305247,-1.2419352603218867,-0.7084319505714712,1.3347661224912424,2.2430413887098117,-3.425303350256395,0.7059710779948517,-1.504536809990456,-0.5297714770038144,0.49381396282109363,-0.4829034088671719
PPQNQXQZIWHJRB,-1.2911641849474282,-1.723747566828842,0.9643144013630647,-0.9880283823543812,1.0332753540844275,-1.1602246246219439,-1.101583998672086,0.7733535377192996,-1.478952174219531,0.012378433449774079,2.5000130270208225,0.5175932684854327
PQFRTXSWDXZRRS,-1.3301057031252002,-2.146103705594538,-1.5732442832356055,-1.028411471062279,-1.375054223321317,-0.5557467833932458,-2.0257912373624825,-1.287149191337743,-1.6138504443813086,-0.7917982958794259,-2.5862347648592463,-1.1600894741867696
PROQIPRRNZUXQM,0.8073366409193885,-0.7876356797620999,-0.6059752394329507,-1.2905460831220739,0.9071694633609086,0.6643745258590613,-2.4303676800008276,0.059499257065740295,-1.7712147620707916,-0.5153320061141676,-0.03759988371750271,-0.7390820503910802
PSIFNNKUMBGKDQ,-1.2856710729397072,-2.03071980953027,-0.25328270017208915,-0.400998337869063,-0.9441236233978196,-2.278612856971192,-1.8520067993577651,0.46261238017894785,-1.5406229866583214,-0.5224199512030135,-0.546504445846075,-0.6555897309553469
PTGXAUBQBSGPKF,-1.3556336159400597,-2.340551621778512,-1.0869701183902807,-1.157422062820351,-0.6281717954145595,-2.0746150478043575,-3.2480359015875133,-0.058378253190550324,-1.5808659467353405,-0.5801863832720722,-0.23385661183081824,-0.9555251578667057
PTKSEFOSCHHMPD,-1.4010976050914516,-2.404203099610063,-0.6898611147883855,-1.2620545256435447,-0.9863838080286323,-2.4875290011264735,-2.095786457721697,-1.3164637951820732,-1.6077952603008372,-0.7270606511735312,-2.185642874981787,-0.9570621100959835
PTOAARAWEBMLNO,-0.8524045783141595,-2.19831725327253,-0.12465059636994598,-0.8280538607820453,-0.9405241991373422,-2.1248984237860684,-2.285833434279897,-1.2682216497882275,0.06897420954064498,-0.7820062189972601,-1.7013155347236535,-0.738444833218535
PTVWPYVOOKLBCG,-1.211725255532148,-2.263872073976222,-1.24881839412487,-1.4440543773633694,-1.1205852493632864,-2.9050009139404898,-3.458721409645925,-1.2308586314893795,-1.1526915600418883,-0.6839041577962454,-2.3558444618625267,-1.044599795326866
PUFQVTATUTYEAL,-1.1602720498450705,-2.1471200532193193,0.1249290710558901,-0.7937776752887179,-1.0511907817316017,-2.2401580970720305,-0.959591162304738,-0.21150859927064905,-1.4697372365375796,-0.6129038522519853,-1.417589340855688,-0.6692425136182302
PUXBGTOOZJQSKH,-0.9562894496642956,-1.1130325622184074,0.3371452556801419,-0.005027558068504697,-0.3338849011690725,-1.0291042273807802,-1.6178301107946051,0.6179274330561871,-1.112368458723123,-0.485525100352703,-0.24621336608281572,-0.2318164347266985
PVLJETXTTWAYEW,-1.1199440455913394,-2.2264249645440684,-0.02091371720819852,-0.8331358677220592,-0.7533156456550606,-2.2861217610980082,-2.40687678902283,0.29361696001151627,-1.3325617008501225,-0.6165261508904576,-1.5074960777536779,-0.9268220842057053
PVNIIMVLHYAWGP,-1.6518225572986338,-2.458479880416812,-0.9081637988059962,-0.9176553574656519,-1.487274954190751,-2.203461263452125,-2.0617189993564056,-0.876327667995804,-2.1114661054927737,-0.8372559891805575,-3.092643660464267,-1.4749133436408515
PWKSKIMOESPYIA,-1.257613149706086,-2.3837993969764746,-3.9542425708844284,-1.712773377634372,-1.6321189502934472,-2.494055234870408,-2.714449284164686,-1.7287290253051726,-2.0353526688847987,-0.9283726656002054,-3.131041871644783,-1.2659531051233281
PYZRQGJRPPTADH,-1.4494944852988412,-2.129116928745241,0.8281097738434641,0.10074658394533899,-0.47246724246035443,-1.9625110947129123,-1.649558162434972,0.12708996591477892,-0.14978993284037748,-0.5579446180702121,-1.1051067288831486,-0.7704133137774968
PZBPKYOVPCNPJY,-1.6340174148333217,-2.2552979459513662,0.28034179117271224,1.1343544209326528,-1.0821956224890792,-1.5433053622907988,-1.7511300979608506,0.4691220657765848,-1.721054565134137,-0.46052918550445393,-0.34844579690663674,-0.6032077974873128
PZRHRDRVRGEVNW,-1.1065022923746795,-2.2308774793598167,-0.45050527207317614,-0.7210917846766832,-0.9536137957383315,-2.1192989660183157,-2.676324142710987,-1.1270403500051667,-2.0588480152383695,-0.6816377186028051,-1.5399211050832233,-0.5605692181419746
QAGYKUNXZHXKMR,-1.3014167435575614,-2.333217711321063,-1.4580183233488972,-1.4512458861219955,-0.93885388303957,-2.183987092164726,-3.081184180879975,-0.43760330094670086,-1.8513261737364886,-0.6271824768437826,-0.09823916921241724,-0.8053259156243116
QAIPRVGONGVQAS,-1.3402758388698357,-2.2834065501288148,-0.6912130161401475,-1.6513458201668971,-1.3051674549227978,-1.0306153576680686,-1.38403064833331,0.43523130108883024,-0.7776575167035978,-0.5912192889512038,-1.6721712992994728,-0.8057241692365767
QANMHLXAZMSUEX,-1.5013710495964545,-2.29545060813869,0.7728433148171658,-0.7408192683423345,-0.6743413573585211,-2.5958933087784355,-2.042552859381748,-1.0772762520960963,0.5877138491877474,-0.7094144371727183,-1.4088943123742481,-1.0329765356212133
QASFUMOKHFSJGL,1.1063284857995228,-0.41585864697137276,-3.064659552353304,-0.8915323666302558,0.2763899280842003,-0.7695500973975843,-2.979905017118252,0.2942000579099841,-1.7055170596404032,-0.6250045646847457,-1.215932160897157,-0.6889872831796754
QAXBVGVYDCAVLV,-0.5902603772547467,-2.0628178041249754,-0.8619587137998003,-1.2189298877115755,-0.8387484055903152,-2.571325685551999,-1.6171794843453597,-0.646350867264774,-1.6458984949597264,0.4292603928039965,-1.0013169169669038,-0.831863666669012
QBKSWRVVCFFDOT,-0.616615429415766,-1.0566998978414712,0.4469208402505062,-0.7176305283051994,-0.24622156161782355,-0.3406483197668853,-1.3221316952127729,1.0904464219183887,0.23019892340869805,-0.3665087478396099,2.2448243890496693,0.35521447775143267
QBPFLULOKWLNNW,-1.0225914571973695,-2.122213281045049,0.6872727005339055,-0.9639653675060154,-0.39287285077798273,-0.35916798144237466,-2.1163255776315513,0.7666640425654437,-0.6711721622090124,-0.4592939235734102,1.593592362356051,-0.086810799179896
QCDFBFJGMNKBDO,-1.333797568395656,-1.4789627065893864,1.875359944834954,-0.3392295644752279,-0.5776891082534258,-1.1295694438309603,-0.7666760769315661,1.0035605199996704,-0.5116247851043216,0.7387879932242266,2.2625095899203136,0.23584869746467946
QCHFTSOMWOSFHM,-1.3462743858876005,-2.274035313737976,-2.907577986847365,-0.3193837058300443,-1.7243968003003685,-2.11037518029032,-2.460430554511137,-0.7775167164439991,-1.8912039276715205,-0.7721514853106756,-1.530935497732017,-1.170245031185939
QDGZDCVAUDNJFG,-0.0034237400564986046,-1.9298903159046765,-0.9551706839923668,-1.2836129403618486,-0.8767134222988405,-2.341847491283547,-1.934181992557524,-1.1000258355692485,-0.6372146735747435,-0.8382210957390899,-1.9360766194551946,-0.8409269646618176
QDIYJDPBMZUZEH,-0.8633637021525142,-2.0796437089093245,-1.6705248247279296,-1.3413971885635851,-0.5039359689061284,-2.503739904496168,-2.6644797932414956,-0.43367931318061104,-1.9193305432165717,-0.17830409465583288,-0.938647370906984,-1.0472863566186672
QEVHRUUCFGRFIF,-0.9004891684567364,-1.8491546618990533,-1.1366781310572938,-1.222442825870948,-0.928961276268463,-1.5565346185225835,-2.0993511061519,0.07595955731462938,-1.2592084241439336,-0.5688303331820173,-0.3843454329815808,-0.5969712803416019
QFOHBWFCKVYLES,-1.4228527916764424,-2.3951613191782157,-0.8942536364996602,-0.5835131896551295,-0.2662394174840255,-0.2523336437404909,-2.3827546394960293,-0.7484703338738106,-1.122403850204344,-0.4437736948442189,-0.8946627022806092,-1.0637563992162336
QGNJRVVDBSJHIZ,-1.2461821762092287,-2.2111543156060742,-1.7250322277545522,-1.0366297037493404,-1.2111117348595115,-1.691389287917303,-2.4318109788671047,0.5502224804104487,0.1511971832792029,0.6007031553460228,0.05518004772056288,-0.0551159136777187
QHGUCRYDKWKLMG,-1.403884802795851,-2.387076373265556,-0.7825981391181728,-1.1693226962813115,-0.5088969915665151,-2.068660503024027,-2.327523794716834,-1.0718356764001438,-1.314091850706961,-0.59140967246197,-1.221438008022608,-1.0470476782998217
QJQORSLQNXDVGE,-1.3016498264442244,-2.215599673310088,0.5428876734552615,-0.7254787383770702,-1.5948471695717472,-2.2121497973488102,-2.386147182618376,-0.13008540793761064,-1.1093059374676475,-0.5693212330587858,-1.1913076314152513,-0.35018933574364225
QMGVPVSNSZLJIA,-0.08249724394155147,-1.7470725042264175,-2.524696597810694,-1.2405673680890235,-0.06268236143968588,-1.4773601501938571,-2.3238112816540353,0.4441254276624211,-1.5087336482492144,-0.5995261320042065,-1.8762922994794806,-0.4086824442334977
QNJKSUYWBCNWFI,0.2698968470699836,-0.8407462596085451,-0.7802432246317899,-0.2526668226932884,-0.7262703954749513,-1.3580322271386762,-2.6277062483271503,0.42008021697490305,0.2797504848837325,-0.6010777991455758,0.23144348086846056,0.07648043785040304
QOVTVIYTBRHADL,-1.3655772895164118,-2.296497499655856,-1.5005627518608926,-1.2979287999343114,-1.4655157160436112,-2.5751456136419266,-2.785824172037226,-0.21819420679807416,-0.8771154674654333,-0.5275319547516936,-0.7385100655003599,-0.8635572734994488
QOYHHIBFXOOADH,-1.0782562034393262,-1.9567650732652107,-0.9591617956854683,-1.0350700595799196,-0.8229249047317135,-2.0291316856023527,-2.0781562652779533,0.5982140094584063,-1.8104011514112957,-0.5114712552868954,0.4271300945309974,-0.44737891014581677
QPCDCPDFJACHGM,-1.4533880228092064,-2.4232558689006565,-3.5769763245475623,-1.5734469932412185,-1.298760235096468,-2.4723839338777966,-2.5523692346634315,-1.3852568897496331,-1.302549366087709,-1.0203273684286907,-4.1933901586159275,-1.438549799529442
QPFYXYFORQJZEC,-1.2692124320317033,-2.3745406879382838,2.3727651441940045,-0.5735089202072697,0.36781289549531637,-2.5688385100261666,-2.4352890570265795,0.04487170517396611,-0.3748669455282177,-0.47708367881057134,0.5036454712191428,-0.7430593846841598
QPGGEKPRGVJKQB,-1.1875236185383233,-2.0909245987114553,-0.30954723822401375,-1.2224832645781003,-1.4355575018112072,-2.646287415142647,-2.996150574836514,-0.31030658903468267,-1.2765910674033345,-0.5603924390640422,-0.610957478669702,-0.04498048534268484
QPPBRPIAZZHUNT,-1.4831549862932725,-2.3894730350038866,-0.1558767992761057,-1.4586822817161231,-1.6623513929159213,-2.958226363490979,-3.291225296157124,-0.8383413215110874,-1.4652283378123698,-0.7257576848144298,-1.9376129480921498,-1.2861983453859578
QQQIECGTIMUVDS,-1.2515742163996955,-2.307788046921999,-0.6201902789472598,-1.356223427528429,-1.0089236412394822,-2.56761126818888,-1.6780568502565818,-0.16451909461841202,-0.964916467120701,-0.6205072948350621,-1.3202329876077938,-0.7304270532990973
QRJJEGAJXVEBNE,-1.6155726192027524,-2.3356854547037664,0.9728699934253456,1.2167045611033211,-0.6371500123024526,-2.166444215911536,-2.4333037247366125,0.9438612378581871,-0.6695520081680901,-0.5068809623052061,0.6235891811921377,-0.7255294779627791
QRJOQYLXZPQQMX,1.376833159097439,-0.25869654465435765,-3.435833682381639,-1.5121059488302797,0.11448772574043989,-1.2972713417758446,-2.871528293208651,-1.0031686743945678,-2.6076912390378593,-0.732773061712321,-2.017529509070575,-1.2903333789305433
QRZAKQDHEVVFRX,-1.3861015015545208,-2.219111387634688,-0.5732415849850455,-1.2179976160842372,-0.18436383302988057,-1.7446666794562282,-1.4835988816170391,-0.15738702693183534,-1.7595311372478484,-0.5198454864637707,-0.505195668184548,-0.7801604167954204
