variant,family,task,cell,n_repeats,outer_folds_per_repeat,n_paired_outer_draws,n_unique_compounds,n_test_evaluations,sd_auprc_chem,mean_auprc_bio,sd_auprc_bio,mean_delta_auprc,sd_delta_auprc,nb_auprc_corrected_se,nb_auprc_ci_low,nb_auprc_ci_high,nb_auprc_t_stat,nb_auprc_df,nb_auprc_p_value,nb_auprc_inference_valid,nb_auprc_variance_degenerate,nb_auprc_correction_factor,nb_auprc_mean_test_train_ratio,mean_auroc_chem,sd_auroc_chem,mean_auroc_bio,sd_auroc_bio,mean_delta_auroc,sd_delta_auroc,nb_auroc_corrected_se,nb_auroc_ci_low,nb_auroc_ci_high,nb_auroc_t_stat,nb_auroc_df,nb_auroc_p_value,nb_auroc_inference_valid,nb_auroc_variance_degenerate,nb_auroc_correction_factor,nb_auroc_mean_test_train_ratio,mean_log_loss_chem,sd_log_loss_chem,mean_log_loss_bio,sd_log_loss_bio,mean_delta_log_loss,sd_delta_log_loss,nb_log_loss_corrected_se,nb_log_loss_ci_low,nb_log_loss_ci_high,nb_log_loss_t_stat,nb_log_loss_df,nb_log_loss_p_value,nb_log_loss_inference_valid,nb_log_loss_variance_degenerate,nb_log_loss_correction_factor,nb_log_loss_mean_test_train_ratio,nb_auprc_q_value,significant_positive_auprc_fdr,nb_auroc_q_value,significant_positive_auroc_fdr,nb_log_loss_q_value,significant_positive_log_loss_fdr,significant_improvement_log_loss_fdr,sd_repeat_mean_auprc_term_off,sd_repeat_mean_auprc_biotox,sd_repeat_mean_auroc_chem,sd_repeat_mean_auroc_biotox,folds_per_repeat,n_paired_outer_effects,n_compounds,mean_auprc_term_off,mean_auprc_biotox,sd_outer_fold_auprc_chem,sd_outer_fold_auprc_biotox,sd_repeat_mean_delta_auprc,nb_95ci_low_delta_auprc,nb_95ci_high_delta_auprc,nb_p_value_delta_auprc,bh_q_value_delta_auprc
standardized,NR,NR-Aromatase,HT29,20,5,100,475,9500,0.1470837009204713,0.3708956485786499,0.147643377044984,0.0003298784098958,0.0032987840989583,0.0017057828901193,-0.0030547649162724,0.0037145217360641,0.1933882745609871,99,0.8470511113185921,True,False,0.2673866516611595,0.2573866516611595,0.7185963841922266,0.0989736860700838,0.71862700536458,0.0990074132687438,3.0621172353455e-05,0.0003062117235345,0.0001583403772693,-0.0002835604883326,0.0003448028330395,0.1933882745609872,99,0.8470511113185921,True,False,0.2673866516611595,0.2573866516611595,0.2816358794034566,0.0586198950462007,0.2816250260033173,0.0586131079286621,-1.0853400139339176e-05,0.0001085238818593,5.6117095054369606e-05,-0.0001222018914156,0.0001004950911369,-0.1934063074509425,99,0.847037027955786,True,False,0.2673866516611595,0.2573866516611595,1.0,False,1.0,False,1.0,False,False,0.03511919033477135,0.034972240189867033,0.029385960754161354,0.029398482848638743,5,100,475,0.3705657701687539,0.3708956485786499,0.1470837009204713,0.147643377044984,0.0014752610976732736,-0.0030547649162724,0.0037145217360641,0.8470511113185921,1.0
standardized,NR,NR-Aromatase,MCF7,20,5,100,1012,20240,0.1261743518542684,0.5383497949371577,0.1341532070336278,0.1277075548983317,0.0978955800503162,0.0511076723701953,0.0262988450292381,0.2291162647674253,2.4987941922553176,99,0.0141076161397998,True,False,0.2725499056895261,0.2625499056895261,0.769024437583283,0.0772210141601052,0.829870725866488,0.0720800095286453,0.0608462882832052,0.0450537151302452,0.0235208832794413,0.0141757529656806,0.1075168236007298,2.5869049032010043,99,0.0111380696928507,True,False,0.2725499056895261,0.2625499056895261,0.2362469347441887,0.0463065632514582,0.2077851001653351,0.0414283965713172,-0.0284618345788536,0.0175720824400775,0.009173736258041,-0.0466645175707284,-0.0102591515869787,-3.102534646546661,99,0.0025006317427105,True,False,0.2725499056895261,0.2625499056895261,0.0564304645591995,False,0.044552278771403,True,0.0100025269708421,False,True,0.022515591017514325,0.039638418660580446,0.016652629598867076,0.021486044455585815,5,100,1012,0.4106422400388259,0.5383497949371577,0.1261743518542684,0.1341532070336278,0.035871224321420835,0.0262988450292381,0.2291162647674253,0.0141076161397998,0.0564304645591995
standardized,NR,NR-ER,HA1E,20,5,100,689,13780,0.1229819975129796,0.4408105638854829,0.1242134480366789,-0.000428520595669,0.008403175010971,0.0043698921095351,-0.0090993345956727,0.0082422934043346,-0.0980620539198159,99,0.9220812878653832,True,False,0.270429840494913,0.2604298404949129,0.6973137304384737,0.0726489396107617,0.6964170864607006,0.0760866360044314,-0.0008966439777729,0.0112247829938459,0.0058372092181837,-0.0124789334579959,0.01068564550245,-0.1536083330677617,99,0.8782312458109771,True,False,0.270429840494913,0.2604298404949129,0.4084197069923276,0.0513588085893619,0.4086101097971684,0.0523024516484759,0.0001904028048408,0.0051098935493212,0.0026572912586718,-0.0050822395557117,0.0054630451653934,0.0716529677427965,99,0.9430226404102116,True,False,0.270429840494913,0.2604298404949129,1.0,False,1.0,False,1.0,False,False,0.017573548450844943,0.01845522552489275,0.012296601984008105,0.013538520393901245,5,100,689,0.441239084481152,0.4408105638854829,0.1229819975129796,0.1242134480366789,0.0038161070590385527,-0.0090993345956727,0.0082422934043346,0.9220812878653832,1.0
standardized,NR,NR-ER,HT29,20,5,100,487,9740,0.141603524522622,0.4092130883851554,0.1416725690740982,-9.8073604623897e-05,0.0008087612570736,0.0004182022782338,-0.000927877654255,0.0007317304450072,-0.2345123633426456,99,0.8150715660570709,True,False,0.2673819655640312,0.2573819655640312,0.6621802781296973,0.0902671998953573,0.6620547020928309,0.0904542262621545,-0.0001255760368663,0.0009603888563339,0.0004966073785019,-0.0011109528155341,0.0008598007418014,-0.2528678434967645,99,0.8008946509713208,True,False,0.2673819655640312,0.2573819655640312,0.4049493398444829,0.0499614008152309,0.4049748521410787,0.0499793065098627,2.5512296595701787e-05,0.0001834148198559,9.484195101425972e-05,-0.0001626747103209,0.0002136993035123,0.2689980153599534,99,0.7884910136417732,True,False,0.2673819655640312,0.2573819655640312,1.0,False,1.0,False,1.0,False,False,0.019089609104963535,0.01906693568449914,0.019041727374857008,0.01917962817584666,5,100,487,0.4093111619897792,0.4092130883851554,0.141603524522622,0.1416725690740982,0.0003580885205285791,-0.000927877654255,0.0007317304450072,0.8150715660570709,1.0
standardized,NR,NR-ER,MCF7,20,5,100,1054,21080,0.1019945310803967,0.4065446485825346,0.1021256439150307,-0.0002637346023913,0.0114411115656475,0.005967318168898,-0.0121041884681646,0.0115767192633818,-0.0441965041793792,99,0.9648367910978288,True,False,0.2720332234659557,0.2620332234659557,0.6719241124520778,0.0627628421415524,0.6719747930428821,0.0623320510537937,5.068059080428403e-05,0.0046770194926049,0.0024393839037729,-0.0047895863022995,0.004890947483908,0.0207759798389653,99,0.983466175090638,True,False,0.2720332234659557,0.2620332234659557,0.384438523258256,0.0376654690746656,0.3841082383159659,0.0375440052523735,-0.00033028494229,0.001846079577649,0.0009628561125138,-0.0022408003626037,0.0015802304780237,-0.343026271524314,99,0.7323060152589207,True,False,0.2720332234659557,0.2620332234659557,1.0,False,1.0,False,0.959872659681876,False,False,0.01956306275392253,0.020773569363445675,0.014520839541009247,0.014191306330582005,5,100,1054,0.4068083831849259,0.4065446485825346,0.1019945310803967,0.1021256439150307,0.005840024771840856,-0.0121041884681646,0.0115767192633818,0.9648367910978288,1.0
standardized,NR,NR-ER-LBD,HA1E,20,5,100,772,15440,0.1949423256607193,0.399706637180904,0.1901530175725408,-0.0111851144530556,0.0559300572150706,0.0289340873059917,-0.0685966209620366,0.0462263920559253,-0.3865722230933971,99,0.6999025566520198,True,False,0.267626459014266,0.257626459014266,0.8135052666700399,0.1008400965906545,0.8119048880029901,0.1016059672550012,-0.0016003786670497,0.0139126437281924,0.0071973759429698,-0.0158815340194714,0.0126807766853718,-0.2223558529845816,99,0.8244949545803429,True,False,0.267626459014266,0.257626459014266,0.1778367060870364,0.0442326958052646,0.1780623571978471,0.0442240740831139,0.0002256511108106,0.0015504702812058,0.0008020989914108,-0.0013658873047347,0.0018171895263559,0.2813257630628709,99,0.7790477148698236,True,False,0.267626459014266,0.257626459014266,1.0,False,1.0,False,1.0,False,False,0.03025925101861966,0.034970800937662805,0.014676284678444156,0.016266774364923076,5,100,772,0.4108917516339598,0.399706637180904,0.1949423256607193,0.1901530175725408,0.02290018723579561,-0.0685966209620366,0.0462263920559253,0.6999025566520198,1.0
standardized,NR,NR-ER-LBD,HT29,20,5,100,547,10940,0.216897030268462,0.3691142851390949,0.2156549814411789,-0.0062492907854695,0.0286701882575525,0.014815758986578,-0.0356469709161048,0.0231483893451656,-0.4218002460171619,99,0.6740853397946913,True,False,0.267046395132918,0.257046395132918,0.8384369848789522,0.1068361638442445,0.8369470398046889,0.1046840295780717,-0.0014899450742633,0.0102791449355326,0.0053119056137637,-0.0120299182379074,0.0090500280893807,-0.2804916319301144,99,0.779685649952518,True,False,0.267046395132918,0.257046395132918,0.1653102965825437,0.0495374249067739,0.1654021911610562,0.049545788579208,9.189457851261124e-05,0.0015558224130508,0.0008039950659063,-0.001503406060188,0.0016871952172132,0.1142974408792179,99,0.9092334950785091,True,False,0.267046395132918,0.257046395132918,1.0,False,1.0,False,1.0,False,False,0.032778330794366844,0.030428485577247574,0.02220113362205005,0.023550489933717552,5,100,547,0.3753635759245645,0.3691142851390949,0.216897030268462,0.2156549814411789,0.011767050538525765,-0.0356469709161048,0.0231483893451656,0.6740853397946913,1.0
standardized,NR,NR-ER-LBD,MCF7,20,5,100,1178,23560,0.1820686418602208,0.4292305264139415,0.1725107995093168,0.031941594426584,0.0601475179089818,0.0311905066208055,-0.0299471375365621,0.0938303263897301,1.0240806542487344,99,0.3082930291307994,True,False,0.2689115386635822,0.2589115386635822,0.7900410019247598,0.0909368257342435,0.7827414027114256,0.0957945111091013,-0.0072995992133342,0.0393639899031625,0.0204128587575942,-0.0478031395889051,0.0332039411622366,-0.3575980855997713,99,0.7214053476117481,True,False,0.2689115386635822,0.2589115386635822,0.175367174830331,0.0412408402903551,0.1719033027426809,0.0412850989616879,-0.00346387208765,0.0072974326113575,0.0037842063661522,-0.0109725585073764,0.0040448143320764,-0.9153496803537196,99,0.362232283938585,True,False,0.2689115386635822,0.2589115386635822,0.7557487700305259,False,1.0,False,0.72446456787717,False,False,0.03375452555656287,0.035364816798072705,0.02100986516856183,0.020595807264786107,5,100,1178,0.3972889319873574,0.4292305264139415,0.1820686418602208,0.1725107995093168,0.021759871668007153,-0.0299471375365621,0.0938303263897301,0.3082930291307994,0.7557487700305259
standardized,NR,NR-PPAR-gamma,HA1E,20,5,100,696,13920,0.1534563229366606,0.2408584062080124,0.1534563229366606,0.0,0.0,0.0,,,,99,,False,True,0.2695039235615009,0.2595039235615008,0.6726829963796505,0.1513024116233329,0.6726829963796505,0.1513024116233329,0.0,0.0,0.0,,,,99,,False,True,0.2695039235615009,0.2595039235615008,0.1677943769541138,0.0443157121762031,0.1677943770629446,0.0443157121928862,1.0883081102974756e-10,2.2847525412594216e-10,1.1861011177242915e-10,,,,99,,False,True,0.2695039235615009,0.2595039235615008,1.0,False,1.0,False,1.0,False,False,0.03923527404498485,0.03923527404498485,0.03121549703827778,0.03121549703827778,5,100,696,0.2408584062080124,0.2408584062080124,0.1534563229366606,0.1534563229366606,0.0,,,,1.0
standardized,NR,NR-PPAR-gamma,HT29,20,5,100,483,9660,0.2377178863845972,0.2767347728390305,0.2368809901661521,-0.0015498977925199,0.0100779413212294,0.0052125733174809,-0.0118927741300474,0.0087929785450075,-0.297338319889375,99,0.7668312410008797,True,False,0.267522739147597,0.257522739147597,0.7297178528701879,0.1594156078156394,0.7260107266630617,0.1581260328315969,-0.0037071262071262,0.0260869273354586,0.0134928371806879,-0.0304798424649938,0.0230655900507414,-0.2747477166946143,99,0.78408260726293,True,False,0.267522739147597,0.257522739147597,0.1493321437461797,0.0489269048374211,0.1495835875780983,0.0492959670848381,0.0002514438319185,0.0019763918389203,0.0010222412530564,-0.0017769045909275,0.0022797922547647,0.2459730823489867,99,0.8062123134595823,True,False,0.267522739147597,0.257522739147597,1.0,False,1.0,False,1.0,False,False,0.05050881182452675,0.05206870792056185,0.024704972357145492,0.03003101628376533,5,100,483,0.2782846706315504,0.2767347728390305,0.2377178863845972,0.2368809901661521,0.004375542543018173,-0.0118927741300474,0.0087929785450075,0.7668312410008797,1.0
standardized,NR,NR-PPAR-gamma,MCF7,20,5,100,1060,21200,0.1503752630236075,0.2118280638207826,0.1503752630236075,0.0,0.0,0.0,,,,99,,False,True,0.2742524305636376,0.2642524305636376,0.722077575754894,0.1222265616895964,0.722077575754894,0.1222265616895964,0.0,0.0,0.0,,,,99,,False,True,0.2742524305636376,0.2642524305636376,0.1340974449483462,0.0384581462038999,0.1340974449339874,0.0384581461920335,-1.4358817329584994e-11,6.771832676250856e-11,3.5463489063286197e-11,,,,99,,False,True,0.2742524305636376,0.2642524305636376,1.0,False,1.0,False,1.0,False,False,0.03041264764003438,0.03041264764003438,0.020527635786956957,0.020527635786956957,5,100,1060,0.2118280638207826,0.2118280638207826,0.1503752630236075,0.1503752630236075,0.0,,,,1.0
standardized,SR,SR-ARE,HA1E,20,5,100,584,11680,0.1061126812832883,0.4817966800635551,0.1077140427040171,0.0124535828759403,0.0354494231050111,0.0184561410596361,-0.024167405074025,0.0490745708259057,0.6747663466430988,99,0.5013970111652466,True,False,0.2710587665173421,0.2610587665173421,0.7469650996535112,0.0601343575264452,0.7564597726147142,0.0599893084022963,0.0094946729612028,0.0169221635681855,0.0088102375297756,-0.007986749692196,0.0269760956146017,1.077686376685529,99,0.283792699635046,True,False,0.2710587665173421,0.2610587665173421,0.460060038621635,0.0654177071566456,0.4547633526443026,0.064340817912501,-0.0052966859773324,0.0107084849810324,0.0055751911324331,-0.0163590747302072,0.0057657027755422,-0.9500456309954132,99,0.3444026142904858,True,False,0.2710587665173421,0.2610587665173421,1.0,False,0.8513780989051382,False,1.0,False,False,0.014978702162866895,0.017684113533702358,0.009377729737625198,0.008624332622020054,5,100,584,0.4693430971876147,0.4817966800635551,0.1061126812832883,0.1077140427040171,0.011576450158691565,-0.024167405074025,0.0490745708259057,0.5013970111652466,1.0
standardized,SR,SR-ARE,HT29,20,5,100,416,8320,0.1217935087387937,0.4915058075958645,0.1249101013630188,-0.0061084461802385,0.0406968809034473,0.0211232693454451,-0.0480215952867544,0.0358047029262774,-0.2891809066268277,99,0.7730476468937117,True,False,0.2694015084725115,0.2594015084725115,0.7353437586481495,0.0871738567439722,0.7388717589397358,0.0847160341620364,0.0035280002915861,0.0195720391239101,0.0101586520852737,-0.016628969380493,0.0236849699636654,0.3472901977517727,99,0.7291105249573278,True,False,0.2694015084725115,0.2594015084725115,0.4480773356079154,0.0728798306928429,0.4467535108287075,0.0726091648866919,-0.0013238247792079,0.0102782616817062,0.0053348189120621,-0.0119092628977506,0.0092616133393347,-0.2481480254587054,99,0.8045338688740178,True,False,0.2694015084725115,0.2594015084725115,1.0,False,1.0,False,1.0,False,False,0.016620141653031266,0.026608551060984496,0.01714569254285521,0.017381841927829482,5,100,416,0.497614253776103,0.4915058075958645,0.1217935087387937,0.1249101013630188,0.018379484313813317,-0.0480215952867544,0.0358047029262774,0.7730476468937117,1.0
standardized,SR,SR-ARE,MCF7,20,5,100,913,18260,0.0838858590030688,0.4627297430216303,0.0807853393198012,0.0140572083123156,0.0331451189710235,0.0173515879899252,-0.0203721067128884,0.0484865233375197,0.8101395860988427,99,0.4198030513699918,True,False,0.2740559840285314,0.2640559840285313,0.758677589001232,0.0470686335037803,0.7745310714640705,0.0455294562713023,0.0158534824628383,0.0199393081104371,0.0104382989072673,-0.0048583671738759,0.0365653320995527,1.5187802728853563,99,0.1320049822591359,True,False,0.2740559840285314,0.2640559840285313,0.4140756226157963,0.0489142645166735,0.4062164919633209,0.0481478307091606,-0.0078591306524755,0.0104833533778059,0.0054880728810629,-0.0187486578941957,0.0030303965892446,-1.43203831705554,99,0.1552826251042057,True,False,0.2740559840285314,0.2640559840285313,0.8396061027399838,False,0.3960149467774077,False,0.4658478753126173,False,False,0.016741982580065217,0.02010623305117148,0.009583500451447695,0.013057905159216938,5,100,913,0.4486725347093145,0.4627297430216303,0.0838858590030688,0.0807853393198012,0.01389579851217832,-0.0203721067128884,0.0484865233375197,0.4198030513699918,0.8396061027399838
