variant,family,task,cell,n_repeats,outer_folds_per_repeat,n_paired_outer_draws,n_unique_compounds,n_test_evaluations,sd_auprc_chem,mean_auprc_bio,sd_auprc_bio,mean_delta_auprc,sd_delta_auprc,nb_auprc_corrected_se,nb_auprc_ci_low,nb_auprc_ci_high,nb_auprc_t_stat,nb_auprc_df,nb_auprc_p_value,nb_auprc_inference_valid,nb_auprc_variance_degenerate,nb_auprc_correction_factor,nb_auprc_mean_test_train_ratio,mean_auroc_chem,sd_auroc_chem,mean_auroc_bio,sd_auroc_bio,mean_delta_auroc,sd_delta_auroc,nb_auroc_corrected_se,nb_auroc_ci_low,nb_auroc_ci_high,nb_auroc_t_stat,nb_auroc_df,nb_auroc_p_value,nb_auroc_inference_valid,nb_auroc_variance_degenerate,nb_auroc_correction_factor,nb_auroc_mean_test_train_ratio,mean_log_loss_chem,sd_log_loss_chem,mean_log_loss_bio,sd_log_loss_bio,mean_delta_log_loss,sd_delta_log_loss,nb_log_loss_corrected_se,nb_log_loss_ci_low,nb_log_loss_ci_high,nb_log_loss_t_stat,nb_log_loss_df,nb_log_loss_p_value,nb_log_loss_inference_valid,nb_log_loss_variance_degenerate,nb_log_loss_correction_factor,nb_log_loss_mean_test_train_ratio,nb_auprc_q_value,significant_positive_auprc_fdr,nb_auroc_q_value,significant_positive_auroc_fdr,nb_log_loss_q_value,significant_positive_log_loss_fdr,significant_improvement_log_loss_fdr,sd_repeat_mean_auprc_term_off,sd_repeat_mean_auprc_biotox,sd_repeat_mean_auroc_chem,sd_repeat_mean_auroc_biotox,folds_per_repeat,n_paired_outer_effects,n_compounds,mean_auprc_term_off,mean_auprc_biotox,sd_outer_fold_auprc_chem,sd_outer_fold_auprc_biotox,sd_repeat_mean_delta_auprc,nb_95ci_low_delta_auprc,nb_95ci_high_delta_auprc,nb_p_value_delta_auprc,bh_q_value_delta_auprc
standardized,NR,NR-AR,HA1E,20,5,100,968,19360,0.2154458453189866,0.4610067637799049,0.2161895648253479,0.0004307218858175,0.0118781756434758,0.0061388277423577,-0.0117500441829605,0.0126114879545956,0.0701635399940608,99,0.944205028277692,True,False,0.2670984749413978,0.2570984749413978,0.720261679330444,0.1220334284102192,0.7196191422586673,0.1218244915073328,-0.0006425370717766,0.0110162544189554,0.0056933733153794,-0.0119394249154196,0.0106543507718664,-0.1128570069419011,99,0.9103724523232924,True,False,0.2670984749413978,0.2570984749413978,0.2090601346805962,0.041639466970534,0.2090982695686813,0.0415190847627775,3.813488808511985e-05,0.000764996594923,0.0003953622560129,-0.0007463496022825,0.0008226193784528,0.096455560704478,99,0.9233537577754198,True,False,0.2670984749413978,0.2570984749413978,1.0,False,1.0,False,1.0,False,False,0.034075306803634346,0.03336337665291148,0.023859440750900036,0.02431358089363297,5,100,968,0.4605760418940873,0.4610067637799049,0.2154458453189866,0.2161895648253479,0.0054083378257805655,-0.0117500441829605,0.0126114879545956,0.944205028277692,1.0
standardized,NR,NR-AR,HEPG2,20,5,100,668,13360,0.2418908144104971,0.5368775232288627,0.2418908144104971,0.0,0.0,0.0,,,,99,,False,True,0.2657936050151701,0.25579360501517,0.7976937875691057,0.1211896636354084,0.7976937875691057,0.1211896636354084,0.0,0.0,0.0,,,,99,,False,True,0.2657936050151701,0.25579360501517,0.1832673760534136,0.047893014260004,0.1832673761342154,0.0478930142659542,8.080180594061127e-11,1.633359024501572e-10,8.420811004298878e-11,,,,99,,False,True,0.2657936050151701,0.25579360501517,1.0,False,1.0,False,1.0,False,False,0.06021351266578442,0.06021351266578442,0.030882902857571056,0.030882902857571056,5,100,668,0.5368775232288627,0.5368775232288627,0.2418908144104971,0.2418908144104971,0.0,,,,1.0
standardized,NR,NR-AR,HT29,20,5,100,960,19200,0.2053912448373871,0.45749012004264,0.2053912448373871,0.0,0.0,0.0,,,,99,,False,True,0.2668456338651351,0.2568456338651351,0.7121392742948757,0.117540947718394,0.7121392742948757,0.117540947718394,0.0,0.0,0.0,,,,99,,False,True,0.2668456338651351,0.2568456338651351,0.2110184148069392,0.0374656998882688,0.2110184147250678,0.0374656998467539,-8.187146446902993e-11,2.7926039266372367e-10,1.442578299820289e-10,,,,99,,False,True,0.2668456338651351,0.2568456338651351,1.0,False,1.0,False,1.0,False,False,0.033967177164507874,0.033967177164507874,0.023016718602701196,0.023016718602701196,5,100,960,0.45749012004264,0.45749012004264,0.2053912448373871,0.2053912448373871,0.0,,,,1.0
standardized,NR,NR-AR,MCF7,20,5,100,1259,25180,0.2041947426544005,0.4585775986032021,0.2041877273199414,1.9713805375805e-05,0.000197138053758,0.0001023424865682,-0.0001833558913325,0.0002227835020841,0.1926258198021626,99,0.8476466200952134,True,False,0.2695075896173618,0.2595075896173618,0.7362722685512094,0.1095656267807549,0.7365028510754812,0.1093557291968063,0.0002305825242718,0.0023058252427184,0.0011970488925558,-0.0021446221801222,0.0026057872286658,0.1926258198021626,99,0.8476466200952134,True,False,0.2695075896173618,0.2595075896173618,0.191226089717255,0.03595184426329,0.1912140948080045,0.0359425483647435,-1.1994909250472773e-05,0.0001199479903366,6.226994411228725e-05,-0.0001355519879275,0.0001115621694266,-0.1926275897862241,99,0.8476452375618766,True,False,0.2695075896173618,0.2595075896173618,1.0,False,0.9902296560748228,False,0.9432680171099505,False,False,0.039646826635786746,0.03964624689427142,0.026732644161092747,0.026546331159964767,5,100,1259,0.4585578847978264,0.4585775986032021,0.2041947426544005,0.2041877273199414,8.816281783099669e-05,-0.0001833558913325,0.0002227835020841,0.8476466200952134,1.0
standardized,NR,NR-AR-LBD,HA1E,20,5,100,869,17380,0.2127671631309102,0.553857307831608,0.2127671631309102,0.0,0.0,0.0,,,,99,,False,True,0.2685402073007554,0.2585402073007554,0.825974831957604,0.1224281453158487,0.825974831957604,0.1224281453158487,0.0,0.0,0.0,,,,99,,False,True,0.2685402073007554,0.2585402073007554,0.1396186499978648,0.0432283680312481,0.1396186499521689,0.0432283680387602,-4.5695874376083796e-11,2.5187724578457553e-10,1.3052496807872831e-10,,,,99,,False,True,0.2685402073007554,0.2585402073007554,1.0,False,1.0,False,1.0,False,False,0.05406708787560291,0.05406708787560291,0.035308212012634344,0.035308212012634344,5,100,869,0.553857307831608,0.553857307831608,0.2127671631309102,0.2127671631309102,0.0,,,,1.0
standardized,NR,NR-AR-LBD,HEPG2,20,5,100,598,11960,0.2572452581160938,0.5542381566895949,0.2572646625408756,-0.000166047438169,0.0011583389474655,0.0005976718340826,-0.0013519580227951,0.001019863146457,-0.2778237633096885,99,0.7817270184969931,True,False,0.266228325901189,0.256228325901189,0.8176311134117804,0.1394687810123912,0.8172072717460408,0.1401537017634032,-0.0004238416657398,0.005091416577828,0.0026270344192495,-0.0056364478926114,0.0047887645611318,-0.1613384516906701,99,0.8721556346437369,True,False,0.266228325901189,0.256228325901189,0.1458896537751626,0.04690392366971,0.1459895721984052,0.0469785811547804,9.991842324260936e-05,0.0007700950256569,0.0003973483818439,-0.0006885069716667,0.0008883438181519,0.2514630178658716,99,0.8019773878772045,True,False,0.266228325901189,0.256228325901189,1.0,False,1.0,False,1.0,False,False,0.04623483899256115,0.04622648295269034,0.03533998983629134,0.035342841656129144,5,100,598,0.5544042041277639,0.5542381566895949,0.2572452581160938,0.2572646625408756,0.0005063896189077874,-0.0013519580227951,0.001019863146457,0.7817270184969931,1.0
standardized,NR,NR-AR-LBD,HT29,20,5,100,862,17240,0.2170672762439453,0.5610856754326384,0.2169024801887655,0.0003972757835264,0.0026326351294564,0.0013599131750167,-0.0023010869909217,0.0030956385579746,0.2921331970488116,99,0.7707961052739083,True,False,0.2668339088833951,0.2568339088833951,0.8348215871205419,0.1225431160108374,0.8346530744623141,0.1228537097631482,-0.0001685126582278,0.0018864965119689,0.0009744880452838,-0.0021021083567226,0.0017650830402669,-0.172924295011499,99,0.8630639850202282,True,False,0.2668339088833951,0.2568339088833951,0.1312455535370625,0.0436612935073988,0.1312456877184321,0.0436515377696847,1.341813696001653e-07,0.0002264072983479,0.0001169528828732,-0.0002319257113553,0.0002321940740945,0.0011473113471309,99,0.999086886908254,True,False,0.2668339088833951,0.2568339088833951,1.0,False,1.0,False,1.0,False,False,0.05014072636935408,0.04985106659708596,0.03592955936346552,0.03600472968228544,5,100,862,0.5606883996491119,0.5610856754326384,0.2170672762439453,0.2169024801887655,0.0011452554626433516,-0.0023010869909217,0.0030956385579746,0.7707961052739083,1.0
standardized,NR,NR-AR-LBD,MCF7,20,5,100,1145,22900,0.2187120835464936,0.5845693123225536,0.2190405263776945,0.0031211211194038,0.0112226272994783,0.0058163378363409,-0.0084197550111652,0.0146619972499729,0.5366127634304233,99,0.5927389678198691,True,False,0.2686025724202408,0.2586025724202408,0.8339291142984898,0.1212408758009275,0.8359895974518426,0.1225012131516085,0.0020604831533527,0.0086323994603794,0.0044739035040527,-0.0068167120188028,0.0109376783255083,0.4605560114307832,99,0.6461272409688932,True,False,0.2686025724202408,0.2586025724202408,0.1136509261645286,0.036434534410694,0.1128679878446684,0.0359999249089504,-0.0007829383198602,0.0037188896154156,0.0019273845421493,-0.0046072874004687,0.0030414107607483,-0.4062180134469228,99,0.685459154534579,True,False,0.2686025724202408,0.2586025724202408,1.0,False,0.9902296560748228,False,0.9432680171099505,False,False,0.052838336053353516,0.05195576289138067,0.029914787767406276,0.030052177909222585,5,100,1145,0.5814481912031496,0.5845693123225536,0.2187120835464936,0.2190405263776945,0.003875279463923919,-0.0084197550111652,0.0146619972499729,0.5927389678198691,1.0
standardized,NR,NR-AhR,HA1E,20,5,100,849,16980,0.1188757954886541,0.5255419587493436,0.1203364723605703,-0.0005531054297498,0.0050170520298806,0.0026057768587519,-0.0057235320447344,0.0046173211852348,-0.2122612409777603,99,0.8323396445070572,True,False,0.2697598030743203,0.2597598030743203,0.8183783099187042,0.0511678905480073,0.8180766900178368,0.0513239196607099,-0.0003016199008673,0.0022078448479665,0.0011467194237335,-0.0025769600200637,0.0019737202183289,-0.2630285095244548,99,0.7930752339895533,True,False,0.2697598030743203,0.2597598030743203,0.2909840915824985,0.0516341356779578,0.2910333224311905,0.0515554456800052,4.923084869195228e-05,0.0004414018597348,0.0002292570905497,-0.0004056649566304,0.0005041266540143,0.2147407898001981,99,0.8304111424807328,True,False,0.2697598030743203,0.2597598030743203,1.0,False,1.0,False,1.0,False,False,0.020267398721519836,0.02143338511468874,0.010318470883214324,0.01043583675411846,5,100,849,0.5260950641790935,0.5255419587493436,0.1188757954886541,0.1203364723605703,0.0022334962205451583,-0.0057235320447344,0.0046173211852348,0.8323396445070572,1.0
standardized,NR,NR-AhR,HEPG2,20,5,100,585,11700,0.156218721569635,0.4820646059083383,0.1537643713625634,0.0052680097763659,0.0183254319226665,0.0094931830294269,-0.0135685249143976,0.0241045444671295,0.5549255460509073,99,0.5801972250723303,True,False,0.2683584465719551,0.2583584465719551,0.7817274239015526,0.0726706239442034,0.7838046821291786,0.0702852744828374,0.0020772582276259,0.0078387674076523,0.0040607421445771,-0.0059801351713497,0.0101346516266015,0.5115464498035116,99,0.6101075777395972,True,False,0.2683584465719551,0.2583584465719551,0.284157932552807,0.0573084098080181,0.2829880198994283,0.0569268197517112,-0.0011699126533787,0.0034535591525125,0.0017890584667312,-0.004719792790307,0.0023799674835496,-0.6539264507750916,99,0.514675309024105,True,False,0.2683584465719551,0.2583584465719551,1.0,False,1.0,False,1.0,False,False,0.037285653070233134,0.03910471836075451,0.013622614347698382,0.015235786643326425,5,100,585,0.4767965961319724,0.4820646059083383,0.156218721569635,0.1537643713625634,0.006440421675616103,-0.0135685249143976,0.0241045444671295,0.5801972250723303,1.0
