family,task,analysis_cohort,tox21_protocol,tox21_assay_system,tox21_exposure_h,lincs_cell_line,lincs_exposure_h,cell_context_agreement,exposure_context_agreement,n_labeled_compounds,chem_term_off_auprc,delta_auprc,nb_ci_low,nb_ci_high,nominal_p_value,bh_q_value,positive_delta,nominal_significant_gain,bh_significant_gain,chem_bio_auprc,variant,representation,analysis,n_active_compounds
SR,SR-MMP,Paired 6/24-h cohort,tox21-mitotox-p1,HepG2,1.0,MCF7,24,Different,Longer,947,0.5285651375011651,0.1307953052111605,0.0523461694075347,0.2092444410147863,0.0013097926111077,0.0078587556666462,True,True,True,0.6593604427123259,standardized,unadjusted,paired_24h_20x5,141
SR,SR-p53,Primary full 6-h cohort,tox21-p53-bla-p1,p53RE-bla reporter system,16.0,HA1E,6,No literal assay-cell match specified,Shorter,884,0.3614453829841328,0.0428890515864393,-0.0197757521798892,0.105553855352768,0.1775386530662339,1.0,True,False,False,0.4043344345705722,standardized,unadjusted,primary_6h_20x5,89
SR,SR-p53,Primary full 6-h cohort,tox21-p53-bla-p1,p53RE-bla reporter system,16.0,HEPG2,6,No literal assay-cell match specified,Shorter,603,0.3440235497951706,0.0505782498909239,-0.0238207528979199,0.1249772526797677,0.1804403824135611,0.7217615296542444,True,False,False,0.3946017996860944,standardized,unadjusted,primary_6h_20x5,64
SR,SR-p53,Primary full 6-h cohort,tox21-p53-bla-p1,p53RE-bla reporter system,16.0,HT29,6,No literal assay-cell match specified,Shorter,877,0.3380347758232166,0.0893307609215028,-0.0067214605781246,0.1853829824211303,0.0679730765981944,0.4078384595891669,True,False,False,0.4273655367447195,standardized,unadjusted,primary_6h_20x5,85
SR,SR-p53,Primary full 6-h cohort,tox21-p53-bla-p1,p53RE-bla reporter system,16.0,MCF7,6,No literal assay-cell match specified,Shorter,1158,0.2950761908088222,0.1014524004971825,0.0090074630391034,0.1938973379552615,0.031815112926932,0.1908906775615921,True,True,False,0.3965285913060047,standardized,unadjusted,primary_6h_20x5,100
SR,SR-p53,Paired 6/24-h cohort,tox21-p53-bla-p1,p53RE-bla reporter system,16.0,HA1E,6,No literal assay-cell match specified,Shorter,757,0.3504103052761853,0.0192404773461007,-0.0346694331966235,0.073150387888825,0.4805048855332926,0.99332933861613,True,False,False,0.369650782622286,standardized,unadjusted,paired_6h_20x5,76
SR,SR-p53,Paired 6/24-h cohort,tox21-p53-bla-p1,p53RE-bla reporter system,16.0,HA1E,24,No literal assay-cell match specified,Longer,757,0.3504103052761853,0.0304756705608736,-0.0273638239069688,0.088315165028716,0.2983447287804843,1.0,True,False,False,0.3808859758370589,standardized,unadjusted,paired_24h_20x5,76
SR,SR-p53,Paired 6/24-h cohort,tox21-p53-bla-p1,p53RE-bla reporter system,16.0,HT29,6,No literal assay-cell match specified,Shorter,533,0.3736725753504066,0.0174696002585969,-0.0367714179849183,0.0717106185021121,0.5242572279878647,1.0,True,False,False,0.3911421756090036,standardized,unadjusted,paired_6h_20x5,57
SR,SR-p53,Paired 6/24-h cohort,tox21-p53-bla-p1,p53RE-bla reporter system,16.0,HT29,24,No literal assay-cell match specified,Longer,533,0.3736725753504066,0.0258080123847594,-0.0293173846647762,0.080933409434295,0.3551748662293308,1.0,True,False,False,0.3994805877351661,standardized,unadjusted,paired_24h_20x5,57
SR,SR-p53,Paired 6/24-h cohort,tox21-p53-bla-p1,p53RE-bla reporter system,16.0,MCF7,6,No literal assay-cell match specified,Shorter,1142,0.2935296250498518,0.0970228573875002,-0.0082504776997056,0.2022961924747061,0.070453812212233,0.4227228732733982,True,False,False,0.3905524824373521,standardized,unadjusted,paired_6h_20x5,98
SR,SR-p53,Paired 6/24-h cohort,tox21-p53-bla-p1,p53RE-bla reporter system,16.0,MCF7,24,No literal assay-cell match specified,Longer,1142,0.2935296250498518,0.2148877765223776,0.1013216795075388,0.3284538735372165,0.0002932245041903,0.0035186940502842,True,True,True,0.5084174015722295,standardized,unadjusted,paired_24h_20x5,98
