task,cell,repeat_id,outer_seed_requested,outer_split_seed,outer_split_signature,n_compounds,n_positive,n_negative
SR-ATAD5,HT29,1,3042,3042,0cc34f5625b9e0185dd8a8c695f2f27670726d2855b68983c65171f1786c3da2,544,30,514
SR-ATAD5,HT29,2,4042,4043,60d46bc154ddad496b75ee653cf860f3ec4ac51a4d4cb7e16ed7a2951bf9e22c,544,30,514
SR-ATAD5,HT29,3,5042,5042,7b5a662aefe95187a34771fdb73b242dddf63657f222e3970bd60527083d5e42,544,30,514
SR-ATAD5,HT29,4,6042,6042,2c67b93ae540111f4dc6d71d677de7bcb5658ff852a463979cc7b0e2fdd23341,544,30,514
SR-ATAD5,HT29,5,7042,7043,db9f98ea4a3eb916ca878b47bbf64fe2191e2139b6a1e3feb1443f58edd38ee7,544,30,514
SR-ATAD5,HT29,6,8042,8042,c510d36ac61f7ffc4a54e0c6fef19e4e25b3a1262d9e637e0e25e033047d5320,544,30,514
SR-ATAD5,HT29,7,9042,9042,fa6945b1a653d4bf6e94ef1aa16d3605b8c7ccfecf4282aff37570cc53b37e37,544,30,514
SR-ATAD5,HT29,8,10042,10042,f26efc3b98eaa8597164faf70fd1fa06ca301045bbf18a095a5f07f75a5b8dc1,544,30,514
SR-ATAD5,HT29,9,11042,11042,536b3209912530a18d5c8f1b7633b85629e18ce488bef9b63d51bb2bf187d732,544,30,514
SR-ATAD5,HT29,10,12042,12042,28b3aa993b66215455e156590630a62b80564efe67a9af2860935cad948a8e51,544,30,514
SR-ATAD5,HT29,11,13042,13042,383717921336a94b09082d1627f9112c8639f49a46ae1396aa5b032437479ccd,544,30,514
SR-ATAD5,HT29,12,14042,14042,0bd5eceea2dca5a90d93a0ce978e0ea51f822a6eb6e7d391582ecd3e01ca3d07,544,30,514
SR-ATAD5,HT29,13,15042,15042,1e07ce11f8fa04558e5f1a13c5e67b1f258cb2ca52f63f5addc98ccd29c7a14c,544,30,514
SR-ATAD5,HT29,14,16042,16042,f2a0d24615c028d498169210bd906bddd24d68a97a4f9d37be122f9ab1b3bf36,544,30,514
SR-ATAD5,HT29,15,17042,17042,2e17eb1cfe5265c0536089a65b591706f41216eacf5cedb13072017fbcbcae15,544,30,514
SR-ATAD5,HT29,16,18042,18042,c7344dae0c3bee3e19230ec1761809a0a3500594d709c312d821292ed57b0537,544,30,514
SR-ATAD5,HT29,17,19042,19042,586f77cf1e572ae1f680d558716603691af27e69201d00eef785dc301d25892b,544,30,514
SR-ATAD5,HT29,18,20042,20042,37a35ea71d4093c3a886187fe0298855ed3787b77a0eaa8e4f45bd4a070f0bc2,544,30,514
SR-ATAD5,HT29,19,21042,21042,e21a6d7c4a28eae857211d39648cee140e6aa984afe16b4963a57fa3052e5192,544,30,514
SR-HSE,HT29,0,2042,2042,a4ac2822c3026de6583454bed2ab40a633849ae9a22d22234192245aec27de59,498,31,467
SR-HSE,HT29,1,3042,3042,18c0dbb59223c388b1a4bc5717e67eed6983617c643aa21b7ab49ca0b1dcf17d,498,31,467
SR-HSE,HT29,2,4042,4042,57844c5705e51f89c21a34503d857475d600fb921cb59b0d8e95127882515ee8,498,31,467
SR-HSE,HT29,3,5042,5042,13530622db7200311f54393de0159bd9474dd27f5de2488c8fc3719e7f2e8c69,498,31,467
SR-HSE,HT29,4,6042,6042,2e69dd1464008aff32e15f897ef57e87965b8ee76acd7835624eb36114f725c0,498,31,467
SR-HSE,HT29,5,7042,7042,5eb080512a9ea9a700170717212bf2eaba1c28107c574e57fa80f9427624765d,498,31,467
SR-HSE,HT29,6,8042,8042,ffbc1292a903ed350e53133a6695f05e4c42079733ac9c22569429a180c346a9,498,31,467
SR-HSE,HT29,7,9042,9042,07a938e1a124ad69e5e09979c118be39a590aad9cb60b6ad531a543d75665e72,498,31,467
SR-HSE,HT29,8,10042,10042,831602f314ab91a7aebc2e5c56123c859cdc1f06981954fc2acfbe94c338e79b,498,31,467
SR-HSE,HT29,9,11042,11043,e8521e2187e484d0cd2d13f91cd85e7f5a1240aa87b7eada35234bd92cbb3c85,498,31,467
SR-HSE,HT29,10,12042,12042,a8671fbfdb3c6270ff14759229b6137dc5aabae5788498221c8433cc271e7ffb,498,31,467
SR-HSE,HT29,11,13042,13042,e77a99043390cb3d19576242785f7fa31d708a8c5127c7cccc31ffc70fb5b2b5,498,31,467
SR-HSE,HT29,12,14042,14042,1e4ff867e9c115511a98b2a60f82f269502439dd537e579d4df8ec2276759742,498,31,467
SR-HSE,HT29,13,15042,15042,97865a7c06e624c086c5e7422a69efcf7cb9281aadd5cc3453db4df5b42c90e7,498,31,467
SR-HSE,HT29,14,16042,16042,d906e593fbd586fa0462f1b6c46fe3e5919e9b2fef7b4b3752fbf8106a6ea1fe,498,31,467
SR-HSE,HT29,15,17042,17043,6c42782ff51d087e8f99f5e275b5372805a095eae1d075ee273cb8f2c7ce179a,498,31,467
SR-HSE,HT29,16,18042,18042,8756183dfe8187f7dea66c281fdcf75318e330b43ac1bcea8a66065f9d841254,498,31,467
SR-HSE,HT29,17,19042,19042,387d1c2b665b48379c3926b7ff2bbedbb039a2533ec92f3c8b2416d8281a45cf,498,31,467
SR-HSE,HT29,18,20042,20042,f4fda582e9af21690913e0f2f668d66b29b2395bc926021a86f54f01495d9fcf,498,31,467
SR-HSE,HT29,19,21042,21042,45a56831aea603759b490b78754abbffb6fdfbd4b2f04b8af1ad973653e98a7f,498,31,467
SR-MMP,HT29,0,2042,2042,594449ec5ea47ec081304755150d33c7d787a8c8fa9b28c6fdfc0f52d351ab4f,430,61,369
SR-MMP,HT29,1,3042,3042,447937a43947cf11233ec3e294d82705c275bebf1b5a517e316d936954062c30,430,61,369
SR-MMP,HT29,2,4042,4042,90817870116b9fcc7f063f763eb56a2ef81800c67761487b03d207e3445cb0c9,430,61,369
SR-MMP,HT29,3,5042,5042,33647f55ccd7f3be22b5693d19b571f368f708ea2c13287fe809f16bb5beb11d,430,61,369
SR-MMP,HT29,4,6042,6042,14adecf2eff513065abea9f072660be43ace3ea3b14dfc6f9cc48064e2042108,430,61,369
SR-MMP,HT29,5,7042,7042,5db9918ae1e0d075c00f42dd800a5a5822488a758a4c47b30e1228893ec1cbc8,430,61,369
SR-MMP,HT29,6,8042,8042,503429c3922d1ac6a06d1d79f42aed243416d24d78a75e924d423e9ca58634a2,430,61,369
SR-MMP,HT29,7,9042,9042,3de99beb1212ba74bf5f5d29719ff1c64330a896987fd3eddb573ba43f32ab4f,430,61,369
SR-MMP,HT29,8,10042,10042,28881d4472ae8f30f9ffb714acd0dedda9a705a158c1d50f90effd58b720c067,430,61,369
SR-MMP,HT29,9,11042,11042,85d1f7895cd7e1c73f0dca6a2fdea699bd8df73ff9747b2f8853398a6b111c61,430,61,369
SR-MMP,HT29,10,12042,12042,4266d2d5a5ddf766c7ff29dffad31818955bdac6194dcfda26a65dbbb66dc060,430,61,369
SR-MMP,HT29,11,13042,13042,5151432d5069f0f3f7c0da2e121e62f5112ee82af657847d4f1b7d66c123337b,430,61,369
SR-MMP,HT29,12,14042,14042,411f2777c0df50d6bf602486c0a07836f860c839c53362ea7042eeebf4dbc957,430,61,369
SR-MMP,HT29,13,15042,15042,35870735ebcb1f952283f43e06048eb8af86c90af1913511a1b524031f12ebc0,430,61,369
SR-MMP,HT29,14,16042,16042,9687970a31fffc0115c6e9ca0f039f6f34a71654d12409bf9cf23375590e0bda,430,61,369
SR-MMP,HT29,15,17042,17042,8691d817c80cf9e11dbb266d4a1c12ebeb1bed5ff895e7f3655da4c60891276b,430,61,369
SR-MMP,HT29,16,18042,18042,3da7115dacb50e52ac9a079e1395e7d7f815ce58e424c5e4d21a9d49793d4b0a,430,61,369
SR-MMP,HT29,17,19042,19042,3689661da824b56ea9cfbad115ac99099d8cc1fa76f20f3bb04e63b8e2ca97e0,430,61,369
SR-MMP,HT29,18,20042,20042,689e2af6b8e7cd7c27553105f34b3280be24ae0e81f776bc8fe14663d89ccdec,430,61,369
SR-MMP,HT29,19,21042,21042,e530eca66e14ebed5000bd2419dcc8dbbded6c393c4f71b48260aa83f365de11,430,61,369
SR-p53,HT29,0,2042,2042,4ce442b30a6a92de0a7275d3acbf6572d2c8127814eeb87067d2f5bd70339819,533,57,476
SR-p53,HT29,1,3042,3042,64f92f3b9f644a5fd60d8924dabbd008f5aec30238acfe5c61bc33e99eb0c0f6,533,57,476
SR-p53,HT29,2,4042,4042,76e30b196cca1cda61c76b02ec0ce625c25af4b818d0aecc2e4d823df72b9b13,533,57,476
SR-p53,HT29,3,5042,5042,83ded7cd46fde1b0d19f18a104d58ae4848b263b2dc34760f46ca39e7ebb5bdd,533,57,476
SR-p53,HT29,4,6042,6042,18110fe2a72d02ef1c364aff8758cfe168c9734864a3c44ac8d9bf17f0492c82,533,57,476
SR-p53,HT29,5,7042,7042,335eba40c9247dfbdfe76cd889a647730a3ee9a99aeb9bfc02974007ea1c65cc,533,57,476
SR-p53,HT29,6,8042,8042,51ae3fb19951eb629f882e2f44a83976435e2e576a8d561ca294c8478c4a84bf,533,57,476
SR-p53,HT29,7,9042,9042,98eea21457ebe1f70fa8380baed6bd3af88d8b15086851a90a50c19a14318a82,533,57,476
SR-p53,HT29,8,10042,10043,941afbd1539fa6bb78bc7aae5c5b85660de65873a1be5ed739c2ca4ec9fe7490,533,57,476
SR-p53,HT29,9,11042,11042,a1c70e0a9359e4f9b7b24d48dc6c79f46ddf624e5374c686293f6bc168d1deaf,533,57,476
SR-p53,HT29,10,12042,12042,89255526ae12a8c4c0f47c3a50e8ae07bf054e5a29189e827162d08bb04280e5,533,57,476
SR-p53,HT29,11,13042,13042,12ff99c820758aec3d30379a266360e3f8c4a82bf34ac552f81b23873702ee6a,533,57,476
SR-p53,HT29,12,14042,14042,e9ed697dde529804b39c3a1bb89e47b5bf362dd7a01cae14b1acd2941420adc0,533,57,476
SR-p53,HT29,13,15042,15042,391092e80a94056a59f79f47d1ef403fee94e75441e412682bfc084decde1a29,533,57,476
SR-p53,HT29,14,16042,16042,07981211412e8408c2d6a64f30840e273a020d5c0d8598bdcdc985840791c15f,533,57,476
SR-p53,HT29,15,17042,17042,9de5867164aae6e42358dcb5811332c095c23fe03d2f7e944a04e1917a2bd46d,533,57,476
SR-p53,HT29,16,18042,18042,7a9277e55513dc33d55fceb9f7929bad486a61defde47b0484ed1c47a80ae016,533,57,476
SR-p53,HT29,17,19042,19042,2a5a1f9ebc5a77381510e1843244991fa0539cd980fdd49b12b0359f6f4ea89e,533,57,476
SR-p53,HT29,18,20042,20042,6c16e8163b2cb702b200db3c59125ad197307a4e99cdc1fca2bb5741fbcb3562,533,57,476
SR-p53,HT29,19,21042,21042,91a2aaaa11eba6d016dcb8eed0545a80d6074e8879102c6906bd63c7371179a7,533,57,476
NR-AR,MCF7,0,2042,2042,19a40998fc60b687762af859dcecdfc773b0aaecaa7538c9aa5917717d62c386,1243,78,1165
NR-AR,MCF7,1,3042,3042,f869732cacb039e5b52558acb5c193206a4ae0a31e9336e50829e3249e6a78a7,1243,78,1165
NR-AR,MCF7,2,4042,4042,ade9664f30954ae88396cdbfbc244e5a34331956adbe01daad5b85b1b5355b0c,1243,78,1165
NR-AR,MCF7,3,5042,5042,2738d7b99da7801d5dc0c4202e759e45f307d09de10835587b0550145258580b,1243,78,1165
NR-AR,MCF7,4,6042,6042,554983404d264e3ff4703504ef4a4bad3d5996c40f512cfc4892348330318dcd,1243,78,1165
NR-AR,MCF7,5,7042,7042,85086c1a5af78e44e2843ae9c983e8caf43356931ccd351efbc376fcb15b42ad,1243,78,1165
NR-AR,MCF7,6,8042,8042,f2659de000135f6869d0b291cf58dd91db9c15a841bfbaa6aed02fea17bcb344,1243,78,1165
NR-AR,MCF7,7,9042,9042,ea16bc9d49d1f64b8d746def4ea6514945a8e5bdcd6923dfe76b5730697a086b,1243,78,1165
NR-AR,MCF7,8,10042,10042,babb83cc07fb153ac672cd1c97d3da83c93d5bd27695b4faa2825e8dc0b1681e,1243,78,1165
NR-AR,MCF7,9,11042,11042,10ee5cf713eb572422ca665126924448b2d88ac833bef6375528648f2069af67,1243,78,1165
NR-AR,MCF7,10,12042,12042,964c332f062a9152bcb8532bc78171a366aebe7b4b2423674022c91c9ebd2bf5,1243,78,1165
NR-AR,MCF7,11,13042,13042,5d62ee3509f525bcb221c133f36a5c85ccd219226a770253dd65f6fb8e054e89,1243,78,1165
NR-AR,MCF7,12,14042,14042,7788812fac67b3520ce38c2ebe1d9ab5e00237e01c9217fed1869b9bdd4471c1,1243,78,1165
NR-AR,MCF7,13,15042,15042,a66d9f73cd03c03fc002e8433543370b52186ac3cc04936bed31f1e50e62feee,1243,78,1165
NR-AR,MCF7,14,16042,16042,f62f2f16ba6afc54038d75ace31670744bd438e3a8d7ac02792d90f2afd5e344,1243,78,1165
NR-AR,MCF7,15,17042,17042,6f3db79178735638742421635bcdad94835ef8d4f2cb443453400413e8dc1b95,1243,78,1165
NR-AR,MCF7,16,18042,18042,0364a3cd30d104a1bdc8bd44d779f5d90644d142ebdcba9755f28283500fae8d,1243,78,1165
NR-AR,MCF7,17,19042,19042,e28d6fc9ce5cc2afa46f5b3222ae5fe75196753c389f9baa38b3a9b5fec7942e,1243,78,1165
NR-AR,MCF7,18,20042,20042,c0d337bd74b211882cd163691716a88e8daeb74f18d6b9bf9d7d80c7503f9811,1243,78,1165
NR-AR,MCF7,19,21042,21042,c88ccbdf8b113870b2c6e3d0f2d48f8b0e8097f14535e4d77bf0ede9590a79b8,1243,78,1165
NR-AR-LBD,MCF7,0,2042,2042,016412b7ccbb6b7c6bc1b480569f19ea18fa27151a4b2988d62ac456e5dffeab,1129,51,1078
NR-AR-LBD,MCF7,1,3042,3042,fcdb9335ea07778ec38f948c1e8c665639517377f440fcfb15a515dbcac5b01b,1129,51,1078
NR-AR-LBD,MCF7,2,4042,4043,cd6b5d79091c75e01b38af39960fb9d33a096c6f7f8e28ef37bb730a27455488,1129,51,1078
NR-AR-LBD,MCF7,3,5042,5043,aa50268e50485eeb2f6b1cafbf9e059295f116aad75cc87dec98bed56010d6b9,1129,51,1078
NR-AR-LBD,MCF7,4,6042,6042,a2ccd737a8931886db54ddb3fd54975ed448333fa8f21b4920f6779ca19a2e06,1129,51,1078
NR-AR-LBD,MCF7,5,7042,7043,32b47f9d843c21b00e0bcf3eab7205c95898ceaffaa891509be4274c8ede63fc,1129,51,1078
NR-AR-LBD,MCF7,6,8042,8042,fc0f15bbee36c82e81fdc7f0d423763df3ff1fa1870f175afc428e023b801b61,1129,51,1078
NR-AR-LBD,MCF7,7,9042,9042,fab8f2824f76e729b7e1516682c56ca120a6357e5ab54b5a9ab479401dbd7f56,1129,51,1078
NR-AR-LBD,MCF7,8,10042,10042,72746822d0368409d5ef500808c4fdb59615aaf089622bae6b8042072deefc48,1129,51,1078
NR-AR-LBD,MCF7,9,11042,11042,a76aa7aa37705aa29216c18884ec3f52e5f5117786b042eba4e6d6394c0965c2,1129,51,1078
NR-AR-LBD,MCF7,10,12042,12042,e99e0d7dd6dac9e5b4e551cd8bab170ade65e35fcb94e7c54e326ce5bba88db5,1129,51,1078
NR-AR-LBD,MCF7,11,13042,13042,5df868238db68848bdb7a2977ccea47438bad5fb82b59218ae6c87b896a41836,1129,51,1078
NR-AR-LBD,MCF7,12,14042,14042,b7dbb0ae139aed9f839354084680fc2ee784fecb62af3f43ef0a2ddd47a7fd0e,1129,51,1078
NR-AR-LBD,MCF7,13,15042,15042,9b28b92c7e00117e08be1cdefac987443a8ccca93af36f322af8e8b1e89e22a9,1129,51,1078
NR-AR-LBD,MCF7,14,16042,16042,7e4809c842923c929a1cda2ec18b2c16b9493c7316f776af93faf24953bc2ada,1129,51,1078
NR-AR-LBD,MCF7,15,17042,17042,fd65a9348f0b3c519ce46cc5c1415f8fa77f728a24d498a0de846b2712e607ca,1129,51,1078
NR-AR-LBD,MCF7,16,18042,18042,c1320329828749d323bdaa3e23696cda34cc4cb56a17f256974d1b3c7403cdc5,1129,51,1078
NR-AR-LBD,MCF7,17,19042,19042,8aded32be78ae4f2965362901b683985433632f0057b934bf2c2eb163c81cd8c,1129,51,1078
NR-AR-LBD,MCF7,18,20042,20042,581ed75a8859f2d6cf887950e65c85e6a23ce5db7e399d31e74955ea73ecc72d,1129,51,1078
NR-AR-LBD,MCF7,19,21042,21042,1c083b034a0e0a6a851f77c32c7911f0b7a211d4f67b1a311a4fca119669a410,1129,51,1078
NR-AhR,MCF7,0,2042,2042,aeaf0ac2597a8fb482bac06485a9f27976f5df3fd18bd8e7c4134b5f56c07777,1099,111,988
NR-AhR,MCF7,1,3042,3042,d85a409824e7aab309fae1718507b9fe693ba42876237c033d870073687f643a,1099,111,988
NR-AhR,MCF7,2,4042,4042,7b109132bf9969302c1ade6a5f3a3030172c5b2f9dbed5aeef9974a5b0960731,1099,111,988
NR-AhR,MCF7,3,5042,5042,820ea6c0e1004ec26b4ffe81ddcb881dac48db2f688cba2ce679479ccdfb683b,1099,111,988
NR-AhR,MCF7,4,6042,6042,0130ee325418224f00902e2ee38cd14db335e4f3297a20dca38a8dc8ebd8de6a,1099,111,988
NR-AhR,MCF7,5,7042,7042,1518bf8109fc77f6383cad54fb03ed17cf6f8cad192d6b59ee2738c8bcb951ef,1099,111,988
NR-AhR,MCF7,6,8042,8042,e0ceee7ce1b82b09b4012c33398b97f48cd075705d9552df264e894499f93627,1099,111,988
NR-AhR,MCF7,7,9042,9042,a75aad364c7312222e56e902c6165a0684d7ceac707595c4e52f2db9af19a7b3,1099,111,988
NR-AhR,MCF7,8,10042,10042,7cff7a4c6bfb287edf4bd94368f38ea6c75fde6cf782e301a52da07c22a214b4,1099,111,988
NR-AhR,MCF7,9,11042,11042,17aec7e65f2dcf1228466071bf23a121d718b180ac0daeabcded18136bd0aebd,1099,111,988
NR-AhR,MCF7,10,12042,12042,3ddec3f7b9c9cfbec1b47615603a5e2cd9494f73dc9e18a6bb596fe6f1694d61,1099,111,988
NR-AhR,MCF7,11,13042,13042,8940ef68bcbf18d5edc2b665e3bc7429fd629e2a17a7441fe4082d86a04285a4,1099,111,988
NR-AhR,MCF7,12,14042,14042,f6829a58e752b861914807bb3f315af589d276f4f6830e3de34feecc7ef8d5cf,1099,111,988
NR-AhR,MCF7,13,15042,15042,bb750150f70f163e77fd51c5ed8e340353c0b8fefb9d902e2f0ba5c905ccedd2,1099,111,988
NR-AhR,MCF7,14,16042,16042,01711a6c470a8b95ab4c6e7e2c94fdedcadab1883e9d8f2ed883a69981319e8e,1099,111,988
NR-AhR,MCF7,15,17042,17042,ae9d7f14762603054de4e18659cbe0702b474c303aceb843af51e438adbc40c1,1099,111,988
NR-AhR,MCF7,16,18042,18042,c0d60e53f1f6d9e0e8e33efa953f93e9a42577d1459a836ceaeb4821e108a56e,1099,111,988
NR-AhR,MCF7,17,19042,19042,526aced62a7f5f93cd0e37e35bd33a4fd3c3c9ddd5874cf5a006d28fa5024084,1099,111,988
NR-AhR,MCF7,18,20042,20042,c2c02312cb4992a0ac0b876bb3b8d09877538350fb2a87fa4c78519875f7ad62,1099,111,988
NR-AhR,MCF7,19,21042,21042,44842b8636edc50ae03aa0fdf509a81511bec960fe90396511a2a845ce482be3,1099,111,988
NR-Aromatase,MCF7,0,2042,2042,8265e0826d91184dd1682525a0e576e0270c54287c84dc4b2e4642edae3d5e6c,1012,76,936
NR-Aromatase,MCF7,1,3042,3042,4da2c8dd97518ea6050aa1b1b2cc8b86dc2df06dd4bad61127123a247ea019ec,1012,76,936
NR-Aromatase,MCF7,2,4042,4042,d4faead6d03074fc8953508199ed1e1cdd4fca0c97f3c4995b49ffc0f667608c,1012,76,936
NR-Aromatase,MCF7,3,5042,5042,60230b0dcef49b3af3203720443618b1d574724d562fb0ae15c5ac6bbafd6449,1012,76,936
NR-Aromatase,MCF7,4,6042,6042,0eb3b845d3435b2de6de8a53941d8fd18e447e39942b359a4cd0d3064d15ce6e,1012,76,936
NR-Aromatase,MCF7,5,7042,7042,a1507893029e86cd243951c69b1321fd7507927652f178b5873aa6a5cbb7273e,1012,76,936
NR-Aromatase,MCF7,6,8042,8042,29c106742cf33c4a196628c8a2ab8fced3c817a69aed0e8e85b52425932e0b42,1012,76,936
NR-Aromatase,MCF7,7,9042,9042,d8523df8cef034bf95d339d6de06f0e4c830196772911a4e49504c3d61e44d9d,1012,76,936
NR-Aromatase,MCF7,8,10042,10042,e7b8cdf958688dfa1c0f4b71a3e099c706ca126065e6ffa61ee4c4802b5aa1d0,1012,76,936
NR-Aromatase,MCF7,9,11042,11042,2a53ef3f9b2d6e35f82eb8ce0b75803b0bab59167571b3426fa62316affcb402,1012,76,936
NR-Aromatase,MCF7,10,12042,12042,f0066e8e2d6066e58a97a7c09a3ca9e090bb0700bbea6764799a285b9460c61d,1012,76,936
NR-Aromatase,MCF7,11,13042,13042,e2d527c591f2de805395d932a83803a2b19da9f30ffe8f6e84c819fd463732f8,1012,76,936
NR-Aromatase,MCF7,12,14042,14042,0ab2d39b576037f5f136dbc65a9b45d8ab3c830b7e4ed0a6bf31dc7ea3a217f3,1012,76,936
NR-Aromatase,MCF7,13,15042,15042,a95c7fb07570051c022e8bdd342d8433f60b5747ea59effbc46d88f6ee4818b5,1012,76,936
NR-Aromatase,MCF7,14,16042,16042,08e8b774436a5f8bfa47f9c708a5e9ab303d3ab29a22d6abc93583604f711dc1,1012,76,936
NR-Aromatase,MCF7,15,17042,17042,076d30a6b01bf88b9fe65301b049c3da4e1ee10e526634528e58b6cf8d47fa3b,1012,76,936
NR-Aromatase,MCF7,16,18042,18042,9309a95e1000b4cf0ba2d827e0bfa3e1fdbff0362713294901827348c777ac3a,1012,76,936
NR-Aromatase,MCF7,17,19042,19042,84c5ced06b1376243da7b1b632242d306ed495d03c45b6d3da1653219fe9525a,1012,76,936
NR-Aromatase,MCF7,18,20042,20042,032e9789b93c823deed828b2aae425ac55bedb0b48ddac6f6b84c8c8f7ce78ba,1012,76,936
NR-Aromatase,MCF7,19,21042,21042,bd8d9db672b338e03e3f6ee23a8cdebf17138c3dd72ebfdc5aa9ab8d4b99282b,1012,76,936
NR-ER,MCF7,0,2042,2042,2978fcae800d771fab0efc87a83a3be1c42ca18b95653051fdd0e9ee9b3b5d22,1054,154,900
NR-ER,MCF7,1,3042,3042,efb73e58d531c2114a0a6c4c323d15da0894ea7faa4b46d60c5a20a832ee51a5,1054,154,900
NR-ER,MCF7,2,4042,4042,6b1636049313258acdc5eb4b0d14913728995a6f27da896a821b0c7d5dc6c19c,1054,154,900
NR-ER,MCF7,3,5042,5042,50aad39c7a98ec04a73a3c2a94633b3e7da6ef1abc78084d807a5c5785aac2c5,1054,154,900
NR-ER,MCF7,4,6042,6042,4bdb22d24eb39fe6741bea27c751474016c7f4429e90e435c97e24fea2a28b89,1054,154,900
NR-ER,MCF7,5,7042,7042,58459795cb27e0276fa5c02ab227d495427f942f502da1a49dd064b088661dbb,1054,154,900
NR-ER,MCF7,6,8042,8042,281c935a0232b3a1e633359eee834cce3a49fe5392095fb0e15dc4662867dd42,1054,154,900
NR-ER,MCF7,7,9042,9042,5fd8743fcd7c03dc681b1f072fb3ebdeb9409f25c4817937436ac8bf657f73dd,1054,154,900
NR-ER,MCF7,8,10042,10042,7bf90f1703c52f05814bfd35edcc607a8ddde2d446d4a945679356a74c9d4f18,1054,154,900
NR-ER,MCF7,9,11042,11042,70f7e7344373d26116c8e9d9f905e67b60e1e3b17a37be823e878d44bd6a51e8,1054,154,900
NR-ER,MCF7,10,12042,12042,ea9de8ac1ec200d5f74732472738535ca22d2ff7832e06da1ab5555b925d5053,1054,154,900
NR-ER,MCF7,11,13042,13042,1e0aa455776d5c2928701ffdc050300ff86607cc9a73de7d7b2ec376ca4ed8b0,1054,154,900
NR-ER,MCF7,12,14042,14042,ac3bfaa9f4aaa55a5bcf15fca06847d0dc84058d5b42387435011c3160a6710b,1054,154,900
NR-ER,MCF7,13,15042,15042,c7c8d2a0fb2d26f10020efb67090d15eba19ac3d684002400d5749dbfd353e23,1054,154,900
NR-ER,MCF7,14,16042,16042,beb5ce1b013df42c8eee0c4c392322abea417d5ecfdc05a3dc1ae3194f95b75a,1054,154,900
NR-ER,MCF7,15,17042,17042,375c3a17264c0095725f8ebcb7702ab751b51051c9e99a9ae2cc420564132920,1054,154,900
NR-ER,MCF7,16,18042,18042,34ca3cf29cdfb5adea319839afc01e7bbcd6a77accfd25f98589277af6fac783,1054,154,900
NR-ER,MCF7,17,19042,19042,226885ac1ce5670c71c44bc9dd271a307c61c72f0c916f7e76f448f96cb5bab8,1054,154,900
NR-ER,MCF7,18,20042,20042,4ee508f7f76a4dd6370c1d51595883762ad835fcf8cdf18c42c7d611de94fc3e,1054,154,900
NR-ER,MCF7,19,21042,21042,cd7e21e4951c5a6fa5ab2c066fc31105e5aeafc1704fd718bb49ce6a5b12e7f2,1054,154,900
NR-ER-LBD,MCF7,0,2042,2042,a897325baf80a7b7559dec9255234d06e8598ecb8d65be254818fa18f0ef7795,1178,59,1119
NR-ER-LBD,MCF7,1,3042,3042,6ae0facb32e4cf502add51fd2cfc343275d9c2ee02f5502de678627c0b8fd3d9,1178,59,1119
NR-ER-LBD,MCF7,2,4042,4042,e6d89c205e392d8fb8044879908b458c00325c844c0e2a969a73353345e8fce5,1178,59,1119
NR-ER-LBD,MCF7,3,5042,5042,711534e46571dbc61b41198b8d90b8905fa63c61cbebf2d82c778453360619dc,1178,59,1119
NR-ER-LBD,MCF7,4,6042,6042,fc351b5611ebedfadd7cec809ad07e54e6e574e53ceaf53dfdaba528a4988d8b,1178,59,1119
NR-ER-LBD,MCF7,5,7042,7042,3812efbd6a08f7fde9bc2056239cc75ea68675690187da357a8636838b446b75,1178,59,1119
NR-ER-LBD,MCF7,6,8042,8042,23eb477d4b8cbec905610c0f19d0bbdcf55812e49d6b23c787168c931497cab1,1178,59,1119
NR-ER-LBD,MCF7,7,9042,9042,d77f2bd1b4e61d7d7f33590b493fb78a0318baf35176dd269c41905041b89b50,1178,59,1119
NR-ER-LBD,MCF7,8,10042,10042,c014af7c1d59707ec947dfd54af43057f2637663fc8d3a11ea7575b8d663d7fa,1178,59,1119
NR-ER-LBD,MCF7,9,11042,11042,d800c208433bbd7e94f361880c50121e54c91ec231426db3dce19d4829730844,1178,59,1119
NR-ER-LBD,MCF7,10,12042,12042,dbd988d34777a1df9f33b7503248f798cd775f949d15345e82f8b6448f979bd6,1178,59,1119
NR-ER-LBD,MCF7,11,13042,13042,1137781c5f094e6cc107affd6e66e73531636231762e565e78575f8339a89c5e,1178,59,1119
NR-ER-LBD,MCF7,12,14042,14042,dd91ca251f7e48d7f151f96ef8d0521f39d4f93945021ad446622653925b45c0,1178,59,1119
NR-ER-LBD,MCF7,13,15042,15043,8d9842d3891d6d9b0ae9247f6f063ba5437fbc8c14df9c5e14539adf5e603e0a,1178,59,1119
NR-ER-LBD,MCF7,14,16042,16042,f25d2503e1b11660754fc43930f144155d39e8d2b4d3ed5a7353e1ddad4fd705,1178,59,1119
NR-ER-LBD,MCF7,15,17042,17042,07298be076cd3e4c1dad6ddc3e4f8e59b7afffdfb17cefeef17eb3aefa24cdc4,1178,59,1119
NR-ER-LBD,MCF7,16,18042,18042,9c779af985781cb8941e38e4d6e353cf6a111312a5ef92628f6e2c69901bca0d,1178,59,1119
NR-ER-LBD,MCF7,17,19042,19042,2c77bb16e64072bb5f92f7adff937914d9d3e1cbf039a32ebd42eecf194eca6a,1178,59,1119
NR-ER-LBD,MCF7,18,20042,20042,4e4c211a5d8b3aef7afc9d9ef73e30ba73cb3c44d35fe9ebe9bbedefc51ced82,1178,59,1119
NR-ER-LBD,MCF7,19,21042,21042,3f995ede101101f5dbba43ca1890c00114c819dea3e4a9b8824e31805b189900,1178,59,1119
